exposure_id,side,quote_px,reference_mid_px,distance_ticks,start_exchange_time_ms,end_exchange_time_ms,duration_seconds,arrival_count,arrival_volume_btc,arrival_rate_per_second,pre_trade_side_depth_btc,max_sweep_depth_penetration,arrival_evidence_source,resting_confirmed,source,inference_scope
0722T066:25:buy:2.5,buy,65872,65874.5,2.5,1784713795000,1784713800000,5,0,0,0,115.3087,,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:25:buy:5.5,buy,65869,65874.5,5.5,1784713795000,1784713800000,5,0,0,0,115.3087,,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:25:buy:10.5,buy,65864,65874.5,10.5,1784713795000,1784713800000,5,0,0,0,115.3087,,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:25:sell:0.5,sell,65875,65874.5,0.5,1784713795000,1784713800000,5,5,0.25171,1,9.90479,0.02399243,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:25:sell:2.5,sell,65877,65874.5,2.5,1784713795000,1784713800000,5,0,0,0,9.90479,,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:25:sell:5.5,sell,65880,65874.5,5.5,1784713795000,1784713800000,5,0,0,0,9.90479,,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:25:sell:10.5,sell,65885,65874.5,10.5,1784713795000,1784713800000,5,0,0,0,9.90479,,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:26:buy:0.5,buy,65874,65874.5,0.5,1784713800000,1784713805000,5,4,0.02036,0.8,114.81688,6.611e-05,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:26:buy:2.5,buy,65872,65874.5,2.5,1784713800000,1784713805000,5,0,0,0,114.81688,,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:26:buy:5.5,buy,65869,65874.5,5.5,1784713800000,1784713805000,5,0,0,0,114.81688,,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:26:buy:10.5,buy,65864,65874.5,10.5,1784713800000,1784713805000,5,0,0,0,114.81688,,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:26:sell:0.5,sell,65875,65874.5,0.5,1784713800000,1784713805000,5,7,0.42981,1.4,10.4649,0.02182916,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:26:sell:2.5,sell,65877,65874.5,2.5,1784713800000,1784713805000,5,0,0,0,10.4649,,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:26:sell:5.5,sell,65880,65874.5,5.5,1784713800000,1784713805000,5,0,0,0,10.4649,,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:26:sell:10.5,sell,65885,65874.5,10.5,1784713800000,1784713805000,5,0,0,0,10.4649,,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:27:buy:0.5,buy,65874,65874.5,0.5,1784713805000,1784713810000,5,2,0.00893,0.4,115.4112,6.005e-05,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:27:buy:2.5,buy,65872,65874.5,2.5,1784713805000,1784713810000,5,0,0,0,115.4112,,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:27:buy:5.5,buy,65869,65874.5,5.5,1784713805000,1784713810000,5,0,0,0,115.4112,,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:27:buy:10.5,buy,65864,65874.5,10.5,1784713805000,1784713810000,5,0,0,0,115.4112,,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:27:sell:0.5,sell,65875,65874.5,0.5,1784713805000,1784713810000,5,37,3.49051,7.4,6.50088,0.11577048,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:27:sell:2.5,sell,65877,65874.5,2.5,1784713805000,1784713810000,5,0,0,0,6.50088,,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:27:sell:5.5,sell,65880,65874.5,5.5,1784713805000,1784713810000,5,0,0,0,6.50088,,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:27:sell:10.5,sell,65885,65874.5,10.5,1784713805000,1784713810000,5,0,0,0,6.50088,,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:28:buy:0.5,buy,65874,65874.5,0.5,1784713810000,1784713815000,5,2,0.15834,0.4,114.79504,0.00133159,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:28:buy:2.5,buy,65872,65874.5,2.5,1784713810000,1784713815000,5,0,0,0,114.79504,,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:28:buy:5.5,buy,65869,65874.5,5.5,1784713810000,1784713815000,5,0,0,0,114.79504,,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:28:buy:10.5,buy,65864,65874.5,10.5,1784713810000,1784713815000,5,0,0,0,114.79504,,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:28:sell:0.5,sell,65875,65874.5,0.5,1784713810000,1784713815000,5,13,0.88487,2.6,8.55619,0.06208137,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:28:sell:2.5,sell,65877,65874.5,2.5,1784713810000,1784713815000,5,0,0,0,8.55619,,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:28:sell:5.5,sell,65880,65874.5,5.5,1784713810000,1784713815000,5,0,0,0,8.55619,,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:28:sell:10.5,sell,65885,65874.5,10.5,1784713810000,1784713815000,5,0,0,0,8.55619,,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:29:buy:0.5,buy,65874,65874.5,0.5,1784713815000,1784713820000,5,8,0.35138,1.6,114.6367,0.00188448,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:29:buy:2.5,buy,65872,65874.5,2.5,1784713815000,1784713820000,5,0,0,0,114.6367,,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:29:buy:5.5,buy,65869,65874.5,5.5,1784713815000,1784713820000,5,0,0,0,114.6367,,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:29:buy:10.5,buy,65864,65874.5,10.5,1784713815000,1784713820000,5,0,0,0,114.6367,,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:29:sell:0.5,sell,65875,65874.5,0.5,1784713815000,1784713820000,5,4,0.01632,0.8,6.76759,0.0017569,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:29:sell:2.5,sell,65877,65874.5,2.5,1784713815000,1784713820000,5,0,0,0,6.76759,,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:29:sell:5.5,sell,65880,65874.5,5.5,1784713815000,1784713820000,5,0,0,0,6.76759,,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:29:sell:10.5,sell,65885,65874.5,10.5,1784713815000,1784713820000,5,0,0,0,6.76759,,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:30:buy:0.5,buy,65874,65874.5,0.5,1784713820000,1784713825000,5,31,14.80206,6.2,114.89254,0.0150733,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:30:buy:2.5,buy,65872,65874.5,2.5,1784713820000,1784713825000,5,0,0,0,114.89254,,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:30:buy:5.5,buy,65869,65874.5,5.5,1784713820000,1784713825000,5,0,0,0,114.89254,,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:30:buy:10.5,buy,65864,65874.5,10.5,1784713820000,1784713825000,5,0,0,0,114.89254,,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:30:sell:0.5,sell,65875,65874.5,0.5,1784713820000,1784713825000,5,5,0.02092,1,5.80709,0.00130702,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:30:sell:2.5,sell,65877,65874.5,2.5,1784713820000,1784713825000,5,0,0,0,5.80709,,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:30:sell:5.5,sell,65880,65874.5,5.5,1784713820000,1784713825000,5,0,0,0,5.80709,,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:30:sell:10.5,sell,65885,65874.5,10.5,1784713820000,1784713825000,5,0,0,0,5.80709,,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:31:buy:0.5,buy,65874,65874.5,0.5,1784713825000,1784713830000,5,12,3.99307,2.4,96.81895,0.01749399,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:31:buy:2.5,buy,65872,65874.5,2.5,1784713825000,1784713830000,5,0,0,0,96.81895,,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:31:buy:5.5,buy,65869,65874.5,5.5,1784713825000,1784713830000,5,0,0,0,96.81895,,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:31:buy:10.5,buy,65864,65874.5,10.5,1784713825000,1784713830000,5,0,0,0,96.81895,,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:31:sell:0.5,sell,65875,65874.5,0.5,1784713825000,1784713830000,5,16,1.0964,3.2,31.26857,0.01002796,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:31:sell:2.5,sell,65877,65874.5,2.5,1784713825000,1784713830000,5,0,0,0,31.26857,,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:31:sell:5.5,sell,65880,65874.5,5.5,1784713825000,1784713830000,5,0,0,0,31.26857,,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:31:sell:10.5,sell,65885,65874.5,10.5,1784713825000,1784713830000,5,0,0,0,31.26857,,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:32:buy:0.5,buy,65874,65874.5,0.5,1784713830000,1784713835000,5,18,0.04467,3.6,92.82588,0.00016256,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:32:buy:2.5,buy,65872,65874.5,2.5,1784713830000,1784713835000,5,12,0.03595,2.4,92.82588,0.00016256,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:32:buy:5.5,buy,65869,65874.5,5.5,1784713830000,1784713835000,5,12,0.03595,2.4,92.82588,0.00016256,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:32:buy:10.5,buy,65864,65874.5,10.5,1784713830000,1784713835000,5,6,0.01342,1.2,92.82588,5.57e-05,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:32:sell:0.5,sell,65875,65874.5,0.5,1784713830000,1784713835000,5,0,0,0,31.82529,,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:32:sell:2.5,sell,65877,65874.5,2.5,1784713830000,1784713835000,5,0,0,0,31.82529,,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:32:sell:5.5,sell,65880,65874.5,5.5,1784713830000,1784713835000,5,0,0,0,31.82529,,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:32:sell:10.5,sell,65885,65874.5,10.5,1784713830000,1784713835000,5,0,0,0,31.82529,,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:33:buy:0.5,buy,65861,65861.5,0.5,1784713835000,1784713840000,5,14,1.76732,2.8,1.6288,0.46032048,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:33:buy:2.5,buy,65859,65861.5,2.5,1784713835000,1784713840000,5,0,0,0,1.6288,,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:33:buy:5.5,buy,65856,65861.5,5.5,1784713835000,1784713840000,5,0,0,0,1.6288,,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:33:buy:10.5,buy,65851,65861.5,10.5,1784713835000,1784713840000,5,0,0,0,1.6288,,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:33:sell:0.5,sell,65862,65861.5,0.5,1784713835000,1784713840000,5,1,0.0065,0.2,16.06807,0.00040453,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:33:sell:2.5,sell,65864,65861.5,2.5,1784713835000,1784713840000,5,0,0,0,16.06807,,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:33:sell:5.5,sell,65867,65861.5,5.5,1784713835000,1784713840000,5,0,0,0,16.06807,,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:33:sell:10.5,sell,65872,65861.5,10.5,1784713835000,1784713840000,5,0,0,0,16.06807,,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:34:buy:0.5,buy,65861,65861.5,0.5,1784713840000,1784713845000,5,2,0.00453,0.4,1.10731,0.00354011,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:34:buy:2.5,buy,65859,65861.5,2.5,1784713840000,1784713845000,5,0,0,0,1.10731,,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:34:buy:5.5,buy,65856,65861.5,5.5,1784713840000,1784713845000,5,0,0,0,1.10731,,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:34:buy:10.5,buy,65851,65861.5,10.5,1784713840000,1784713845000,5,0,0,0,1.10731,,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:34:sell:0.5,sell,65862,65861.5,0.5,1784713840000,1784713845000,5,10,0.16749,2,19.84362,0.00409703,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:34:sell:2.5,sell,65864,65861.5,2.5,1784713840000,1784713845000,5,0,0,0,19.84362,,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:34:sell:5.5,sell,65867,65861.5,5.5,1784713840000,1784713845000,5,0,0,0,19.84362,,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:34:sell:10.5,sell,65872,65861.5,10.5,1784713840000,1784713845000,5,0,0,0,19.84362,,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
