view_seq,view_ts,coin,session_id,connection_attempt,mid_px,spread_ticks,top1_imbalance,top3_imbalance,top5_imbalance,top1_microprice_px,top3_microprice_px,top5_microprice_px,microprice_minus_mid_ticks,bid_depth_top5_qty,ask_depth_top5_qty,bid_depth_top5_notional,ask_depth_top5_notional,book_pressure_bucket,spread_bucket,join_age_bucket,l2book_cadence_bucket,recovery_context,trade_pressure_status,trade_pressure_qty,trade_pressure_count,trade_pressure_bucket,feature_row_quality
152,1780044753646155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,73673.5,10,0.999933,0.88563586,0.92528704,73673.9999665,73673.94281793,73673.96264352,4.62643521,17.80208,0.69083,1311502.21066,50896.91274,strong_bid,wide,fresh,regular,recovery_present,unverified_side_semantics,,,disabled_unverified_side_semantics,research_ready_without_trade_pressure
153,1780044754146155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,73673.5,10,0.43808012,0.54731619,0.65135502,73673.71904006,73673.77365809,73673.82567751,3.25677511,13.99241,2.95417,1030836.83137,217647.60557,strong_bid,wide,warm,regular,recovery_present,unverified_side_semantics,,,disabled_unverified_side_semantics,research_ready_without_trade_pressure
154,1780044754646155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,73673.5,10,0.43808012,0.54731619,0.65135502,73673.71904006,73673.77365809,73673.82567751,3.25677511,13.99241,2.95417,1030836.83137,217647.60557,strong_bid,wide,stale,repeat_same_book,recovery_present,unverified_side_semantics,,,disabled_unverified_side_semantics,research_ready_without_trade_pressure
155,1780044755146155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,73673.5,10,0.43808012,0.54731619,0.65135502,73673.71904006,73673.77365809,73673.82567751,3.25677511,13.99241,2.95417,1030836.83137,217647.60557,strong_bid,wide,very_stale,repeat_same_book,recovery_present,unverified_side_semantics,,,disabled_unverified_side_semantics,research_ready_without_trade_pressure
156,1780044755646155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,73673.5,10,0.83085129,0.74368289,0.72272442,73673.91542565,73673.87184145,73673.86136221,3.61362209,13.43949,2.16311,990103.51788,159369.0757,strong_bid,wide,fresh,gap,recovery_present,unverified_side_semantics,,,disabled_unverified_side_semantics,research_ready_without_trade_pressure
157,1780044756146155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,73673.5,10,0.77650013,0.69757766,0.67900265,73673.88825006,73673.84878883,73673.83950132,3.39501325,13.01855,2.48893,959090.28185,183374.1881,strong_bid,wide,fresh,regular,recovery_present,unverified_side_semantics,,,disabled_unverified_side_semantics,research_ready_without_trade_pressure
158,1780044756646155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,73673.5,10,0.65456097,0.62328826,0.60336081,73673.82728048,73673.81164413,73673.8016804,3.01680405,11.67977,2.88934,860463.77807,212873.98088,strong_bid,wide,fresh,regular,recovery_present,unverified_side_semantics,,,disabled_unverified_side_semantics,research_ready_without_trade_pressure
159,1780044757146155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,73673.5,10,0.65456097,0.62328826,0.60336081,73673.82728048,73673.81164413,73673.8016804,3.01680405,11.67977,2.88934,860463.77807,212873.98088,strong_bid,wide,warm,repeat_same_book,recovery_present,unverified_side_semantics,,,disabled_unverified_side_semantics,research_ready_without_trade_pressure
160,1780044757646155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,73673.5,10,0.6084969,0.59208511,0.58353177,73673.80424845,73673.79604255,73673.79176588,2.91765883,10.9861,2.88934,809359.02816,212873.98088,strong_bid,wide,warm,regular,recovery_present,unverified_side_semantics,,,disabled_unverified_side_semantics,research_ready_without_trade_pressure
161,1780044758146155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,73673.5,10,0.60747744,0.59179753,0.58386134,73673.80373872,73673.79589876,73673.79193067,2.91930671,11.68504,3.07009,860852.03478,226190.56994,strong_bid,wide,warm,regular,recovery_present,unverified_side_semantics,,,disabled_unverified_side_semantics,research_ready_without_trade_pressure
162,1780044758646155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,73673.5,10,0.77611253,0.62151268,0.60227732,73673.88805627,73673.81075634,73673.80113866,3.01138662,11.68504,2.9005,860852.03478,213696.60347,strong_bid,wide,warm,regular,recovery_present,unverified_side_semantics,,,disabled_unverified_side_semantics,research_ready_without_trade_pressure
163,1780044759146155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,73673.5,10,0.77610602,0.69892371,0.64907797,73673.88805301,73673.84946186,73673.82453898,3.24538984,11.68488,2.48653,860840.2471,183197.35694,strong_bid,wide,warm,regular,recovery_present,unverified_side_semantics,,,disabled_unverified_side_semantics,research_ready_without_trade_pressure
164,1780044759646155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,73673.5,10,0.77610602,0.69892371,0.64907797,73673.88805301,73673.84946186,73673.82453898,3.24538984,11.68488,2.48653,860840.2471,183197.35694,strong_bid,wide,stale,repeat_same_book,recovery_present,unverified_side_semantics,,,disabled_unverified_side_semantics,research_ready_without_trade_pressure
165,1780044760146155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,73673.5,10,0.77610602,0.69892371,0.64907797,73673.88805301,73673.84946186,73673.82453898,3.24538984,11.68488,2.48653,860840.2471,183197.35694,strong_bid,wide,warm,slow,recovery_present,unverified_side_semantics,,,disabled_unverified_side_semantics,research_ready_without_trade_pressure
166,1780044760646155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,73673.5,10,0.7777854,0.70032921,0.72744497,73673.8888927,73673.85016461,73673.86372248,3.63722484,11.45163,1.80683,843658.46567,133119.10118,strong_bid,wide,warm,regular,recovery_present,unverified_side_semantics,,,disabled_unverified_side_semantics,research_ready_without_trade_pressure
167,1780044761146155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,73673.5,10,0.77622228,0.69899262,0.75666097,73673.88811114,73673.84949631,73673.87833049,3.78330486,13.04348,1.80683,960929.93916,133119.10118,strong_bid,wide,fresh,regular,recovery_present,unverified_side_semantics,,,disabled_unverified_side_semantics,research_ready_without_trade_pressure
168,1780044761646155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,73673.5,10,0.70064899,0.55469434,0.68073911,73673.85032449,73673.77734717,73673.84036955,3.40369555,11.65564,2.21402,858682.24406,163118.82443,strong_bid,wide,fresh,regular,recovery_present,unverified_side_semantics,,,disabled_unverified_side_semantics,research_ready_without_trade_pressure
169,1780044762146155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,73673.5,10,0.76776302,0.67824648,0.7113877,73673.88388151,73673.83912324,73673.85569385,3.55693851,14.13412,2.38361,1041282.0187,175613.19809,strong_bid,wide,fresh,regular,recovery_present,unverified_side_semantics,,,disabled_unverified_side_semantics,research_ready_without_trade_pressure
170,1780044762646155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,73673.5,10,0.76795139,0.70316077,0.68372168,73673.88397569,73673.85158038,73673.84186084,3.41860839,14.13417,2.65503,1041281.35411,195611.42597,strong_bid,wide,fresh,regular,recovery_present,unverified_side_semantics,,,disabled_unverified_side_semantics,research_ready_without_trade_pressure
171,1780044763146155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,73673.5,10,0.62412107,0.6023963,0.58996367,73673.81206053,73673.80119815,73673.79498183,2.94981834,11.21651,2.89263,826334.02405,213116.36837,strong_bid,wide,fresh,regular,recovery_present,unverified_side_semantics,,,disabled_unverified_side_semantics,research_ready_without_trade_pressure
172,1780044763646155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,73673.5,10,0.62412107,0.6023963,0.58996367,73673.81206053,73673.80119815,73673.79498183,2.94981834,11.21651,2.89263,826334.02405,213116.36837,strong_bid,wide,warm,repeat_same_book,recovery_present,unverified_side_semantics,,,disabled_unverified_side_semantics,research_ready_without_trade_pressure
173,1780044764146155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,73673.5,10,0.75563948,0.68195652,0.63721368,73673.87781974,73673.84097826,73673.81860684,3.18606841,11.21651,2.48544,826334.02405,183117.05231,strong_bid,wide,warm,regular,recovery_present,unverified_side_semantics,,,disabled_unverified_side_semantics,research_ready_without_trade_pressure
174,1780044764646155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,73673.5,10,0.75563948,0.66659418,0.62704549,73673.87781974,73673.83329709,73673.81352275,3.13522747,10.87252,2.49222,800991.59277,183616.57559,strong_bid,wide,warm,regular,recovery_present,unverified_side_semantics,,,disabled_unverified_side_semantics,research_ready_without_trade_pressure
175,1780044765146155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,73673.5,10,0.75563948,0.66659418,0.62704549,73673.87781974,73673.83329709,73673.81352275,3.13522747,10.87252,2.49222,800991.59277,183616.57559,strong_bid,wide,stale,repeat_same_book,recovery_present,unverified_side_semantics,,,disabled_unverified_side_semantics,research_ready_without_trade_pressure
176,1780044765646155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,73673.5,10,0.62413075,0.60114217,0.66099497,73673.81206537,73673.80057108,73673.83049749,3.30497486,14.206,2.89941,1046568.04999,213615.89165,strong_bid,wide,warm,slow,recovery_present,unverified_side_semantics,,,disabled_unverified_side_semantics,research_ready_without_trade_pressure
177,1780044766146155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,73673.5,10,0.69836787,0.66671717,0.62982322,73673.84918394,73673.83335859,73673.81491161,3.14911612,11.68963,2.65503,861189.3768,195611.42597,strong_bid,wide,warm,regular,recovery_present,unverified_side_semantics,,,disabled_unverified_side_semantics,research_ready_without_trade_pressure
178,1780044766646155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,73673.5,10,0.73093441,0.68234913,0.63746151,73673.8654672,73673.84117456,73673.81873076,3.18730756,11.22136,2.48444,826690.52109,183043.37831,strong_bid,wide,warm,regular,recovery_present,unverified_side_semantics,,,disabled_unverified_side_semantics,research_ready_without_trade_pressure
179,1780044767146155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,73673.5,10,0.73093441,0.68234913,0.74903321,73673.8654672,73673.84117456,73673.87451661,3.74516606,12.58014,1.80511,926790.48491,132992.3819,strong_bid,wide,warm,regular,recovery_present,unverified_side_semantics,,,disabled_unverified_side_semantics,research_ready_without_trade_pressure
180,1780044767646155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,73674.5,10,0.90852882,0.85262082,0.75152185,73674.95426441,73674.92631041,73674.87576093,3.75760927,13.80377,1.95826,1016960.49039,144279.44792,strong_bid,wide,warm,regular,recovery_present,unverified_side_semantics,,,disabled_unverified_side_semantics,research_ready_without_trade_pressure
181,1780044768146155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,73674.5,10,0.91434573,0.93894059,0.95636607,73674.95717286,73674.96947029,73674.97818303,4.78183033,16.31533,0.36389,1201993.59247,26809.60807,strong_bid,wide,fresh,regular,recovery_present,unverified_side_semantics,,,disabled_unverified_side_semantics,research_ready_without_trade_pressure
182,1780044768646155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,73674.5,10,0.91469856,0.93868748,0.87978604,73674.95734928,73674.96934374,73674.93989302,4.39893019,16.35349,1.04582,1204804.99217,77053.52282,strong_bid,wide,fresh,regular,recovery_present,unverified_side_semantics,,,disabled_unverified_side_semantics,research_ready_without_trade_pressure
183,1780044769146155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,73674.5,10,0.91469856,0.92898938,0.95615956,73674.95734928,73674.96449469,73674.97807978,4.78079781,16.35367,0.36651,1204816.62261,27002.64133,strong_bid,wide,fresh,regular,recovery_present,unverified_side_semantics,,,disabled_unverified_side_semantics,research_ready_without_trade_pressure
184,1780044769646155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,73674.5,10,0.91469856,0.92898938,0.95615956,73674.95734928,73674.96449469,73674.97807978,4.78079781,16.35367,0.36651,1204816.62261,27002.64133,strong_bid,wide,warm,repeat_same_book,recovery_present,unverified_side_semantics,,,disabled_unverified_side_semantics,research_ready_without_trade_pressure
185,1780044770146155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,73674.5,10,0.91469692,0.93758691,0.95536619,73674.95734846,73674.96879346,73674.97768309,4.77683093,16.35349,0.37329,1204804.99183,27502.16461,strong_bid,wide,warm,slow,recovery_present,unverified_side_semantics,,,disabled_unverified_side_semantics,research_ready_without_trade_pressure
186,1780044770646155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,73674.5,10,0.91469692,0.92898827,0.87540796,73674.95734846,73674.96449414,73674.93770398,4.37703979,15.74209,1.04582,1159759.89287,77053.52282,strong_bid,wide,warm,regular,recovery_present,unverified_side_semantics,,,disabled_unverified_side_semantics,research_ready_without_trade_pressure
187,1780044771146155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,73674.5,10,0.53587965,0.69707894,0.7557994,73674.76793983,73674.84853947,73674.8778997,3.77899701,15.48896,2.15424,1141114.59796,158713.64908,strong_bid,wide,warm,regular,recovery_present,unverified_side_semantics,,,disabled_unverified_side_semantics,research_ready_without_trade_pressure
188,1780044771646155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,73674.5,10,0.90478916,0.93838433,0.95293363,73674.95239458,73674.96919216,73674.97646681,4.76466813,15.48899,0.37329,1141114.83797,27502.16461,strong_bid,wide,warm,regular,recovery_present,unverified_side_semantics,,,disabled_unverified_side_semantics,research_ready_without_trade_pressure
189,1780044772146155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,73674.5,10,0.96605475,0.9754692,0.97979194,73674.98302738,73674.9877346,73674.98989597,4.89895971,18.98079,0.19374,1398371.13782,14273.79848,strong_bid,wide,warm,regular,recovery_present,unverified_side_semantics,,,disabled_unverified_side_semantics,research_ready_without_trade_pressure
190,1780044772646155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,73674.5,10,0.98754403,0.99041381,0.99166738,73674.99377202,73674.9952069,73674.99583369,4.95833691,29.42583,0.12311,2167893.36069,9070.15227,strong_bid,wide,warm,regular,recovery_present,unverified_side_semantics,,,disabled_unverified_side_semantics,research_ready_without_trade_pressure
191,1780044773146155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,73674.5,10,0.9875435,0.99097399,0.99213833,73674.99377175,73674.995487,73674.99606917,4.96069165,29.51337,0.11647,2174342.69434,8580.93713,strong_bid,wide,warm,regular,recovery_present,unverified_side_semantics,,,disabled_unverified_side_semantics,research_ready_without_trade_pressure
192,1780044773646155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,73674.5,10,0.98583135,0.99114005,0.99269379,73674.99291567,73674.99557002,73674.9963469,4.96346896,31.05961,0.11388,2288252.46414,8390.1137,strong_bid,wide,fresh,regular,recovery_present,unverified_side_semantics,,,disabled_unverified_side_semantics,research_ready_without_trade_pressure
193,1780044774146155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,73674.5,10,0.98668887,0.99093769,0.99252824,73674.99334444,73674.99546884,73674.99626412,4.96264121,31.05959,0.11647,2288252.0097,8580.93713,strong_bid,wide,fresh,regular,recovery_present,unverified_side_semantics,,,disabled_unverified_side_semantics,research_ready_without_trade_pressure
194,1780044774646155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,73674.5,10,0.98668887,0.99093769,0.99252824,73674.99334444,73674.99546884,73674.99626412,4.96264121,31.05959,0.11647,2288252.0097,8580.93713,strong_bid,wide,warm,repeat_same_book,recovery_present,unverified_side_semantics,,,disabled_unverified_side_semantics,research_ready_without_trade_pressure
195,1780044775146155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,73674.5,10,0.98668887,0.99093769,0.99252824,73674.99334444,73674.99546884,73674.99626412,4.96264121,31.05959,0.11647,2288252.0097,8580.93713,strong_bid,wide,very_stale,repeat_same_book,recovery_present,unverified_side_semantics,,,disabled_unverified_side_semantics,research_ready_without_trade_pressure
196,1780044775646155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,73674.5,10,0.98481467,0.98955444,0.9915316,73674.99240734,73674.99477722,73674.9957658,4.957658,28.93793,0.12305,2131940.86578,9065.72541,strong_bid,wide,fresh,gap,recovery_present,unverified_side_semantics,,,disabled_unverified_side_semantics,research_ready_without_trade_pressure
197,1780044776146155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,73674.5,10,0.98555027,0.99041517,0.99218394,73674.99277513,73674.99520758,73674.99609197,4.96091971,29.59962,0.11613,2180690.30315,8555.88749,strong_bid,wide,fresh,regular,recovery_present,unverified_side_semantics,,,disabled_unverified_side_semantics,research_ready_without_trade_pressure
198,1780044776646155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,73674.5,10,0.98555027,0.99041517,0.99218394,73674.99277513,73674.99520758,73674.99609197,4.96091971,29.59962,0.11613,2180690.30315,8555.88749,strong_bid,wide,warm,repeat_same_book,recovery_present,unverified_side_semantics,,,disabled_unverified_side_semantics,research_ready_without_trade_pressure
199,1780044777146155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,73674.5,10,0.67437024,0.83695414,0.85946614,73674.83718512,73674.91847707,73674.92973307,4.29733068,26.35651,1.99196,1941754.64085,146757.7975,strong_bid,wide,warm,regular,recovery_present,unverified_side_semantics,,,disabled_unverified_side_semantics,research_ready_without_trade_pressure
200,1780044777646155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,73674.5,10,0.74101263,0.86663182,0.89738504,73674.87050631,73674.93331591,73674.94869252,4.48692522,27.71498,1.49889,2041829.9325,110430.73049,strong_bid,wide,warm,regular,recovery_present,unverified_side_semantics,,,disabled_unverified_side_semantics,research_ready_without_trade_pressure
201,1780044778146155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,73674.5,10,0.71831737,0.86716811,0.89770496,73674.85915869,73674.93358405,73674.94885248,4.48852479,27.80356,1.49874,2048354.95598,110419.67924,strong_bid,wide,warm,regular,recovery_present,unverified_side_semantics,,,disabled_unverified_side_semantics,research_ready_without_trade_pressure
202,1780044778646155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,73674.5,10,0.74299853,0.87291102,0.89770482,73674.87149926,73674.93645551,73674.94885241,4.48852409,27.80352,1.49874,2048356.08532,110419.67924,strong_bid,wide,warm,regular,recovery_present,unverified_side_semantics,,,disabled_unverified_side_semantics,research_ready_without_trade_pressure
203,1780044779146155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,73674.5,10,0.74103526,0.87189335,0.89695584,73674.87051763,73674.93594667,73674.94847792,4.4847792,27.71535,1.50552,2041860.24874,110919.20252,strong_bid,wide,warm,regular,recovery_present,unverified_side_semantics,,,disabled_unverified_side_semantics,research_ready_without_trade_pressure
204,1780044779646155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,73674.5,10,0.71595718,0.8671713,0.89770458,73674.85797859,73674.93358565,73674.94885229,4.48852292,27.80605,1.49888,2048540.35175,110429.99388,strong_bid,wide,fresh,regular,recovery_present,unverified_side_semantics,,,disabled_unverified_side_semantics,research_ready_without_trade_pressure
205,1780044780146155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,73674.5,10,0.71595718,0.8671713,0.89770458,73674.85797859,73674.93358565,73674.94885229,4.48852292,27.80605,1.49888,2048540.35175,110429.99388,strong_bid,wide,warm,repeat_same_book,recovery_present,unverified_side_semantics,,,disabled_unverified_side_semantics,research_ready_without_trade_pressure
206,1780044780646155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,73674.5,10,0.97128787,0.98913693,0.99169259,73674.98564393,73674.99456847,73674.9958463,4.95846295,27.80608,0.11598,2048539.16506,8544.83624,strong_bid,wide,fresh,slow,recovery_present,unverified_side_semantics,,,disabled_unverified_side_semantics,research_ready_without_trade_pressure
207,1780044781146155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,73674.5,10,0.97128787,0.98913693,0.99169259,73674.98564393,73674.99456847,73674.9958463,4.95846295,27.80608,0.11598,2048539.16506,8544.83624,strong_bid,wide,warm,repeat_same_book,recovery_present,unverified_side_semantics,,,disabled_unverified_side_semantics,research_ready_without_trade_pressure
208,1780044781646155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,73674.5,10,0.99600684,0.99728667,0.99768568,73674.99800342,73674.99864333,73674.99884284,4.9884284,29.86618,0.0346,2200329.76887,2549.16488,strong_bid,wide,fresh,slow,recovery_present,unverified_side_semantics,,,disabled_unverified_side_semantics,research_ready_without_trade_pressure
209,1780044782146155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,73674.5,10,0.99600684,0.99728667,0.99768568,73674.99800342,73674.99864333,73674.99884284,4.9884284,29.86618,0.0346,2200329.76887,2549.16488,strong_bid,wide,fresh,regular,recovery_present,unverified_side_semantics,,,disabled_unverified_side_semantics,research_ready_without_trade_pressure
210,1780044782646155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,73674.5,10,0.99523522,0.99728634,0.99768545,73674.99761761,73674.99864317,73674.99884272,4.98842723,29.86317,0.0346,2200103.11869,2549.16488,strong_bid,wide,fresh,regular,recovery_present,unverified_side_semantics,,,disabled_unverified_side_semantics,research_ready_without_trade_pressure
211,1780044783146155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,73674.5,10,0.99559065,0.99749287,0.99783332,73674.99779533,73674.99874643,73674.99891666,4.98916662,31.90372,0.0346,2350436.56129,2549.16488,strong_bid,wide,fresh,regular,recovery_present,unverified_side_semantics,,,disabled_unverified_side_semantics,research_ready_without_trade_pressure
212,1780044783646155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,73674.5,10,0.99559065,0.99749287,0.99783332,73674.99779533,73674.99874643,73674.99891666,4.98916662,31.90372,0.0346,2350436.56129,2549.16488,strong_bid,wide,warm,repeat_same_book,recovery_present,unverified_side_semantics,,,disabled_unverified_side_semantics,research_ready_without_trade_pressure
213,1780044784146155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,73674.5,10,0.99501606,0.99737139,0.99776185,73674.99750803,73674.9986857,73674.99888092,4.98880923,30.88374,0.0346,2275289.21823,2549.16488,strong_bid,wide,warm,regular,recovery_present,unverified_side_semantics,,,disabled_unverified_side_semantics,research_ready_without_trade_pressure
214,1780044784646155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,73674.5,10,0.47203401,0.77033336,0.84381191,73674.736017,73674.88516668,73674.92190596,4.21905957,21.60482,1.83013,1591672.83482,134834.97225,strong_bid,wide,warm,regular,recovery_present,unverified_side_semantics,,,disabled_unverified_side_semantics,research_ready_without_trade_pressure
215,1780044785146155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,73674.5,10,0.47203401,0.77033336,0.84381191,73674.736017,73674.88516668,73674.92190596,4.21905957,21.60482,1.83013,1591672.83482,134834.97225,strong_bid,wide,stale,repeat_same_book,recovery_present,unverified_side_semantics,,,disabled_unverified_side_semantics,research_ready_without_trade_pressure
216,1780044785646155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,73674.5,10,0.45836599,0.79095373,0.84333361,73674.72918299,73674.89547687,73674.9216668,4.21666805,15.78618,1.34168,1163005.16853,98848.28388,strong_bid,wide,fresh,slow,recovery_present,unverified_side_semantics,,,disabled_unverified_side_semantics,research_ready_without_trade_pressure
217,1780044786146155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,73674.5,10,0.54917852,0.78401213,0.84851716,73674.77458926,73674.89200607,73674.92425858,4.24258578,16.43646,1.34694,1210913.55749,99235.82102,strong_bid,wide,warm,regular,recovery_present,unverified_side_semantics,,,disabled_unverified_side_semantics,research_ready_without_trade_pressure
218,1780044786646155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,73674.5,10,0.54917852,0.80611234,0.83570375,73674.77458926,73674.90305617,73674.91785188,4.17851876,16.43646,1.47107,1210913.6255,108381.61521,strong_bid,wide,warm,regular,recovery_present,unverified_side_semantics,,,disabled_unverified_side_semantics,research_ready_without_trade_pressure
219,1780044787146155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,73674.5,10,0.54917852,0.80613065,0.84572419,73674.77458926,73674.90306532,73674.9228621,4.22862095,16.43646,1.37385,1210913.6255,101218.54325,strong_bid,wide,fresh,regular,recovery_present,unverified_side_semantics,,,disabled_unverified_side_semantics,research_ready_without_trade_pressure
220,1780044787646155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,73674.5,10,0.64644544,0.83132825,0.87340223,73674.82322272,73674.91566412,73674.93670112,4.36701116,19.93418,1.34708,1468601.83494,99246.13566,strong_bid,wide,fresh,regular,recovery_present,unverified_side_semantics,,,disabled_unverified_side_semantics,research_ready_without_trade_pressure
221,1780044788146155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,73674.5,10,0.70032628,0.83210649,0.86765998,73674.85016314,73674.91605325,73674.93382999,4.33829991,18.9151,1.3403,1393527.57006,98746.61238,strong_bid,wide,fresh,regular,recovery_present,unverified_side_semantics,,,disabled_unverified_side_semantics,research_ready_without_trade_pressure
222,1780044788646155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,73674.5,10,0.64643795,0.77234552,0.80554488,73674.82321898,73674.88617276,73674.90277244,4.0277244,16.53713,1.78103,1218336.40522,131217.93693,strong_bid,wide,fresh,regular,recovery_present,unverified_side_semantics,,,disabled_unverified_side_semantics,research_ready_without_trade_pressure
223,1780044789146155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,73674.5,10,0.45915107,0.69923229,0.69773258,73674.72957553,73674.84961615,73674.84886629,3.48866288,16.12694,2.87127,1188111.81227,211544.35697,strong_bid,wide,fresh,regular,recovery_present,unverified_side_semantics,,,disabled_unverified_side_semantics,research_ready_without_trade_pressure
224,1780044789646155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,73674.5,10,0.45915107,0.69923229,0.69773258,73674.72957553,73674.84961615,73674.84886629,3.48866288,16.12694,2.87127,1188111.81227,211544.35697,strong_bid,wide,warm,repeat_same_book,recovery_present,unverified_side_semantics,,,disabled_unverified_side_semantics,research_ready_without_trade_pressure
225,1780044790146155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,73674.5,10,0.45915107,0.69923229,0.69773258,73674.72957553,73674.84961615,73674.84886629,3.48866288,16.12694,2.87127,1188111.81227,211544.35697,strong_bid,wide,very_stale,repeat_same_book,recovery_present,unverified_side_semantics,,,disabled_unverified_side_semantics,research_ready_without_trade_pressure
226,1780044790646155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,73674.5,10,0.13000119,0.51731055,0.64613404,73674.5650006,73674.75865528,73674.82306702,3.2306702,12.3324,2.65107,908555.5213,195317.98445,strong_bid,wide,fresh,slow,recovery_present,unverified_side_semantics,,,disabled_unverified_side_semantics,research_ready_without_trade_pressure
227,1780044791146155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,73674.5,10,0.18303994,0.39770513,0.55134829,73674.59151997,73674.69885256,73674.77567415,2.75674147,13.13871,3.79973,967960.30269,279946.48293,strong_bid,wide,warm,regular,recovery_present,unverified_side_semantics,,,disabled_unverified_side_semantics,research_ready_without_trade_pressure
228,1780044791646155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,73674.5,10,0.11858877,0.39604625,0.4947239,73674.55929438,73674.69802312,73674.74736195,2.4736195,12.5821,4.25325,926952.61755,313361.38111,strong_bid,wide,warm,regular,recovery_present,unverified_side_semantics,,,disabled_unverified_side_semantics,research_ready_without_trade_pressure
229,1780044792146155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,73674.5,10,0.08048475,0.37993333,0.42892131,73674.54024238,73674.68996666,73674.71446066,2.14460656,10.65921,4.26003,785292.14177,313860.90439,strong_bid,wide,warm,regular,recovery_present,unverified_side_semantics,,,disabled_unverified_side_semantics,research_ready_without_trade_pressure
