coarsening_variant,inventory_bucket,side_class,quote_distance_bucket,fair_or_reservation_edge_bucket,latency_stale_bucket,post_only_safety_bucket,reject_throttle_churn_bucket,rows,fills,fills_needed_for_min_clean_fills,samples_needed_for_min_clean_samples,fill_samples_needed_for_min_coverage,sample_count,fill_sample_count,recommendation
churn_warning_coarsened,large_skew_or_low_score,add_side,touch,edge_non_adverse,stale_latency_high,clamped,churn_normal,1,0,40,2,2,1,0,target clean observed fills in this decision-visible regime
churn_warning_coarsened,large_skew_or_low_score,add_side,touch,edge_non_adverse,stale_latency_join_stale,guarded_depth_fallback,warning_churn_context,2,0,40,1,2,2,0,target clean observed fills in this decision-visible regime
churn_warning_coarsened,large_skew_or_low_score,reduce_side,step_back_gt1,edge_adverse,market_view_usable,post_only_clean,warning_churn_context,3,0,40,2,2,1,0,target clean observed fills in this decision-visible regime
churn_warning_coarsened,large_skew_or_low_score,reduce_side,step_back_gt1,edge_non_adverse,market_view_usable,clamped,churn_normal,3,0,40,1,2,2,0,target clean observed fills in this decision-visible regime
churn_warning_coarsened,large_skew_or_low_score,reduce_side,step_back_gt1,edge_non_adverse,market_view_usable,post_only_clean,churn_normal,62,0,40,0,2,8,0,target clean observed fills in this decision-visible regime
churn_warning_coarsened,large_skew_or_low_score,reduce_side,step_back_gt1,edge_non_adverse,stale_latency_high,clamped,churn_normal,2,0,40,1,2,2,0,target clean observed fills in this decision-visible regime
churn_warning_coarsened,large_skew_or_low_score,reduce_side,step_back_gt1,edge_non_adverse,stale_latency_join_stale,guarded_depth_fallback,churn_normal,39,0,40,0,2,6,0,target clean observed fills in this decision-visible regime
churn_warning_coarsened,large_skew_or_low_score,reduce_side,touch,edge_non_adverse,market_view_usable,clamped,churn_normal,3,0,40,1,2,2,0,target clean observed fills in this decision-visible regime
churn_warning_coarsened,large_skew_or_low_score,reduce_side,touch,edge_non_adverse,market_view_usable,clamped,warning_churn_context,54,0,40,0,2,6,0,target clean observed fills in this decision-visible regime
churn_warning_coarsened,large_skew_or_low_score,reduce_side,touch,edge_non_adverse,stale_latency_high,clamped,churn_normal,19,0,40,0,2,7,0,target clean observed fills in this decision-visible regime
churn_warning_coarsened,large_skew_or_low_score,reduce_side,touch,edge_non_adverse,stale_latency_high,clamped,warning_churn_context,15,0,40,0,2,4,0,target clean observed fills in this decision-visible regime
churn_warning_coarsened,large_skew_or_low_score,reduce_side,touch,edge_non_adverse,stale_latency_join_stale,guarded_depth_fallback,churn_normal,9,0,40,0,2,4,0,target clean observed fills in this decision-visible regime
churn_warning_coarsened,mild_skew,add_side,step_back_gt1,edge_adverse,market_view_usable,guarded_depth_fallback,warning_churn_context,1,0,40,2,2,1,0,target clean observed fills in this decision-visible regime
churn_warning_coarsened,mild_skew,add_side,step_back_gt1,edge_adverse,market_view_usable,post_only_clean,warning_churn_context,2,0,40,1,2,2,0,target clean observed fills in this decision-visible regime
churn_warning_coarsened,mild_skew,add_side,step_back_gt1,edge_adverse,stale_latency_high,post_only_clean,churn_normal,1,0,40,2,2,1,0,target clean observed fills in this decision-visible regime
churn_warning_coarsened,mild_skew,add_side,step_back_gt1,edge_non_adverse,market_view_usable,clamped,churn_normal,1,0,40,2,2,1,0,target clean observed fills in this decision-visible regime
churn_warning_coarsened,mild_skew,add_side,step_back_gt1,edge_non_adverse,market_view_usable,post_only_clean,churn_normal,10,0,40,0,2,3,0,target clean observed fills in this decision-visible regime
churn_warning_coarsened,mild_skew,add_side,step_back_gt1,edge_non_adverse,stale_latency_high,clamped,churn_normal,1,0,40,2,2,1,0,target clean observed fills in this decision-visible regime
churn_warning_coarsened,mild_skew,add_side,step_back_gt1,edge_non_adverse,stale_latency_high,clamped,warning_churn_context,6,0,40,0,2,4,0,target clean observed fills in this decision-visible regime
churn_warning_coarsened,mild_skew,add_side,step_back_gt1,edge_non_adverse,stale_latency_high,guarded_depth_fallback,churn_normal,74,0,40,0,2,5,0,target clean observed fills in this decision-visible regime
churn_warning_coarsened,mild_skew,add_side,step_back_gt1,edge_non_adverse,stale_latency_join_stale,guarded_depth_fallback,churn_normal,18,0,40,0,2,3,0,target clean observed fills in this decision-visible regime
churn_warning_coarsened,mild_skew,add_side,step_back_gt1,edge_non_adverse,stale_latency_join_stale,guarded_depth_fallback,warning_churn_context,85,0,40,0,2,8,0,target clean observed fills in this decision-visible regime
churn_warning_coarsened,mild_skew,add_side,touch,edge_non_adverse,stale_latency_high,clamped,churn_normal,1,0,40,2,2,1,0,target clean observed fills in this decision-visible regime
churn_warning_coarsened,mild_skew,add_side,touch,edge_non_adverse,stale_latency_high,clamped,warning_churn_context,4,0,40,1,2,2,0,target clean observed fills in this decision-visible regime
churn_warning_coarsened,mild_skew,reduce_side,step_back_gt1,edge_adverse,market_view_usable,post_only_clean,warning_churn_context,2,0,40,2,2,1,0,target clean observed fills in this decision-visible regime
churn_warning_coarsened,mild_skew,reduce_side,step_back_gt1,edge_non_adverse,market_view_usable,clamped,warning_churn_context,32,0,40,0,2,4,0,target clean observed fills in this decision-visible regime
churn_warning_coarsened,mild_skew,reduce_side,step_back_gt1,edge_non_adverse,market_view_usable,guarded_depth_fallback,churn_normal,1,0,40,2,2,1,0,target clean observed fills in this decision-visible regime
churn_warning_coarsened,mild_skew,reduce_side,step_back_gt1,edge_non_adverse,stale_latency_high,clamped,churn_normal,3,0,40,0,2,3,0,target clean observed fills in this decision-visible regime
churn_warning_coarsened,mild_skew,reduce_side,step_back_gt1,edge_non_adverse,stale_latency_high,clamped,warning_churn_context,4,0,40,1,2,2,0,target clean observed fills in this decision-visible regime
churn_warning_coarsened,mild_skew,reduce_side,step_back_gt1,edge_non_adverse,stale_latency_join_stale,guarded_depth_fallback,churn_normal,17,0,40,0,2,7,0,target clean observed fills in this decision-visible regime
churn_warning_coarsened,mild_skew,reduce_side,touch,edge_non_adverse,market_view_usable,clamped,warning_churn_context,21,0,40,0,2,5,0,target clean observed fills in this decision-visible regime
churn_warning_coarsened,mild_skew,reduce_side,touch,edge_non_adverse,market_view_usable,post_only_clean,churn_normal,5,0,40,1,2,2,0,target clean observed fills in this decision-visible regime
churn_warning_coarsened,mild_skew,reduce_side,touch,edge_non_adverse,stale_latency_high,clamped,churn_normal,1,0,40,2,2,1,0,target clean observed fills in this decision-visible regime
churn_warning_coarsened,mild_skew,reduce_side,touch,edge_non_adverse,stale_latency_high,clamped,warning_churn_context,6,0,40,0,2,3,0,target clean observed fills in this decision-visible regime
churn_warning_coarsened,mild_skew,reduce_side,touch,edge_non_adverse,stale_latency_join_stale,guarded_depth_fallback,churn_normal,3,0,40,1,2,2,0,target clean observed fills in this decision-visible regime
