event_index,event_kind,event_time_ms,current_bid_px,current_ask_px,candidate_status,candidate_reason,candidate_bounded,candidate_half_spread_ticks,fixed_half_spread_ticks,authoritative_half_spread_ticks,dynamic_overlay_changed,fixed_bid_px,fixed_ask_px,dynamic_bid_px,dynamic_ask_px,final_quote_behavior_changed,strict_gate_status,strict_gate_allowed,strict_gate_reason,order_endpoint_called,inference_scope
415,trade,1784713758050,65870.0,65871.0,fallback_fixed,missing_latest_market_estimator,True,0.5,0.5,0.5,False,65870.0,65871.0,65870.0,65871.0,False,fail_closed,False,"strict_seeded_dynamic_gate_failed:candidate_status_pass,fallback_to_fixed_false,dynamic_overlay_changed,final_quote_behavior_changed",False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
416,book,1784713758390,65870.0,65871.0,pass,,True,1.00364424,0.5,1.00364424,True,65870.0,65871.0,65869.0,65872.0,True,pass,True,,False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
417,book,1784713758911,65870.0,65871.0,pass,,True,1.00330577,0.5,1.00330577,True,65870.0,65871.0,65869.0,65872.0,True,pass,True,,False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
418,trade,1784713758993,65870.0,65871.0,pass,,True,0.95584814,0.5,0.95584814,True,65870.0,65871.0,65869.0,65872.0,True,pass,True,,False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
419,book,1784713759463,65870.0,65871.0,fallback_fixed,missing_latest_market_estimator,True,0.5,0.5,0.5,False,65870.0,65871.0,65870.0,65871.0,False,fail_closed,False,"strict_seeded_dynamic_gate_failed:candidate_status_pass,fallback_to_fixed_false,dynamic_overlay_changed,final_quote_behavior_changed",False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
420,book,1784713760002,65870.0,65871.0,fallback_fixed,missing_latest_market_estimator,True,0.5,0.5,0.5,False,65870.0,65871.0,65870.0,65871.0,False,fail_closed,False,"strict_seeded_dynamic_gate_failed:candidate_status_pass,fallback_to_fixed_false,dynamic_overlay_changed,final_quote_behavior_changed",False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
421,trade,1784713760002,65870.0,65871.0,pass,,True,1.00331676,0.5,1.00331676,True,65870.0,65871.0,65869.0,65872.0,True,pass,True,,False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
422,book,1784713760524,65870.0,65871.0,pass,,True,1.00325124,0.5,1.00325124,True,65870.0,65871.0,65869.0,65872.0,True,pass,True,,False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
423,trade,1784713761008,65870.0,65871.0,fallback_fixed,missing_latest_market_estimator,True,0.5,0.5,0.5,False,65870.0,65871.0,65870.0,65871.0,False,fail_closed,False,"strict_seeded_dynamic_gate_failed:candidate_status_pass,fallback_to_fixed_false,dynamic_overlay_changed,final_quote_behavior_changed",False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
424,book,1784713761076,65870.0,65871.0,pass,,True,1.00335187,0.5,1.00335187,True,65870.0,65871.0,65869.0,65872.0,True,pass,True,,False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
425,trade,1784713761484,65870.0,65871.0,pass,,True,1.00335187,0.5,1.00335187,True,65870.0,65871.0,65869.0,65872.0,True,pass,True,,False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
426,trade,1784713761484,65870.0,65871.0,pass,,True,1.00335187,0.5,1.00335187,True,65870.0,65871.0,65869.0,65872.0,True,pass,True,,False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
427,book,1784713761617,65870.0,65871.0,pass,,True,1.00335187,0.5,1.00335187,True,65870.0,65871.0,65869.0,65872.0,True,pass,True,,False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
428,book,1784713762140,65870.0,65871.0,fallback_fixed,missing_latest_market_estimator,True,0.5,0.5,0.5,False,65870.0,65871.0,65870.0,65871.0,False,fail_closed,False,"strict_seeded_dynamic_gate_failed:candidate_status_pass,fallback_to_fixed_false,dynamic_overlay_changed,final_quote_behavior_changed",False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
429,trade,1784713762220,65870.0,65871.0,pass,,True,1.00344423,0.5,1.00344423,True,65870.0,65871.0,65869.0,65872.0,True,pass,True,,False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
430,book,1784713762692,65870.0,65871.0,pass,,True,1.00447825,0.5,1.00447825,True,65870.0,65871.0,65869.0,65872.0,True,pass,True,,False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
431,book,1784713763227,65870.0,65871.0,fallback_fixed,missing_latest_market_estimator,True,0.5,0.5,0.5,False,65870.0,65871.0,65870.0,65871.0,False,fail_closed,False,"strict_seeded_dynamic_gate_failed:candidate_status_pass,fallback_to_fixed_false,dynamic_overlay_changed,final_quote_behavior_changed",False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
432,book,1784713763761,65870.0,65871.0,fallback_fixed,missing_latest_market_estimator,True,0.5,0.5,0.5,False,65870.0,65871.0,65870.0,65871.0,False,fail_closed,False,"strict_seeded_dynamic_gate_failed:candidate_status_pass,fallback_to_fixed_false,dynamic_overlay_changed,final_quote_behavior_changed",False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
433,trade,1784713764036,65870.0,65871.0,fallback_fixed,missing_latest_market_estimator,True,0.5,0.5,0.5,False,65870.0,65871.0,65870.0,65871.0,False,fail_closed,False,"strict_seeded_dynamic_gate_failed:candidate_status_pass,fallback_to_fixed_false,dynamic_overlay_changed,final_quote_behavior_changed",False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
434,trade,1784713764036,65870.0,65871.0,fallback_fixed,missing_latest_market_estimator,True,0.5,0.5,0.5,False,65870.0,65871.0,65870.0,65871.0,False,fail_closed,False,"strict_seeded_dynamic_gate_failed:candidate_status_pass,fallback_to_fixed_false,dynamic_overlay_changed,final_quote_behavior_changed",False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
435,book,1784713764306,65870.0,65871.0,pass,,True,1.00460689,0.5,1.00460689,True,65870.0,65871.0,65869.0,65872.0,True,pass,True,,False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
436,book,1784713764851,65870.0,65871.0,pass,,True,1.00430392,0.5,1.00430392,True,65870.0,65871.0,65869.0,65872.0,True,pass,True,,False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
437,trade,1784713765254,65870.0,65871.0,fallback_fixed,missing_latest_market_estimator,True,0.5,0.5,0.5,False,65870.0,65871.0,65870.0,65871.0,False,fail_closed,False,"strict_seeded_dynamic_gate_failed:candidate_status_pass,fallback_to_fixed_false,dynamic_overlay_changed,final_quote_behavior_changed",False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
438,book,1784713765377,65870.0,65871.0,pass,,True,1.00451974,0.5,1.00451974,True,65870.0,65871.0,65869.0,65872.0,True,pass,True,,False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
439,book,1784713765925,65870.0,65871.0,pass,,True,1.00459198,0.5,1.00459198,True,65870.0,65871.0,65869.0,65872.0,True,pass,True,,False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
440,book,1784713766461,65870.0,65871.0,fallback_fixed,missing_latest_market_estimator,True,0.5,0.5,0.5,False,65870.0,65871.0,65870.0,65871.0,False,fail_closed,False,"strict_seeded_dynamic_gate_failed:candidate_status_pass,fallback_to_fixed_false,dynamic_overlay_changed,final_quote_behavior_changed",False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
441,book,1784713766988,65870.0,65871.0,fallback_fixed,missing_latest_market_estimator,True,0.5,0.5,0.5,False,65870.0,65871.0,65870.0,65871.0,False,fail_closed,False,"strict_seeded_dynamic_gate_failed:candidate_status_pass,fallback_to_fixed_false,dynamic_overlay_changed,final_quote_behavior_changed",False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
442,trade,1784713767064,65870.0,65871.0,fallback_fixed,missing_latest_market_estimator,True,0.5,0.5,0.5,False,65870.0,65871.0,65870.0,65871.0,False,fail_closed,False,"strict_seeded_dynamic_gate_failed:candidate_status_pass,fallback_to_fixed_false,dynamic_overlay_changed,final_quote_behavior_changed",False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
443,trade,1784713767132,65870.0,65871.0,fallback_fixed,missing_latest_market_estimator,True,0.5,0.5,0.5,False,65870.0,65871.0,65870.0,65871.0,False,fail_closed,False,"strict_seeded_dynamic_gate_failed:candidate_status_pass,fallback_to_fixed_false,dynamic_overlay_changed,final_quote_behavior_changed",False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
444,book,1784713767543,65870.0,65871.0,pass,,True,0.91821948,0.5,0.91821948,True,65870.0,65871.0,65869.0,65872.0,True,pass,True,,False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
445,trade,1784713768006,65870.0,65871.0,fallback_fixed,missing_latest_market_estimator,True,0.5,0.5,0.5,False,65870.0,65871.0,65870.0,65871.0,False,fail_closed,False,"strict_seeded_dynamic_gate_failed:candidate_status_pass,fallback_to_fixed_false,dynamic_overlay_changed,final_quote_behavior_changed",False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
446,book,1784713768088,65870.0,65871.0,pass,,True,1.00459751,0.5,1.00459751,True,65870.0,65871.0,65869.0,65872.0,True,pass,True,,False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
447,trade,1784713768288,65870.0,65871.0,pass,,True,1.00459751,0.5,1.00459751,True,65870.0,65871.0,65869.0,65872.0,True,pass,True,,False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
448,book,1784713768613,65870.0,65871.0,pass,,True,1.00404321,0.5,1.00404321,True,65870.0,65871.0,65869.0,65872.0,True,pass,True,,False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
449,trade,1784713768613,65870.0,65871.0,pass,,True,0.91926117,0.5,0.91926117,True,65870.0,65871.0,65869.0,65872.0,True,pass,True,,False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
450,trade,1784713768818,65870.0,65871.0,pass,,True,0.91998524,0.5,0.91998524,True,65870.0,65871.0,65869.0,65872.0,True,pass,True,,False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
451,trade,1784713769018,65870.0,65871.0,fallback_fixed,missing_latest_market_estimator,True,0.5,0.5,0.5,False,65870.0,65871.0,65870.0,65871.0,False,fail_closed,False,"strict_seeded_dynamic_gate_failed:candidate_status_pass,fallback_to_fixed_false,dynamic_overlay_changed,final_quote_behavior_changed",False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
452,book,1784713769155,65870.0,65871.0,pass,,True,1.00491212,0.5,1.00491212,True,65870.0,65871.0,65869.0,65872.0,True,pass,True,,False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
453,book,1784713769696,65870.0,65871.0,pass,,True,1.00464775,0.5,1.00464775,True,65870.0,65871.0,65869.0,65872.0,True,pass,True,,False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
454,trade,1784713770099,65870.0,65871.0,fallback_fixed,missing_latest_market_estimator,True,0.5,0.5,0.5,False,65870.0,65871.0,65870.0,65871.0,False,fail_closed,False,"strict_seeded_dynamic_gate_failed:candidate_status_pass,fallback_to_fixed_false,dynamic_overlay_changed,final_quote_behavior_changed",False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
455,book,1784713770231,65870.0,65871.0,pass,,True,1.00415114,0.5,1.00415114,True,65870.0,65871.0,65869.0,65872.0,True,pass,True,,False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
456,book,1784713770761,65870.0,65871.0,pass,,True,1.00372386,0.5,1.00372386,True,65870.0,65871.0,65869.0,65872.0,True,pass,True,,False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
457,trade,1784713771038,65870.0,65871.0,fallback_fixed,missing_latest_market_estimator,True,0.5,0.5,0.5,False,65870.0,65871.0,65870.0,65871.0,False,fail_closed,False,"strict_seeded_dynamic_gate_failed:candidate_status_pass,fallback_to_fixed_false,dynamic_overlay_changed,final_quote_behavior_changed",False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
458,trade,1784713771239,65870.0,65871.0,fallback_fixed,missing_latest_market_estimator,True,0.5,0.5,0.5,False,65870.0,65871.0,65870.0,65871.0,False,fail_closed,False,"strict_seeded_dynamic_gate_failed:candidate_status_pass,fallback_to_fixed_false,dynamic_overlay_changed,final_quote_behavior_changed",False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
459,book,1784713771306,65870.0,65871.0,pass,,True,0.77384804,0.5,0.77384804,True,65870.0,65871.0,65869.0,65872.0,True,pass,True,,False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
460,trade,1784713771306,65870.0,65871.0,pass,,True,0.97316573,0.5,0.97316573,True,65870.0,65871.0,65869.0,65872.0,True,pass,True,,False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
461,trade,1784713771508,65870.0,65871.0,pass,,True,0.9733562,0.5,0.9733562,True,65870.0,65871.0,65869.0,65872.0,True,pass,True,,False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
462,book,1784713771843,65870.0,65871.0,pass,,True,0.97300912,0.5,0.97300912,True,65870.0,65871.0,65869.0,65872.0,True,pass,True,,False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
463,trade,1784713771911,65870.0,65871.0,pass,,True,0.9452866,0.5,0.9452866,True,65870.0,65871.0,65869.0,65872.0,True,pass,True,,False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
464,book,1784713772369,65870.0,65871.0,fallback_fixed,missing_latest_market_estimator,True,0.5,0.5,0.5,False,65870.0,65871.0,65870.0,65871.0,False,fail_closed,False,"strict_seeded_dynamic_gate_failed:candidate_status_pass,fallback_to_fixed_false,dynamic_overlay_changed,final_quote_behavior_changed",False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
465,book,1784713772921,65870.0,65871.0,fallback_fixed,missing_latest_market_estimator,True,0.5,0.5,0.5,False,65870.0,65871.0,65870.0,65871.0,False,fail_closed,False,"strict_seeded_dynamic_gate_failed:candidate_status_pass,fallback_to_fixed_false,dynamic_overlay_changed,final_quote_behavior_changed",False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
466,trade,1784713773173,65870.0,65871.0,fallback_fixed,missing_latest_market_estimator,True,0.5,0.5,0.5,False,65870.0,65871.0,65870.0,65871.0,False,fail_closed,False,"strict_seeded_dynamic_gate_failed:candidate_status_pass,fallback_to_fixed_false,dynamic_overlay_changed,final_quote_behavior_changed",False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
467,trade,1784713773173,65870.0,65871.0,fallback_fixed,missing_latest_market_estimator,True,0.5,0.5,0.5,False,65870.0,65871.0,65870.0,65871.0,False,fail_closed,False,"strict_seeded_dynamic_gate_failed:candidate_status_pass,fallback_to_fixed_false,dynamic_overlay_changed,final_quote_behavior_changed",False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
468,trade,1784713773173,65870.0,65871.0,fallback_fixed,missing_latest_market_estimator,True,0.5,0.5,0.5,False,65870.0,65871.0,65870.0,65871.0,False,fail_closed,False,"strict_seeded_dynamic_gate_failed:candidate_status_pass,fallback_to_fixed_false,dynamic_overlay_changed,final_quote_behavior_changed",False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
469,trade,1784713773173,65870.0,65871.0,fallback_fixed,missing_latest_market_estimator,True,0.5,0.5,0.5,False,65870.0,65871.0,65870.0,65871.0,False,fail_closed,False,"strict_seeded_dynamic_gate_failed:candidate_status_pass,fallback_to_fixed_false,dynamic_overlay_changed,final_quote_behavior_changed",False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
470,trade,1784713773173,65870.0,65871.0,fallback_fixed,missing_latest_market_estimator,True,0.5,0.5,0.5,False,65870.0,65871.0,65870.0,65871.0,False,fail_closed,False,"strict_seeded_dynamic_gate_failed:candidate_status_pass,fallback_to_fixed_false,dynamic_overlay_changed,final_quote_behavior_changed",False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
471,book,1784713773427,65870.0,65871.0,pass,,True,1.00418638,0.5,1.00418638,True,65870.0,65871.0,65869.0,65872.0,True,pass,True,,False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
472,trade,1784713773525,65870.0,65871.0,pass,,True,1.00418638,0.5,1.00418638,True,65870.0,65871.0,65869.0,65872.0,True,pass,True,,False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
473,trade,1784713773862,65870.0,65871.0,pass,,True,1.00418638,0.5,1.00418638,True,65870.0,65871.0,65869.0,65872.0,True,pass,True,,False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
474,book,1784713773929,65870.0,65871.0,pass,,True,1.0041258,0.5,1.0041258,True,65870.0,65871.0,65869.0,65872.0,True,pass,True,,False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
475,trade,1784713773929,65870.0,65871.0,pass,,True,1.0041258,0.5,1.0041258,True,65870.0,65871.0,65869.0,65872.0,True,pass,True,,False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
476,trade,1784713773929,65870.0,65871.0,pass,,True,1.0041258,0.5,1.0041258,True,65870.0,65871.0,65869.0,65872.0,True,pass,True,,False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
477,book,1784713774467,65870.0,65871.0,fallback_fixed,missing_latest_market_estimator,True,0.5,0.5,0.5,False,65870.0,65871.0,65870.0,65871.0,False,fail_closed,False,"strict_seeded_dynamic_gate_failed:candidate_status_pass,fallback_to_fixed_false,dynamic_overlay_changed,final_quote_behavior_changed",False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
478,trade,1784713774669,65870.0,65871.0,pass,,True,1.00409917,0.5,1.00409917,True,65870.0,65871.0,65869.0,65872.0,True,pass,True,,False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
479,book,1784713775003,65870.0,65871.0,fallback_fixed,missing_latest_market_estimator,True,0.5,0.5,0.5,False,65870.0,65871.0,65870.0,65871.0,False,fail_closed,False,"strict_seeded_dynamic_gate_failed:candidate_status_pass,fallback_to_fixed_false,dynamic_overlay_changed,final_quote_behavior_changed",False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
480,book,1784713775547,65870.0,65871.0,fallback_fixed,missing_latest_market_estimator,True,0.5,0.5,0.5,False,65870.0,65871.0,65870.0,65871.0,False,fail_closed,False,"strict_seeded_dynamic_gate_failed:candidate_status_pass,fallback_to_fixed_false,dynamic_overlay_changed,final_quote_behavior_changed",False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
481,trade,1784713776013,65870.0,65871.0,fallback_fixed,missing_latest_market_estimator,True,0.5,0.5,0.5,False,65870.0,65871.0,65870.0,65871.0,False,fail_closed,False,"strict_seeded_dynamic_gate_failed:candidate_status_pass,fallback_to_fixed_false,dynamic_overlay_changed,final_quote_behavior_changed",False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
482,book,1784713776079,65870.0,65871.0,pass,,True,1.00399912,0.5,1.00399912,True,65870.0,65871.0,65869.0,65872.0,True,pass,True,,False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
483,book,1784713776600,65871.0,65872.0,pass,,True,1.03808018,0.5,1.03808018,True,65871.0,65872.0,65870.0,65873.0,True,pass,True,,False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
484,trade,1784713776600,65871.0,65872.0,pass,,True,1.03808018,0.5,1.03808018,True,65871.0,65872.0,65870.0,65873.0,True,pass,True,,False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
485,trade,1784713776600,65871.0,65872.0,pass,,True,1.03808018,0.5,1.03808018,True,65871.0,65872.0,65870.0,65873.0,True,pass,True,,False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
486,trade,1784713777085,65871.0,65872.0,fallback_fixed,missing_latest_market_estimator,True,0.5,0.5,0.5,False,65871.0,65872.0,65871.0,65872.0,False,fail_closed,False,"strict_seeded_dynamic_gate_failed:candidate_status_pass,fallback_to_fixed_false,dynamic_overlay_changed,final_quote_behavior_changed",False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
487,book,1784713777151,65871.0,65872.0,pass,,True,1.0381794,0.5,1.0381794,True,65871.0,65872.0,65870.0,65873.0,True,pass,True,,False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
488,trade,1784713777487,65871.0,65872.0,pass,,True,0.99088999,0.5,0.99088999,True,65871.0,65872.0,65870.0,65873.0,True,pass,True,,False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
489,book,1784713777686,65871.0,65872.0,pass,,True,0.98490542,0.5,0.98490542,True,65871.0,65872.0,65870.0,65873.0,True,pass,True,,False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
490,trade,1784713777888,65871.0,65872.0,pass,,True,0.93142913,0.5,0.93142913,True,65871.0,65872.0,65870.0,65873.0,True,pass,True,,False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
491,book,1784713778215,65871.0,65872.0,fallback_fixed,missing_latest_market_estimator,True,0.5,0.5,0.5,False,65871.0,65872.0,65871.0,65872.0,False,fail_closed,False,"strict_seeded_dynamic_gate_failed:candidate_status_pass,fallback_to_fixed_false,dynamic_overlay_changed,final_quote_behavior_changed",False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
492,book,1784713778759,65871.0,65872.0,fallback_fixed,missing_latest_market_estimator,True,0.5,0.5,0.5,False,65871.0,65872.0,65871.0,65872.0,False,fail_closed,False,"strict_seeded_dynamic_gate_failed:candidate_status_pass,fallback_to_fixed_false,dynamic_overlay_changed,final_quote_behavior_changed",False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
493,trade,1784713779027,65871.0,65872.0,fallback_fixed,missing_latest_market_estimator,True,0.5,0.5,0.5,False,65871.0,65872.0,65871.0,65872.0,False,fail_closed,False,"strict_seeded_dynamic_gate_failed:candidate_status_pass,fallback_to_fixed_false,dynamic_overlay_changed,final_quote_behavior_changed",False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
494,book,1784713779297,65871.0,65872.0,pass,,True,1.02442688,0.5,1.02442688,True,65871.0,65872.0,65870.0,65873.0,True,pass,True,,False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
495,trade,1784713779696,65871.0,65872.0,pass,,True,1.02442688,0.5,1.02442688,True,65871.0,65872.0,65870.0,65873.0,True,pass,True,,False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
496,book,1784713779834,65871.0,65872.0,pass,,True,1.04665678,0.5,1.04665678,True,65871.0,65872.0,65870.0,65873.0,True,pass,True,,False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
497,trade,1784713780033,65871.0,65872.0,fallback_fixed,missing_latest_market_estimator,True,0.5,0.5,0.5,False,65871.0,65872.0,65871.0,65872.0,False,fail_closed,False,"strict_seeded_dynamic_gate_failed:candidate_status_pass,fallback_to_fixed_false,dynamic_overlay_changed,final_quote_behavior_changed",False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
498,trade,1784713780033,65871.0,65872.0,fallback_fixed,missing_latest_market_estimator,True,0.5,0.5,0.5,False,65871.0,65872.0,65871.0,65872.0,False,fail_closed,False,"strict_seeded_dynamic_gate_failed:candidate_status_pass,fallback_to_fixed_false,dynamic_overlay_changed,final_quote_behavior_changed",False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
499,trade,1784713780033,65871.0,65872.0,fallback_fixed,missing_latest_market_estimator,True,0.5,0.5,0.5,False,65871.0,65872.0,65871.0,65872.0,False,fail_closed,False,"strict_seeded_dynamic_gate_failed:candidate_status_pass,fallback_to_fixed_false,dynamic_overlay_changed,final_quote_behavior_changed",False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
500,trade,1784713780033,65871.0,65872.0,fallback_fixed,missing_latest_market_estimator,True,0.5,0.5,0.5,False,65871.0,65872.0,65871.0,65872.0,False,fail_closed,False,"strict_seeded_dynamic_gate_failed:candidate_status_pass,fallback_to_fixed_false,dynamic_overlay_changed,final_quote_behavior_changed",False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
501,trade,1784713780033,65871.0,65872.0,fallback_fixed,missing_latest_market_estimator,True,0.5,0.5,0.5,False,65871.0,65872.0,65871.0,65872.0,False,fail_closed,False,"strict_seeded_dynamic_gate_failed:candidate_status_pass,fallback_to_fixed_false,dynamic_overlay_changed,final_quote_behavior_changed",False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
502,trade,1784713780033,65871.0,65872.0,fallback_fixed,missing_latest_market_estimator,True,0.5,0.5,0.5,False,65871.0,65872.0,65871.0,65872.0,False,fail_closed,False,"strict_seeded_dynamic_gate_failed:candidate_status_pass,fallback_to_fixed_false,dynamic_overlay_changed,final_quote_behavior_changed",False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
503,book,1784713780395,65874.0,65875.0,pass,,True,1.06999298,0.5,1.06999298,True,65874.0,65875.0,65873.0,65876.0,True,pass,True,,False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
504,trade,1784713780793,65874.0,65875.0,pass,,True,1.04687682,0.5,1.04687682,True,65874.0,65875.0,65873.0,65876.0,True,pass,True,,False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
505,book,1784713780911,65874.0,65875.0,pass,,True,0.98064547,0.5,0.98064547,True,65874.0,65875.0,65873.0,65876.0,True,pass,True,,False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
506,book,1784713781456,65874.0,65875.0,fallback_fixed,missing_latest_market_estimator,True,0.5,0.5,0.5,False,65874.0,65875.0,65874.0,65875.0,False,fail_closed,False,"strict_seeded_dynamic_gate_failed:candidate_status_pass,fallback_to_fixed_false,dynamic_overlay_changed,final_quote_behavior_changed",False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
507,book,1784713782002,65874.0,65875.0,fallback_fixed,missing_latest_market_estimator,True,0.5,0.5,0.5,False,65874.0,65875.0,65874.0,65875.0,False,fail_closed,False,"strict_seeded_dynamic_gate_failed:candidate_status_pass,fallback_to_fixed_false,dynamic_overlay_changed,final_quote_behavior_changed",False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
508,book,1784713782543,65874.0,65875.0,fallback_fixed,missing_latest_market_estimator,True,0.5,0.5,0.5,False,65874.0,65875.0,65874.0,65875.0,False,fail_closed,False,"strict_seeded_dynamic_gate_failed:candidate_status_pass,fallback_to_fixed_false,dynamic_overlay_changed,final_quote_behavior_changed",False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
509,trade,1784713782743,65874.0,65875.0,pass,,True,1.00356333,0.5,1.00356333,True,65874.0,65875.0,65873.0,65876.0,True,pass,True,,False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
510,trade,1784713782944,65874.0,65875.0,pass,,True,1.00356333,0.5,1.00356333,True,65874.0,65875.0,65873.0,65876.0,True,pass,True,,False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
511,trade,1784713782944,65874.0,65875.0,pass,,True,1.00356333,0.5,1.00356333,True,65874.0,65875.0,65873.0,65876.0,True,pass,True,,False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
512,trade,1784713782944,65874.0,65875.0,pass,,True,1.00356333,0.5,1.00356333,True,65874.0,65875.0,65873.0,65876.0,True,pass,True,,False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
513,trade,1784713782944,65874.0,65875.0,pass,,True,1.00356333,0.5,1.00356333,True,65874.0,65875.0,65873.0,65876.0,True,pass,True,,False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
514,trade,1784713782944,65874.0,65875.0,pass,,True,1.00356333,0.5,1.00356333,True,65874.0,65875.0,65873.0,65876.0,True,pass,True,,False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
