event_sequence,source_channel,source_event_exchange_time_ms,source_local_receive_ts_ns,candidate_age_seconds_at_eval,side,quote_px,bid,ask,spread_ticks,order_size_btc,same_side_top_qty_btc,same_side_top_order_count,top_depth_multiple_of_order,rolling_trade_count_last_3s,touch_trade_qty_btc,strict_trade_through_qty_btc,at_or_through_trade_qty_btc,required_depletion_qty_btc,queue_depletion_multiple,public_depletion_status,quality_bucket,dynamic_size_btc,allowed,skip_reason,freshness_source,touch_stability_ms,last_touch_change_ms,top_reset_status,top_reset_reason,fresh_touch_evidence_status,inference_scope,shadow_action,shadow_reason,fair_mid_source_status,fair_mid_source_reason,edge_gate_status,edge_gate_reason,fair_mid_px,edge_ticks,binance_source_age_ms,order_endpoint_called,private_endpoint_called,credential_read
632,l2Book,1782197366683,1782197367020830647,0.337898,buy,62909,62909,62910,1,0.005,8.6583,36,1731.66,33,0.37923,0,0.37923,8.6633,0.04377431232902011935405676821,touched_quote_without_depletion,,0.005,False,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,synthetic_current_event_only,,,missing,insufficient_real_bbo_history,block,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
633,trades,1782197367238,1782197367514462086,0.2765,buy,62909,62909,62910,1,0.005,8.6583,36,1731.66,31,0.37923,0,0.37923,8.6633,0.04377431232902011935405676821,touched_quote_without_depletion,,0.005,False,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,synthetic_current_event_only,,,missing,insufficient_real_bbo_history,block,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
634,trades,1782197367838,1782197368091639575,0.253684,buy,62909,62909,62910,1,0.005,8.6583,36,1731.66,9,0.03872,0,0.03872,8.6633,0.004469428508766867129154017522,touched_quote_without_depletion,,0.005,False,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,synthetic_current_event_only,,,missing,insufficient_real_bbo_history,block,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
635,trades,1782197368508,1782197368748078971,0.240105,buy,62909,62909,62910,1,0.005,8.6583,36,1731.66,5,0.0151,0,0.0151,8.6633,0.001742984774854847459974836379,touched_quote_without_depletion,,0.00377,False,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,synthetic_current_event_only,,,missing,insufficient_real_bbo_history,block,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
636,l2Book,1782197372113,1782197372474009358,0.361093,buy,62909,62909,62910,1,0.005,5.93163,36,1186.326,0,0,0,0,5.93663,0,not_depleted,,0.0,False,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence;missing_recent_same_side_at_or_through_throughput,synthetic_current_event_only,,,missing,insufficient_real_bbo_history,block,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence;missing_recent_same_side_at_or_through_throughput,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
637,trades,1782197377122,1782197377371031395,0.249107,buy,62909,62909,62910,1,0.005,5.93163,36,1186.326,1,0.001,0,0.001,5.93663,0.0001684457343644458219562276915,touched_quote_without_depletion,,0.00025,False,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,synthetic_current_event_only,,,missing,insufficient_real_bbo_history,block,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
638,trades,1782197377258,1782197377493587112,0.23561,buy,62909,62909,62910,1,0.005,5.93163,36,1186.326,3,0.001,0,0.001,5.93663,0.0001684457343644458219562276915,touched_quote_without_depletion,,0.00025,False,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,synthetic_current_event_only,,,missing,insufficient_real_bbo_history,block,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
639,l2Book,1782197377455,1782197377760940115,0.305975,buy,62909,62909,62910,1,0.005,2.08158,27,416.316,3,0.001,0,0.001,2.08658,0.000479253131919217092083696767,touched_quote_without_depletion,,0.00025,False,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,synthetic_current_event_only,,,missing,insufficient_real_bbo_history,block,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
640,trades,1782197378945,1782197379179492249,0.234573,buy,62909,62909,62910,1,0.005,2.08158,27,416.316,9,0.20689,0.00334,0.21023,2.08658,0.1007533859233770092687555713,strict_trade_through_seen_but_visible_top_not_depleted,,0.005,False,missing_touch_freshness_or_queue_reset_evidence,synthetic_current_event_only,,,missing,insufficient_real_bbo_history,block,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_touch_freshness_or_queue_reset_evidence,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
641,trades,1782197379026,1782197379586033180,0.560066,buy,62909,62909,62910,1,0.005,2.08158,27,416.316,11,0.20689,0.00368,0.21057,2.08658,0.1009163319882295430800640282,strict_trade_through_seen_but_visible_top_not_depleted,,0.005,False,missing_touch_freshness_or_queue_reset_evidence,synthetic_current_event_only,,,missing,insufficient_real_bbo_history,block,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_touch_freshness_or_queue_reset_evidence,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
642,trades,1782197379085,1782197379709982458,0.625009,buy,62909,62909,62910,1,0.005,2.08158,27,416.316,15,0.20689,0.00435,0.21124,2.08658,0.1012374315866154185317601051,strict_trade_through_seen_but_visible_top_not_depleted,,0.005,False,missing_touch_freshness_or_queue_reset_evidence,synthetic_current_event_only,,,missing,insufficient_real_bbo_history,block,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_touch_freshness_or_queue_reset_evidence,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
643,trades,1782197379216,1782197379789579072,0.5736,buy,62909,62909,62910,1,0.005,2.08158,27,416.316,16,0.20689,0.00485,0.21174,2.08658,0.1014770581525750270778019534,strict_trade_through_seen_but_visible_top_not_depleted,,0.005,False,missing_touch_freshness_or_queue_reset_evidence,synthetic_current_event_only,,,missing,insufficient_real_bbo_history,block,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_touch_freshness_or_queue_reset_evidence,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
644,trades,1782197379288,1782197379828966475,0.54099,buy,62909,62909,62910,1,0.005,2.08158,27,416.316,18,0.20689,0.01381,0.2207,2.08658,0.1057711662145712122228718765,strict_trade_through_seen_but_visible_top_not_depleted,,0.005,False,missing_touch_freshness_or_queue_reset_evidence,synthetic_current_event_only,,,missing,insufficient_real_bbo_history,block,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_touch_freshness_or_queue_reset_evidence,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
645,trades,1782197380023,1782197380315605760,0.292642,buy,62909,62909,62910,1,0.005,2.08158,27,416.316,20,0.20689,0.0274,0.23429,2.08658,0.1122842162773533725042893155,strict_trade_through_seen_but_visible_top_not_depleted,,0.005,False,missing_touch_freshness_or_queue_reset_evidence,synthetic_current_event_only,,,missing,insufficient_real_bbo_history,block,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_touch_freshness_or_queue_reset_evidence,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
646,trades,1782197380096,1782197380328947794,0.232987,buy,62909,62909,62910,1,0.005,2.08158,27,416.316,29,0.20689,0.0898,0.29669,2.08658,0.1421896117091125190503119938,strict_trade_through_seen_but_visible_top_not_depleted,,0.005,False,missing_touch_freshness_or_queue_reset_evidence,synthetic_current_event_only,,,missing,insufficient_real_bbo_history,block,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_touch_freshness_or_queue_reset_evidence,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
647,trades,1782197380553,1782197380849391766,0.296468,buy,62909,62909,62910,1,0.005,2.08158,27,416.316,47,0.20589,0.67357,0.87946,2.08658,0.4214839593976746638039279587,strict_trade_through_seen_but_visible_top_not_depleted,,0.005,False,missing_touch_freshness_or_queue_reset_evidence,synthetic_current_event_only,,,missing,insufficient_real_bbo_history,block,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_touch_freshness_or_queue_reset_evidence,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
648,trades,1782197380615,1782197380869028750,0.254071,buy,62909,62909,62910,1,0.005,2.08158,27,416.316,51,0.20589,0.94023,1.14612,2.08658,0.5492815995552530935789665385,strict_trade_through_seen_but_visible_top_not_depleted,,0.005,False,missing_touch_freshness_or_queue_reset_evidence,synthetic_current_event_only,,,missing,insufficient_real_bbo_history,block,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_touch_freshness_or_queue_reset_evidence,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
649,trades,1782197380950,1782197381238043236,0.288077,buy,62909,62909,62910,1,0.005,2.08158,27,416.316,52,0.20589,0.94023,1.14612,2.08658,0.5492815995552530935789665385,strict_trade_through_seen_but_visible_top_not_depleted,,0.005,False,missing_touch_freshness_or_queue_reset_evidence,synthetic_current_event_only,,,missing,insufficient_real_bbo_history,block,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_touch_freshness_or_queue_reset_evidence,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
650,trades,1782197381030,1782197381316374420,0.286413,buy,62909,62909,62910,1,0.005,2.08158,27,416.316,57,0.20589,0.94947,1.15536,2.08658,0.5537098984941866595098198967,strict_trade_through_seen_but_visible_top_not_depleted,,0.005,False,missing_touch_freshness_or_queue_reset_evidence,synthetic_current_event_only,,,missing,insufficient_real_bbo_history,block,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_touch_freshness_or_queue_reset_evidence,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
651,trades,1782197382032,1782197382278533836,0.24661,buy,62909,62909,62910,1,0.005,2.08158,27,416.316,50,0,0.94579,0.94579,2.08658,0.4532728196378763335218395652,strict_trade_through_seen_but_visible_top_not_depleted,,0.005,False,missing_touch_freshness_or_queue_reset_evidence,synthetic_current_event_only,,,missing,insufficient_real_bbo_history,block,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_touch_freshness_or_queue_reset_evidence,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
652,trades,1782197382449,1782197382717363138,0.268409,buy,62909,62909,62910,1,0.005,2.08158,27,416.316,45,0,0.93566,0.93566,2.08658,0.448417985411534664379031717,strict_trade_through_seen_but_visible_top_not_depleted,,0.005,False,missing_touch_freshness_or_queue_reset_evidence,synthetic_current_event_only,,,missing,insufficient_real_bbo_history,block,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_touch_freshness_or_queue_reset_evidence,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
653,l2Book,1782197382859,1782197383280757357,0.421811,buy,62885,62885,62886,1,0.005,33.05421,159,6610.842,45,0.00017,0.0089,0.00907,33.05921,0.0002743562232733329078341557466,strict_trade_through_seen_but_visible_top_not_depleted,,0.00226,False,missing_touch_freshness_or_queue_reset_evidence,synthetic_current_event_only,,,missing,insufficient_real_bbo_history,block,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_touch_freshness_or_queue_reset_evidence,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
654,trades,1782197383061,1782197383359478890,0.29863,buy,62885,62885,62886,1,0.005,33.05421,159,6610.842,99,9.17166,0.0089,9.18056,33.05921,0.2777005258141377244041826771,strict_trade_through_seen_but_visible_top_not_depleted,,0.005,False,missing_touch_freshness_or_queue_reset_evidence,synthetic_current_event_only,,,missing,insufficient_real_bbo_history,block,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_touch_freshness_or_queue_reset_evidence,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
655,trades,1782197383195,1782197383428760813,0.233816,buy,62885,62885,62886,1,0.005,33.05421,159,6610.842,91,9.19726,0.0089,9.20616,33.05921,0.2784748939856699540007156856,strict_trade_through_seen_but_visible_top_not_depleted,,0.005,False,missing_touch_freshness_or_queue_reset_evidence,synthetic_current_event_only,,,missing,insufficient_real_bbo_history,block,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_touch_freshness_or_queue_reset_evidence,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
656,trades,1782197383615,1782197383860761889,0.245817,buy,62885,62885,62886,1,0.005,33.05421,159,6610.842,77,9.19726,0.0089,9.20616,33.05921,0.2784748939856699540007156856,strict_trade_through_seen_but_visible_top_not_depleted,,0.005,False,missing_touch_freshness_or_queue_reset_evidence,synthetic_current_event_only,,,missing,insufficient_real_bbo_history,block,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_touch_freshness_or_queue_reset_evidence,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
657,trades,1782197384356,1782197384600229089,0.244293,buy,62885,62885,62886,1,0.005,33.05421,159,6610.842,68,9.19709,0,9.19709,33.05921,0.2782005377623966210928815298,touched_quote_without_depletion,,0.005,False,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,synthetic_current_event_only,,,missing,insufficient_real_bbo_history,block,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
658,trades,1782197385920,1782197386112519638,0.192607,buy,62885,62885,62886,1,0.005,33.05421,159,6610.842,66,9.19709,0,9.19709,33.05921,0.2782005377623966210928815298,touched_quote_without_depletion,,0.005,False,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,synthetic_current_event_only,,,missing,insufficient_real_bbo_history,block,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
659,trades,1782197386054,1782197386443074335,0.389116,buy,62885,62885,62886,1,0.005,33.05421,159,6610.842,67,9.19709,0,9.19709,33.05921,0.2782005377623966210928815298,touched_quote_without_depletion,,0.005,False,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,synthetic_current_event_only,,,missing,insufficient_real_bbo_history,block,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
660,trades,1782197387434,1782197387658725882,0.224772,buy,62885,62885,62886,1,0.005,33.05421,159,6610.842,3,0,0,0,33.05921,0,not_depleted,,0.0,False,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence;missing_recent_same_side_at_or_through_throughput,synthetic_current_event_only,,,missing,insufficient_real_bbo_history,block,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence;missing_recent_same_side_at_or_through_throughput,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
661,trades,1782197387560,1782197387827041274,0.267069,buy,62885,62885,62886,1,0.005,33.05421,159,6610.842,8,0,0,0,33.05921,0,not_depleted,,0.0,False,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence;missing_recent_same_side_at_or_through_throughput,synthetic_current_event_only,,,missing,insufficient_real_bbo_history,block,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence;missing_recent_same_side_at_or_through_throughput,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
662,trades,1782197387977,1782197388251576416,0.274605,buy,62885,62885,62886,1,0.005,33.05421,159,6610.842,10,0,0,0,33.05921,0,not_depleted,,0.0,False,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence;missing_recent_same_side_at_or_through_throughput,synthetic_current_event_only,,,missing,insufficient_real_bbo_history,block,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence;missing_recent_same_side_at_or_through_throughput,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
663,trades,1782197388183,1782197388595272298,0.412408,buy,62885,62885,62886,1,0.005,33.05421,159,6610.842,68,0,0,0,33.05921,0,not_depleted,,0.0,False,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence;missing_recent_same_side_at_or_through_throughput,synthetic_current_event_only,,,missing,insufficient_real_bbo_history,block,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence;missing_recent_same_side_at_or_through_throughput,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
664,l2Book,1782197388183,1782197388595655315,0.412706,buy,62893,62893,62894,1,0.005,21.13897,48,4227.794,68,8.02758,0,8.02758,21.14397,0.3796628542321995349028588293,touched_quote_without_depletion,,0.005,False,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,synthetic_current_event_only,,,missing,insufficient_real_bbo_history,block,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
665,trades,1782197388252,1782197388595835924,0.343874,buy,62893,62893,62894,1,0.005,21.13897,48,4227.794,70,8.02758,0,8.02758,21.14397,0.3796628542321995349028588293,touched_quote_without_depletion,,0.005,False,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,synthetic_current_event_only,,,missing,insufficient_real_bbo_history,block,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
666,trades,1782197388386,1782197388730574477,0.344936,buy,62893,62893,62894,1,0.005,21.13897,48,4227.794,235,8.02758,0,8.02758,21.14397,0.3796628542321995349028588293,touched_quote_without_depletion,,0.005,False,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,synthetic_current_event_only,,,missing,insufficient_real_bbo_history,block,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
667,trades,1782197388450,1782197388731048678,0.28114,buy,62893,62893,62894,1,0.005,21.13897,48,4227.794,236,8.02758,0,8.02758,21.14397,0.3796628542321995349028588293,touched_quote_without_depletion,,0.005,False,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,synthetic_current_event_only,,,missing,insufficient_real_bbo_history,block,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
668,trades,1782197389389,1782197389792834998,0.403947,buy,62893,62893,62894,1,0.005,21.13897,48,4227.794,237,8.02758,0,8.02758,21.14397,0.3796628542321995349028588293,touched_quote_without_depletion,,0.005,False,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,synthetic_current_event_only,,,missing,insufficient_real_bbo_history,block,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
669,trades,1782197389593,1782197389827656847,0.234809,buy,62893,62893,62894,1,0.005,21.13897,48,4227.794,266,8.02758,0,8.02758,21.14397,0.3796628542321995349028588293,touched_quote_without_depletion,,0.005,False,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,synthetic_current_event_only,,,missing,insufficient_real_bbo_history,block,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
670,trades,1782197389925,1782197390156552950,0.231681,buy,62893,62893,62894,1,0.005,21.13897,48,4227.794,273,8.02758,0,8.02758,21.14397,0.3796628542321995349028588293,touched_quote_without_depletion,,0.005,False,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,synthetic_current_event_only,,,missing,insufficient_real_bbo_history,block,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
671,trades,1782197390061,1782197390319880082,0.258977,buy,62893,62893,62894,1,0.005,21.13897,48,4227.794,275,8.02758,0,8.02758,21.14397,0.3796628542321995349028588293,touched_quote_without_depletion,,0.005,False,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,synthetic_current_event_only,,,missing,insufficient_real_bbo_history,block,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
672,trades,1782197390876,1782197391226800805,0.35094,buy,62893,62893,62894,1,0.005,21.13897,48,4227.794,274,8.02758,0,8.02758,21.14397,0.3796628542321995349028588293,touched_quote_without_depletion,,0.005,False,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,synthetic_current_event_only,,,missing,insufficient_real_bbo_history,block,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
673,trades,1782197390943,1782197391248839707,0.305933,buy,62893,62893,62894,1,0.005,21.13897,48,4227.794,275,8.02758,0,8.02758,21.14397,0.3796628542321995349028588293,touched_quote_without_depletion,,0.005,False,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,synthetic_current_event_only,,,missing,insufficient_real_bbo_history,block,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
674,trades,1782197391010,1782197391285700703,0.275796,buy,62893,62893,62894,1,0.005,21.13897,48,4227.794,275,8.02758,0,8.02758,21.14397,0.3796628542321995349028588293,touched_quote_without_depletion,,0.005,False,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,synthetic_current_event_only,,,missing,insufficient_real_bbo_history,block,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
675,trades,1782197391213,1782197391450468510,0.237552,buy,62893,62893,62894,1,0.005,21.13897,48,4227.794,218,0,0,0,21.14397,0,not_depleted,,0.0,False,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence;missing_recent_same_side_at_or_through_throughput,synthetic_current_event_only,,,missing,insufficient_real_bbo_history,block,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence;missing_recent_same_side_at_or_through_throughput,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
676,trades,1782197391683,1782197391940284463,0.257402,buy,62893,62893,62894,1,0.005,21.13897,48,4227.794,86,0,0,0,21.14397,0,not_depleted,,0.0,False,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence;missing_recent_same_side_at_or_through_throughput,synthetic_current_event_only,,,missing,insufficient_real_bbo_history,block,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence;missing_recent_same_side_at_or_through_throughput,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
677,trades,1782197391822,1782197392032330231,0.210376,buy,62893,62893,62894,1,0.005,21.13897,48,4227.794,87,0,0,0,21.14397,0,not_depleted,,0.0,False,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence;missing_recent_same_side_at_or_through_throughput,synthetic_current_event_only,,,missing,insufficient_real_bbo_history,block,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence;missing_recent_same_side_at_or_through_throughput,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
678,trades,1782197392014,1782197392371770171,0.357813,buy,62893,62893,62894,1,0.005,21.13897,48,4227.794,90,0,0,0,21.14397,0,not_depleted,,0.0,False,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence;missing_recent_same_side_at_or_through_throughput,synthetic_current_event_only,,,missing,insufficient_real_bbo_history,block,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence;missing_recent_same_side_at_or_through_throughput,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
