row_id,sample_id,observed_regime,decision_id,action,block_reason,candidate_id,forecast_model_type,forecast_model_contract_hash,forecast_model_output_ticks,signal_score_units,signal_score,side,forecast_mid_px,fair_mid_px,reservation_px,quote_bid_px,quote_ask_px,post_only_invariant,future_mid_move_ticks,signed_markout_ticks,adjusted_counterfactual_edge_ticks,source_age_bucket,basis_bucket,order_endpoint_called,private_endpoint_called,credential_read
3865,xemm_0627_t001_hlfast_utc17_b,normal_activity_liquidity,xemm_0627_t001_hlfast_utc17_b:3865,would_submit,,binance_lead_plus_basis_regression,standardized_linear_regression_v1,675c86d43625713bec580e777d2c1e83471b26d958660af26e9689b709baacef,1.17054425,forecast_move_ticks,1.17054425,buy,60733.61705442,60733.61705442,60733.61705442,60733,60734,True,0,0,-1.5,binance_source_age_low,basis_mid,False,False,False
3866,xemm_0627_t001_hlfast_utc17_b,normal_activity_liquidity,xemm_0627_t001_hlfast_utc17_b:3866,would_submit,,binance_lead_plus_basis_regression,standardized_linear_regression_v1,675c86d43625713bec580e777d2c1e83471b26d958660af26e9689b709baacef,5.00335566,forecast_move_ticks,5.00335566,buy,60734.00033557,60734.00033557,60734.00033557,60733,60735,True,0,0,-1.5,binance_source_age_mid,basis_mid,False,False,False
3867,xemm_0627_t001_hlfast_utc17_b,normal_activity_liquidity,xemm_0627_t001_hlfast_utc17_b:3867,would_submit,,binance_lead_plus_basis_regression,standardized_linear_regression_v1,675c86d43625713bec580e777d2c1e83471b26d958660af26e9689b709baacef,11.10187506,forecast_move_ticks,11.10187506,buy,60734.61018751,60734.61018751,60734.61018751,60733,60735,True,0,0,-1.5,binance_source_age_low,basis_high,False,False,False
3868,xemm_0627_t001_hlfast_utc17_b,normal_activity_liquidity,xemm_0627_t001_hlfast_utc17_b:3868,would_submit,,binance_lead_plus_basis_regression,standardized_linear_regression_v1,675c86d43625713bec580e777d2c1e83471b26d958660af26e9689b709baacef,11.08675925,forecast_move_ticks,11.08675925,buy,60734.60867593,60734.60867593,60734.60867593,60733,60735,True,0,0,-1.5,binance_source_age_high,basis_high,False,False,False
3869,xemm_0627_t001_hlfast_utc17_b,normal_activity_liquidity,xemm_0627_t001_hlfast_utc17_b:3869,would_submit,,binance_lead_plus_basis_regression,standardized_linear_regression_v1,675c86d43625713bec580e777d2c1e83471b26d958660af26e9689b709baacef,11.82425702,forecast_move_ticks,11.82425702,buy,60734.6824257,60734.6824257,60734.6824257,60733,60735,True,0,0,-1.5,binance_source_age_mid,basis_high,False,False,False
3870,xemm_0627_t001_hlfast_utc17_b,normal_activity_liquidity,xemm_0627_t001_hlfast_utc17_b:3870,would_submit,,binance_lead_plus_basis_regression,standardized_linear_regression_v1,675c86d43625713bec580e777d2c1e83471b26d958660af26e9689b709baacef,11.56624223,forecast_move_ticks,11.56624223,buy,60734.65662422,60734.65662422,60734.65662422,60733,60735,True,0,0,-1.5,binance_source_age_mid,basis_high,False,False,False
3871,xemm_0627_t001_hlfast_utc17_b,normal_activity_liquidity,xemm_0627_t001_hlfast_utc17_b:3871,would_submit,,binance_lead_plus_basis_regression,standardized_linear_regression_v1,675c86d43625713bec580e777d2c1e83471b26d958660af26e9689b709baacef,11.56362004,forecast_move_ticks,11.56362004,buy,60734.656362,60734.656362,60734.656362,60733,60735,True,0,0,-1.5,binance_source_age_low,basis_high,False,False,False
3872,xemm_0627_t001_hlfast_utc17_b,normal_activity_liquidity,xemm_0627_t001_hlfast_utc17_b:3872,would_submit,,binance_lead_plus_basis_regression,standardized_linear_regression_v1,675c86d43625713bec580e777d2c1e83471b26d958660af26e9689b709baacef,11.39938961,forecast_move_ticks,11.39938961,buy,60734.63993896,60734.63993896,60734.63993896,60733,60735,True,0,0,-1.5,binance_source_age_mid,basis_high,False,False,False
3873,xemm_0627_t001_hlfast_utc17_b,normal_activity_liquidity,xemm_0627_t001_hlfast_utc17_b:3873,would_submit,,binance_lead_plus_basis_regression,standardized_linear_regression_v1,675c86d43625713bec580e777d2c1e83471b26d958660af26e9689b709baacef,11.40960782,forecast_move_ticks,11.40960782,buy,60734.64096078,60734.64096078,60734.64096078,60733,60735,True,0,0,-1.5,binance_source_age_low,basis_high,False,False,False
3874,xemm_0627_t001_hlfast_utc17_b,normal_activity_liquidity,xemm_0627_t001_hlfast_utc17_b:3874,would_submit,,binance_lead_plus_basis_regression,standardized_linear_regression_v1,675c86d43625713bec580e777d2c1e83471b26d958660af26e9689b709baacef,11.04402429,forecast_move_ticks,11.04402429,buy,60734.60440243,60734.60440243,60734.60440243,60733,60735,True,0,0,-1.5,binance_source_age_low,basis_high,False,False,False
3875,xemm_0627_t001_hlfast_utc17_b,normal_activity_liquidity,xemm_0627_t001_hlfast_utc17_b:3875,would_submit,,binance_lead_plus_basis_regression,standardized_linear_regression_v1,675c86d43625713bec580e777d2c1e83471b26d958660af26e9689b709baacef,10.6879282,forecast_move_ticks,10.6879282,buy,60734.56879282,60734.56879282,60734.56879282,60733,60735,True,0,0,-1.5,binance_source_age_high,basis_high,False,False,False
3876,xemm_0627_t001_hlfast_utc17_b,normal_activity_liquidity,xemm_0627_t001_hlfast_utc17_b:3876,would_submit,,binance_lead_plus_basis_regression,standardized_linear_regression_v1,675c86d43625713bec580e777d2c1e83471b26d958660af26e9689b709baacef,10.6508105,forecast_move_ticks,10.6508105,buy,60734.56508105,60734.56508105,60734.56508105,60733,60735,True,0,0,-1.5,binance_source_age_mid,basis_high,False,False,False
3877,xemm_0627_t001_hlfast_utc17_b,normal_activity_liquidity,xemm_0627_t001_hlfast_utc17_b:3877,would_submit,,binance_lead_plus_basis_regression,standardized_linear_regression_v1,675c86d43625713bec580e777d2c1e83471b26d958660af26e9689b709baacef,10.69735435,forecast_move_ticks,10.69735435,buy,60734.56973543,60734.56973543,60734.56973543,60733,60735,True,0,0,-1.5,binance_source_age_high,basis_high,False,False,False
3878,xemm_0627_t001_hlfast_utc17_b,normal_activity_liquidity,xemm_0627_t001_hlfast_utc17_b:3878,would_submit,,binance_lead_plus_basis_regression,standardized_linear_regression_v1,675c86d43625713bec580e777d2c1e83471b26d958660af26e9689b709baacef,10.61905085,forecast_move_ticks,10.61905085,buy,60734.56190509,60734.56190509,60734.56190509,60733,60735,True,0,0,-1.5,binance_source_age_high,basis_high,False,False,False
3879,xemm_0627_t001_hlfast_utc17_b,normal_activity_liquidity,xemm_0627_t001_hlfast_utc17_b:3879,would_submit,,binance_lead_plus_basis_regression,standardized_linear_regression_v1,675c86d43625713bec580e777d2c1e83471b26d958660af26e9689b709baacef,10.58219003,forecast_move_ticks,10.58219003,buy,60734.558219,60734.558219,60734.558219,60733,60735,True,0,0,-1.5,binance_source_age_low,basis_high,False,False,False
3880,xemm_0627_t001_hlfast_utc17_b,normal_activity_liquidity,xemm_0627_t001_hlfast_utc17_b:3880,would_submit,,binance_lead_plus_basis_regression,standardized_linear_regression_v1,675c86d43625713bec580e777d2c1e83471b26d958660af26e9689b709baacef,10.61479394,forecast_move_ticks,10.61479394,buy,60734.56147939,60734.56147939,60734.56147939,60733,60735,True,0,0,-1.5,binance_source_age_high,basis_high,False,False,False
3881,xemm_0627_t001_hlfast_utc17_b,normal_activity_liquidity,xemm_0627_t001_hlfast_utc17_b:3881,would_submit,,binance_lead_plus_basis_regression,standardized_linear_regression_v1,675c86d43625713bec580e777d2c1e83471b26d958660af26e9689b709baacef,10.57837557,forecast_move_ticks,10.57837557,buy,60734.55783756,60734.55783756,60734.55783756,60733,60735,True,0,0,-1.5,binance_source_age_low,basis_high,False,False,False
3882,xemm_0627_t001_hlfast_utc17_b,normal_activity_liquidity,xemm_0627_t001_hlfast_utc17_b:3882,would_submit,,binance_lead_plus_basis_regression,standardized_linear_regression_v1,675c86d43625713bec580e777d2c1e83471b26d958660af26e9689b709baacef,10.55183175,forecast_move_ticks,10.55183175,buy,60734.55518317,60734.55518317,60734.55518317,60733,60735,True,0,0,-1.5,binance_source_age_mid,basis_high,False,False,False
3883,xemm_0627_t001_hlfast_utc17_b,normal_activity_liquidity,xemm_0627_t001_hlfast_utc17_b:3883,would_submit,,binance_lead_plus_basis_regression,standardized_linear_regression_v1,675c86d43625713bec580e777d2c1e83471b26d958660af26e9689b709baacef,10.60971267,forecast_move_ticks,10.60971267,buy,60734.56097127,60734.56097127,60734.56097127,60733,60735,True,0,0,-1.5,binance_source_age_high,basis_high,False,False,False
3884,xemm_0627_t001_hlfast_utc17_b,normal_activity_liquidity,xemm_0627_t001_hlfast_utc17_b:3884,would_submit,,binance_lead_plus_basis_regression,standardized_linear_regression_v1,675c86d43625713bec580e777d2c1e83471b26d958660af26e9689b709baacef,10.6358176,forecast_move_ticks,10.6358176,buy,60734.56358176,60734.56358176,60734.56358176,60733,60735,True,0,0,-1.5,binance_source_age_low,basis_high,False,False,False
3885,xemm_0627_t001_hlfast_utc17_b,normal_activity_liquidity,xemm_0627_t001_hlfast_utc17_b:3885,would_submit,,binance_lead_plus_basis_regression,standardized_linear_regression_v1,675c86d43625713bec580e777d2c1e83471b26d958660af26e9689b709baacef,10.63480322,forecast_move_ticks,10.63480322,buy,60734.56348032,60734.56348032,60734.56348032,60733,60735,True,0,0,-1.5,binance_source_age_high,basis_high,False,False,False
3886,xemm_0627_t001_hlfast_utc17_b,normal_activity_liquidity,xemm_0627_t001_hlfast_utc17_b:3886,would_submit,,binance_lead_plus_basis_regression,standardized_linear_regression_v1,675c86d43625713bec580e777d2c1e83471b26d958660af26e9689b709baacef,10.69873494,forecast_move_ticks,10.69873494,buy,60734.56987349,60734.56987349,60734.56987349,60733,60735,True,0,0,-1.5,binance_source_age_low,basis_high,False,False,False
3887,xemm_0627_t001_hlfast_utc17_b,normal_activity_liquidity,xemm_0627_t001_hlfast_utc17_b:3887,would_submit,,binance_lead_plus_basis_regression,standardized_linear_regression_v1,675c86d43625713bec580e777d2c1e83471b26d958660af26e9689b709baacef,10.69606779,forecast_move_ticks,10.69606779,buy,60734.56960678,60734.56960678,60734.56960678,60733,60735,True,0,0,-1.5,binance_source_age_high,basis_high,False,False,False
3888,xemm_0627_t001_hlfast_utc17_b,normal_activity_liquidity,xemm_0627_t001_hlfast_utc17_b:3888,would_submit,,binance_lead_plus_basis_regression,standardized_linear_regression_v1,675c86d43625713bec580e777d2c1e83471b26d958660af26e9689b709baacef,10.66490372,forecast_move_ticks,10.66490372,buy,60734.56649037,60734.56649037,60734.56649037,60733,60735,True,0,0,-1.5,binance_source_age_high,basis_high,False,False,False
3889,xemm_0627_t001_hlfast_utc17_b,normal_activity_liquidity,xemm_0627_t001_hlfast_utc17_b:3889,would_submit,,binance_lead_plus_basis_regression,standardized_linear_regression_v1,675c86d43625713bec580e777d2c1e83471b26d958660af26e9689b709baacef,14.63727423,forecast_move_ticks,14.63727423,buy,60734.96372742,60734.96372742,60734.96372742,60733,60736,True,0,0,-1.5,binance_source_age_mid,basis_high,False,False,False
3890,xemm_0627_t001_hlfast_utc17_b,normal_activity_liquidity,xemm_0627_t001_hlfast_utc17_b:3890,would_submit,,binance_lead_plus_basis_regression,standardized_linear_regression_v1,675c86d43625713bec580e777d2c1e83471b26d958660af26e9689b709baacef,14.63462402,forecast_move_ticks,14.63462402,buy,60734.9634624,60734.9634624,60734.9634624,60733,60736,True,0,0,-1.5,binance_source_age_low,basis_high,False,False,False
3891,xemm_0627_t001_hlfast_utc17_b,normal_activity_liquidity,xemm_0627_t001_hlfast_utc17_b:3891,would_submit,,binance_lead_plus_basis_regression,standardized_linear_regression_v1,675c86d43625713bec580e777d2c1e83471b26d958660af26e9689b709baacef,14.63909929,forecast_move_ticks,14.63909929,buy,60734.96390993,60734.96390993,60734.96390993,60733,60736,True,0,0,-1.5,binance_source_age_high,basis_high,False,False,False
3892,xemm_0627_t001_hlfast_utc17_b,normal_activity_liquidity,xemm_0627_t001_hlfast_utc17_b:3892,would_submit,,binance_lead_plus_basis_regression,standardized_linear_regression_v1,675c86d43625713bec580e777d2c1e83471b26d958660af26e9689b709baacef,14.23775715,forecast_move_ticks,14.23775715,buy,60734.92377571,60734.92377571,60734.92377571,60733,60735,True,0,0,-1.5,binance_source_age_mid,basis_high,False,False,False
3893,xemm_0627_t001_hlfast_utc17_b,normal_activity_liquidity,xemm_0627_t001_hlfast_utc17_b:3893,would_submit,,binance_lead_plus_basis_regression,standardized_linear_regression_v1,675c86d43625713bec580e777d2c1e83471b26d958660af26e9689b709baacef,14.23672762,forecast_move_ticks,14.23672762,buy,60734.92367276,60734.92367276,60734.92367276,60733,60735,True,0,0,-1.5,binance_source_age_high,basis_high,False,False,False
3894,xemm_0627_t001_hlfast_utc17_b,normal_activity_liquidity,xemm_0627_t001_hlfast_utc17_b:3894,would_submit,,binance_lead_plus_basis_regression,standardized_linear_regression_v1,675c86d43625713bec580e777d2c1e83471b26d958660af26e9689b709baacef,14.35354716,forecast_move_ticks,14.35354716,buy,60734.93535472,60734.93535472,60734.93535472,60733,60735,True,0,0,-1.5,binance_source_age_low,basis_high,False,False,False
3895,xemm_0627_t001_hlfast_utc17_b,normal_activity_liquidity,xemm_0627_t001_hlfast_utc17_b:3895,would_submit,,binance_lead_plus_basis_regression,standardized_linear_regression_v1,675c86d43625713bec580e777d2c1e83471b26d958660af26e9689b709baacef,14.43919898,forecast_move_ticks,14.43919898,buy,60734.9439199,60734.9439199,60734.9439199,60733,60735,True,0,0,-1.5,binance_source_age_low,basis_high,False,False,False
3896,xemm_0627_t001_hlfast_utc17_b,normal_activity_liquidity,xemm_0627_t001_hlfast_utc17_b:3896,would_submit,,binance_lead_plus_basis_regression,standardized_linear_regression_v1,675c86d43625713bec580e777d2c1e83471b26d958660af26e9689b709baacef,14.41695098,forecast_move_ticks,14.41695098,buy,60734.9416951,60734.9416951,60734.9416951,60733,60735,True,0,0,-1.5,binance_source_age_high,basis_high,False,False,False
3897,xemm_0627_t001_hlfast_utc17_b,normal_activity_liquidity,xemm_0627_t001_hlfast_utc17_b:3897,would_submit,,binance_lead_plus_basis_regression,standardized_linear_regression_v1,675c86d43625713bec580e777d2c1e83471b26d958660af26e9689b709baacef,26.95041423,forecast_move_ticks,26.95041423,buy,60736.19504142,60736.19504142,60736.19504142,60733,60737,True,0,0,-1.5,binance_source_age_low,basis_high,False,False,False
3898,xemm_0627_t001_hlfast_utc17_b,normal_activity_liquidity,xemm_0627_t001_hlfast_utc17_b:3898,would_submit,,binance_lead_plus_basis_regression,standardized_linear_regression_v1,675c86d43625713bec580e777d2c1e83471b26d958660af26e9689b709baacef,24.97208308,forecast_move_ticks,24.97208308,buy,60735.99720831,60735.99720831,60735.99720831,60733,60737,True,100,100,98.5,binance_source_age_low,basis_high,False,False,False
3899,xemm_0627_t001_hlfast_utc17_b,normal_activity_liquidity,xemm_0627_t001_hlfast_utc17_b:3899,would_submit,,binance_lead_plus_basis_regression,standardized_linear_regression_v1,675c86d43625713bec580e777d2c1e83471b26d958660af26e9689b709baacef,25.42590805,forecast_move_ticks,25.42590805,buy,60736.04259081,60736.04259081,60736.04259081,60733,60737,True,100,100,98.5,binance_source_age_low,basis_high,False,False,False
3900,xemm_0627_t001_hlfast_utc17_b,normal_activity_liquidity,xemm_0627_t001_hlfast_utc17_b:3900,would_submit,,binance_lead_plus_basis_regression,standardized_linear_regression_v1,675c86d43625713bec580e777d2c1e83471b26d958660af26e9689b709baacef,3.27839936,forecast_move_ticks,3.27839936,buy,60743.82783994,60743.82783994,60743.82783994,60743,60744,True,0,0,-1.5,binance_source_age_high,basis_mid,False,False,False
3901,xemm_0627_t001_hlfast_utc17_b,normal_activity_liquidity,xemm_0627_t001_hlfast_utc17_b:3901,would_submit,,binance_lead_plus_basis_regression,standardized_linear_regression_v1,675c86d43625713bec580e777d2c1e83471b26d958660af26e9689b709baacef,3.26525073,forecast_move_ticks,3.26525073,buy,60743.82652507,60743.82652507,60743.82652507,60743,60744,True,0,0,-1.5,binance_source_age_mid,basis_mid,False,False,False
3902,xemm_0627_t001_hlfast_utc17_b,normal_activity_liquidity,xemm_0627_t001_hlfast_utc17_b:3902,would_submit,,binance_lead_plus_basis_regression,standardized_linear_regression_v1,675c86d43625713bec580e777d2c1e83471b26d958660af26e9689b709baacef,2.77120216,forecast_move_ticks,2.77120216,buy,60743.77712022,60743.77712022,60743.77712022,60743,60744,True,0,0,-1.5,binance_source_age_low,basis_mid,False,False,False
3903,xemm_0627_t001_hlfast_utc17_b,normal_activity_liquidity,xemm_0627_t001_hlfast_utc17_b:3903,would_submit,,binance_lead_plus_basis_regression,standardized_linear_regression_v1,675c86d43625713bec580e777d2c1e83471b26d958660af26e9689b709baacef,2.68032387,forecast_move_ticks,2.68032387,buy,60743.76803239,60743.76803239,60743.76803239,60743,60744,True,0,0,-1.5,binance_source_age_mid,basis_mid,False,False,False
3904,xemm_0627_t001_hlfast_utc17_b,normal_activity_liquidity,xemm_0627_t001_hlfast_utc17_b:3904,would_submit,,binance_lead_plus_basis_regression,standardized_linear_regression_v1,675c86d43625713bec580e777d2c1e83471b26d958660af26e9689b709baacef,2.03896697,forecast_move_ticks,2.03896697,buy,60743.7038967,60743.7038967,60743.7038967,60743,60744,True,0,0,-1.5,binance_source_age_low,basis_mid,False,False,False
3905,xemm_0627_t001_hlfast_utc17_b,normal_activity_liquidity,xemm_0627_t001_hlfast_utc17_b:3905,would_submit,,binance_lead_plus_basis_regression,standardized_linear_regression_v1,675c86d43625713bec580e777d2c1e83471b26d958660af26e9689b709baacef,2.0394408,forecast_move_ticks,2.0394408,buy,60743.70394408,60743.70394408,60743.70394408,60743,60744,True,0,0,-1.5,binance_source_age_mid,basis_mid,False,False,False
3906,xemm_0627_t001_hlfast_utc17_b,normal_activity_liquidity,xemm_0627_t001_hlfast_utc17_b:3906,would_submit,,binance_lead_plus_basis_regression,standardized_linear_regression_v1,675c86d43625713bec580e777d2c1e83471b26d958660af26e9689b709baacef,2.03913174,forecast_move_ticks,2.03913174,buy,60743.70391317,60743.70391317,60743.70391317,60743,60744,True,0,0,-1.5,binance_source_age_high,basis_mid,False,False,False
3907,xemm_0627_t001_hlfast_utc17_b,normal_activity_liquidity,xemm_0627_t001_hlfast_utc17_b:3907,would_submit,,binance_lead_plus_basis_regression,standardized_linear_regression_v1,675c86d43625713bec580e777d2c1e83471b26d958660af26e9689b709baacef,2.03897331,forecast_move_ticks,2.03897331,buy,60743.70389733,60743.70389733,60743.70389733,60743,60744,True,0,0,-1.5,binance_source_age_mid,basis_mid,False,False,False
3908,xemm_0627_t001_hlfast_utc17_b,normal_activity_liquidity,xemm_0627_t001_hlfast_utc17_b:3908,would_submit,,binance_lead_plus_basis_regression,standardized_linear_regression_v1,675c86d43625713bec580e777d2c1e83471b26d958660af26e9689b709baacef,2.02872917,forecast_move_ticks,2.02872917,buy,60743.70287292,60743.70287292,60743.70287292,60743,60744,True,0,0,-1.5,binance_source_age_low,basis_mid,False,False,False
3909,xemm_0627_t001_hlfast_utc17_b,normal_activity_liquidity,xemm_0627_t001_hlfast_utc17_b:3909,would_submit,,binance_lead_plus_basis_regression,standardized_linear_regression_v1,675c86d43625713bec580e777d2c1e83471b26d958660af26e9689b709baacef,-5.5187049,forecast_move_ticks,-5.5187049,sell,60742.94812951,60742.94812951,60742.94812951,60742,60744,True,0,-0,-1.5,binance_source_age_high,basis_mid,False,False,False
3910,xemm_0627_t001_hlfast_utc17_b,normal_activity_liquidity,xemm_0627_t001_hlfast_utc17_b:3910,would_submit,,binance_lead_plus_basis_regression,standardized_linear_regression_v1,675c86d43625713bec580e777d2c1e83471b26d958660af26e9689b709baacef,-5.60576316,forecast_move_ticks,-5.60576316,sell,60742.93942368,60742.93942368,60742.93942368,60742,60744,True,0,-0,-1.5,binance_source_age_mid,basis_mid,False,False,False
3911,xemm_0627_t001_hlfast_utc17_b,normal_activity_liquidity,xemm_0627_t001_hlfast_utc17_b:3911,would_submit,,binance_lead_plus_basis_regression,standardized_linear_regression_v1,675c86d43625713bec580e777d2c1e83471b26d958660af26e9689b709baacef,-5.44841989,forecast_move_ticks,-5.44841989,sell,60742.95515801,60742.95515801,60742.95515801,60742,60744,True,0,-0,-1.5,binance_source_age_mid,basis_mid,False,False,False
3912,xemm_0627_t001_hlfast_utc17_b,normal_activity_liquidity,xemm_0627_t001_hlfast_utc17_b:3912,would_submit,,binance_lead_plus_basis_regression,standardized_linear_regression_v1,675c86d43625713bec580e777d2c1e83471b26d958660af26e9689b709baacef,-5.45236825,forecast_move_ticks,-5.45236825,sell,60742.95476318,60742.95476318,60742.95476318,60742,60744,True,0,-0,-1.5,binance_source_age_low,basis_mid,False,False,False
3913,xemm_0627_t001_hlfast_utc17_b,normal_activity_liquidity,xemm_0627_t001_hlfast_utc17_b:3913,would_submit,,binance_lead_plus_basis_regression,standardized_linear_regression_v1,675c86d43625713bec580e777d2c1e83471b26d958660af26e9689b709baacef,-5.5991902,forecast_move_ticks,-5.5991902,sell,60742.94008098,60742.94008098,60742.94008098,60742,60744,True,0,-0,-1.5,binance_source_age_high,basis_mid,False,False,False
3914,xemm_0627_t001_hlfast_utc17_b,normal_activity_liquidity,xemm_0627_t001_hlfast_utc17_b:3914,would_submit,,binance_lead_plus_basis_regression,standardized_linear_regression_v1,675c86d43625713bec580e777d2c1e83471b26d958660af26e9689b709baacef,-5.75081777,forecast_move_ticks,-5.75081777,sell,60742.92491822,60742.92491822,60742.92491822,60742,60744,True,0,-0,-1.5,binance_source_age_high,basis_mid,False,False,False
3915,xemm_0627_t001_hlfast_utc17_b,normal_activity_liquidity,xemm_0627_t001_hlfast_utc17_b:3915,would_submit,,binance_lead_plus_basis_regression,standardized_linear_regression_v1,675c86d43625713bec580e777d2c1e83471b26d958660af26e9689b709baacef,-5.76716545,forecast_move_ticks,-5.76716545,sell,60742.92328345,60742.92328345,60742.92328345,60742,60744,True,0,-0,-1.5,binance_source_age_low,basis_mid,False,False,False
3916,xemm_0627_t001_hlfast_utc17_b,normal_activity_liquidity,xemm_0627_t001_hlfast_utc17_b:3916,would_submit,,binance_lead_plus_basis_regression,standardized_linear_regression_v1,675c86d43625713bec580e777d2c1e83471b26d958660af26e9689b709baacef,-5.99225629,forecast_move_ticks,-5.99225629,sell,60742.90077437,60742.90077437,60742.90077437,60742,60744,True,0,-0,-1.5,binance_source_age_mid,basis_mid,False,False,False
3917,xemm_0627_t001_hlfast_utc17_b,normal_activity_liquidity,xemm_0627_t001_hlfast_utc17_b:3917,would_submit,,binance_lead_plus_basis_regression,standardized_linear_regression_v1,675c86d43625713bec580e777d2c1e83471b26d958660af26e9689b709baacef,-5.99291675,forecast_move_ticks,-5.99291675,sell,60742.90070833,60742.90070833,60742.90070833,60742,60744,True,0,-0,-1.5,binance_source_age_high,basis_mid,False,False,False
3918,xemm_0627_t001_hlfast_utc17_b,normal_activity_liquidity,xemm_0627_t001_hlfast_utc17_b:3918,would_submit,,binance_lead_plus_basis_regression,standardized_linear_regression_v1,675c86d43625713bec580e777d2c1e83471b26d958660af26e9689b709baacef,-6.00761692,forecast_move_ticks,-6.00761692,sell,60742.89923831,60742.89923831,60742.89923831,60742,60744,True,0,-0,-1.5,binance_source_age_high,basis_mid,False,False,False
3919,xemm_0627_t001_hlfast_utc17_b,normal_activity_liquidity,xemm_0627_t001_hlfast_utc17_b:3919,would_submit,,binance_lead_plus_basis_regression,standardized_linear_regression_v1,675c86d43625713bec580e777d2c1e83471b26d958660af26e9689b709baacef,-5.78209689,forecast_move_ticks,-5.78209689,sell,60742.92179031,60742.92179031,60742.92179031,60742,60744,True,0,-0,-1.5,binance_source_age_low,basis_mid,False,False,False
3920,xemm_0627_t001_hlfast_utc17_b,normal_activity_liquidity,xemm_0627_t001_hlfast_utc17_b:3920,would_submit,,binance_lead_plus_basis_regression,standardized_linear_regression_v1,675c86d43625713bec580e777d2c1e83471b26d958660af26e9689b709baacef,-5.56395895,forecast_move_ticks,-5.56395895,sell,60742.9436041,60742.9436041,60742.9436041,60742,60744,True,0,-0,-1.5,binance_source_age_low,basis_mid,False,False,False
3921,xemm_0627_t001_hlfast_utc17_b,normal_activity_liquidity,xemm_0627_t001_hlfast_utc17_b:3921,would_submit,,binance_lead_plus_basis_regression,standardized_linear_regression_v1,675c86d43625713bec580e777d2c1e83471b26d958660af26e9689b709baacef,-5.61931461,forecast_move_ticks,-5.61931461,sell,60742.93806854,60742.93806854,60742.93806854,60742,60744,True,0,-0,-1.5,binance_source_age_high,basis_mid,False,False,False
3922,xemm_0627_t001_hlfast_utc17_b,normal_activity_liquidity,xemm_0627_t001_hlfast_utc17_b:3922,would_submit,,binance_lead_plus_basis_regression,standardized_linear_regression_v1,675c86d43625713bec580e777d2c1e83471b26d958660af26e9689b709baacef,-5.57343683,forecast_move_ticks,-5.57343683,sell,60742.94265632,60742.94265632,60742.94265632,60742,60744,True,0,-0,-1.5,binance_source_age_high,basis_mid,False,False,False
3923,xemm_0627_t001_hlfast_utc17_b,normal_activity_liquidity,xemm_0627_t001_hlfast_utc17_b:3923,would_submit,,binance_lead_plus_basis_regression,standardized_linear_regression_v1,675c86d43625713bec580e777d2c1e83471b26d958660af26e9689b709baacef,-5.57505125,forecast_move_ticks,-5.57505125,sell,60742.94249488,60742.94249488,60742.94249488,60742,60744,True,0,-0,-1.5,binance_source_age_mid,basis_mid,False,False,False
3924,xemm_0627_t001_hlfast_utc17_b,normal_activity_liquidity,xemm_0627_t001_hlfast_utc17_b:3924,would_submit,,binance_lead_plus_basis_regression,standardized_linear_regression_v1,675c86d43625713bec580e777d2c1e83471b26d958660af26e9689b709baacef,-4.39015474,forecast_move_ticks,-4.39015474,sell,60743.06098453,60743.06098453,60743.06098453,60743,60744,True,0,-0,-1.5,binance_source_age_mid,basis_mid,False,False,False
3925,xemm_0627_t001_hlfast_utc17_b,normal_activity_liquidity,xemm_0627_t001_hlfast_utc17_b:3925,would_submit,,binance_lead_plus_basis_regression,standardized_linear_regression_v1,675c86d43625713bec580e777d2c1e83471b26d958660af26e9689b709baacef,-4.38768209,forecast_move_ticks,-4.38768209,sell,60743.06123179,60743.06123179,60743.06123179,60743,60744,True,0,-0,-1.5,binance_source_age_low,basis_mid,False,False,False
3926,xemm_0627_t001_hlfast_utc17_b,normal_activity_liquidity,xemm_0627_t001_hlfast_utc17_b:3926,would_submit,,binance_lead_plus_basis_regression,standardized_linear_regression_v1,675c86d43625713bec580e777d2c1e83471b26d958660af26e9689b709baacef,-4.36725308,forecast_move_ticks,-4.36725308,sell,60743.06327469,60743.06327469,60743.06327469,60743,60744,True,0,-0,-1.5,binance_source_age_mid,basis_mid,False,False,False
3927,xemm_0627_t001_hlfast_utc17_b,normal_activity_liquidity,xemm_0627_t001_hlfast_utc17_b:3927,would_submit,,binance_lead_plus_basis_regression,standardized_linear_regression_v1,675c86d43625713bec580e777d2c1e83471b26d958660af26e9689b709baacef,-3.64633654,forecast_move_ticks,-3.64633654,sell,60743.13536635,60743.13536635,60743.13536635,60743,60744,True,0,-0,-1.5,binance_source_age_low,basis_mid,False,False,False
3928,xemm_0627_t001_hlfast_utc17_b,normal_activity_liquidity,xemm_0627_t001_hlfast_utc17_b:3928,would_submit,,binance_lead_plus_basis_regression,standardized_linear_regression_v1,675c86d43625713bec580e777d2c1e83471b26d958660af26e9689b709baacef,-3.62190582,forecast_move_ticks,-3.62190582,sell,60743.13780942,60743.13780942,60743.13780942,60743,60744,True,0,-0,-1.5,binance_source_age_mid,basis_mid,False,False,False
