sample_set_id,sample_id,quote_side,threshold_ticks,persistence_count,oracle_label,intent_count,positive_intent_count,positive_intent_rate,total_optimistic_mid_pnl_ticks,mean_optimistic_mid_pnl_ticks,median_optimistic_mid_pnl_ticks,min_optimistic_mid_pnl_ticks,max_optimistic_mid_pnl_ticks,total_optimistic_mid_pnl_usdc,mean_optimistic_mid_pnl_usdc,best_horizon_ms_counts,assumption_set
canonical_7,xemm_0609_normal_a_event,sell,75,1,non_tradeable_oracle_upper_bound,1204,1202,0.998339,97875,81.291528,55,-75,405,97.875,0.08129153,100:383|250:9|500:29|1000:65|5000:312|10000:406,unconstrained_all_intents
canonical_7,xemm_0609_normal_a_event,sell,75,2,non_tradeable_oracle_upper_bound,1049,1048,0.999047,84845,80.881792,55,-75,395,84.845,0.08088179,100:343|250:6|500:25|1000:52|5000:262|10000:361,unconstrained_all_intents
canonical_7,xemm_0609_normal_a_event,sell,75,3,non_tradeable_oracle_upper_bound,911,911,1,73380,80.548847,55,5,395,73.38,0.08054885,100:305|250:6|500:19|1000:40|5000:227|10000:314,unconstrained_all_intents
canonical_7,xemm_0609_normal_a_event,sell,100,1,non_tradeable_oracle_upper_bound,629,629,1,63955,101.677266,75,5,405,63.955,0.10167727,100:151|250:6|500:22|1000:48|5000:183|10000:219,unconstrained_all_intents
canonical_7,xemm_0609_normal_a_event,sell,100,2,non_tradeable_oracle_upper_bound,492,492,1,49420,100.447154,75,5,395,49.42,0.10044715,100:124|250:3|500:16|1000:31|5000:139|10000:179,unconstrained_all_intents
canonical_7,xemm_0609_normal_a_event,sell,100,3,non_tradeable_oracle_upper_bound,382,382,1,37770,98.874346,65,5,395,37.77,0.09887435,100:98|250:2|500:10|1000:23|5000:110|10000:139,unconstrained_all_intents
canonical_7,xemm_0609_normal_b_event,buy,50,1,non_tradeable_oracle_upper_bound,358,358,1,36865,102.97486,85,5,515,36.865,0.10297486,100:114|500:10|1000:22|5000:109|10000:103,unconstrained_all_intents
canonical_7,xemm_0609_normal_b_event,buy,50,2,non_tradeable_oracle_upper_bound,286,286,1,26825,93.793706,85,5,515,26.825,0.09379371,100:99|500:8|1000:15|5000:87|10000:77,unconstrained_all_intents
canonical_7,xemm_0609_normal_b_event,buy,50,3,non_tradeable_oracle_upper_bound,230,230,1,19595,85.195652,85,5,485,19.595,0.08519565,100:84|500:5|1000:13|5000:69|10000:59,unconstrained_all_intents
canonical_7,xemm_0609_normal_b_event,buy,75,1,non_tradeable_oracle_upper_bound,224,224,1,25415,113.459821,85,5,515,25.415,0.11345982,100:66|500:7|1000:10|5000:70|10000:71,unconstrained_all_intents
canonical_7,xemm_0609_normal_b_event,buy,75,2,non_tradeable_oracle_upper_bound,176,176,1,17265,98.096591,85,5,515,17.265,0.09809659,100:57|500:5|1000:7|5000:53|10000:54,unconstrained_all_intents
canonical_7,xemm_0609_normal_b_event,buy,75,3,non_tradeable_oracle_upper_bound,142,142,1,11855,83.485915,85,5,485,11.855,0.08348592,100:50|500:3|1000:7|5000:40|10000:42,unconstrained_all_intents
canonical_7,xemm_0609_normal_b_event,buy,100,1,non_tradeable_oracle_upper_bound,119,119,1,18110,152.184874,145,5,515,18.11,0.15218487,100:17|500:4|1000:8|5000:45|10000:45,unconstrained_all_intents
canonical_7,xemm_0609_normal_b_event,buy,100,2,non_tradeable_oracle_upper_bound,85,85,1,11490,135.176471,85,5,515,11.49,0.13517647,100:13|500:4|1000:4|5000:33|10000:31,unconstrained_all_intents
canonical_7,xemm_0609_normal_b_event,buy,100,3,non_tradeable_oracle_upper_bound,68,68,1,7955,116.985294,85,5,485,7.955,0.11698529,100:13|500:2|1000:4|5000:27|10000:22,unconstrained_all_intents
canonical_7,xemm_0609_normal_b_event,sell,50,1,non_tradeable_oracle_upper_bound,1213,1213,1,116940,96.405606,65,5,590,116.94,0.09640561,100:346|500:17|1000:52|5000:293|10000:505,unconstrained_all_intents
canonical_7,xemm_0609_normal_b_event,sell,50,2,non_tradeable_oracle_upper_bound,1090,1090,1,105085,96.408257,65,5,545,105.085,0.09640826,100:311|500:15|1000:44|5000:255|10000:465,unconstrained_all_intents
canonical_7,xemm_0609_normal_b_event,sell,50,3,non_tradeable_oracle_upper_bound,981,981,1,94935,96.7737,65,5,545,94.935,0.0967737,100:278|500:11|1000:39|5000:226|10000:427,unconstrained_all_intents
canonical_7,xemm_0609_normal_b_event,sell,75,1,non_tradeable_oracle_upper_bound,561,561,1,69935,124.661319,115,5,545,69.935,0.12466132,100:113|500:13|1000:37|5000:156|10000:242,unconstrained_all_intents
canonical_7,xemm_0609_normal_b_event,sell,75,2,non_tradeable_oracle_upper_bound,454,454,1,55245,121.685022,107.5,5,545,55.245,0.12168502,100:98|500:11|1000:25|5000:125|10000:195,unconstrained_all_intents
canonical_7,xemm_0609_normal_b_event,sell,75,3,non_tradeable_oracle_upper_bound,367,367,1,44105,120.177112,115,5,545,44.105,0.12017711,100:76|500:9|1000:22|5000:104|10000:156,unconstrained_all_intents
canonical_7,xemm_0609_normal_b_event,sell,100,1,non_tradeable_oracle_upper_bound,330,330,1,47990,145.424242,137.5,5,545,47.99,0.14542424,100:50|500:11|1000:29|5000:104|10000:136,unconstrained_all_intents
canonical_7,xemm_0609_normal_b_event,sell,100,2,non_tradeable_oracle_upper_bound,228,228,1,31320,137.368421,135,5,545,31.32,0.13736842,100:41|500:9|1000:14|5000:76|10000:88,unconstrained_all_intents
canonical_7,xemm_0609_normal_b_event,sell,100,3,non_tradeable_oracle_upper_bound,153,153,1,19820,129.542484,125,5,545,19.82,0.12954248,100:26|500:7|1000:11|5000:61|10000:48,unconstrained_all_intents
