event_kind,event_time_ms,local_receive_time_ms,bid_px,ask_px,bid_depth_btc,ask_depth_btc,trade_px,trade_size_btc,aggressor_side,trade_id
book,1784713822697,1784713822965,65874.0,65875.0,106.29902,31.72307,,,,
trade,1784713822697,1784713822965,,,,,65874.0,0.36459,sell,602561857159144
trade,1784713822831,1784713823039,,,,,65874.0,1.73178,sell,1384969135582
trade,1784713822898,1784713823345,,,,,65874.0,0.36459,sell,879600574934647
trade,1784713822970,1784713823345,,,,,65874.0,0.36459,sell,1061054107061925
trade,1784713823099,1784713823346,,,,,65874.0,1.73181,sell,1020922027300645
trade,1784713823099,1784713823346,,,,,65874.0,0.3646,sell,759642472328999
book,1784713823236,1784713823754,65874.0,65875.0,101.74165,35.78824,,,,
trade,1784713823302,1784713823754,,,,,65874.0,0.36459,sell,1115475000019202
trade,1784713823373,1784713823754,,,,,65875.0,0.00759,buy,872211240560621
trade,1784713823506,1784713823754,,,,,65874.0,1.73181,sell,327447116690755
trade,1784713823506,1784713823754,,,,,65874.0,0.36459,sell,520626287877772
trade,1784713823572,1784713823860,,,,,65875.0,0.00121,buy,373100842589571
trade,1784713823572,1784713823860,,,,,65874.0,0.3646,sell,266676979426784
book,1784713823773,1784713824059,65874.0,65875.0,97.18428,34.44866,,,,
trade,1784713823773,1784713824059,,,,,65874.0,1.73178,sell,843533019361184
trade,1784713823976,1784713824225,,,,,65874.0,0.36459,sell,877196819455191
book,1784713824312,1784713824609,65874.0,65875.0,96.81895,31.26857,,,,
trade,1784713824312,1784713824609,,,,,65875.0,0.00605,buy,941479819557947
trade,1784713824312,1784713824609,,,,,65874.0,0.00074,sell,185061182233760
book,1784713824859,1784713825113,65874.0,65875.0,96.81895,31.26857,,,,
book,1784713825404,1784713825637,65874.0,65875.0,96.81895,31.26857,,,,
trade,1784713825604,1784713825800,,,,,65874.0,0.00605,sell,1065868430379043
book,1784713825941,1784713826215,65874.0,65875.0,96.44832,31.67436,,,,
trade,1784713825941,1784713826215,,,,,65874.0,0.36458,sell,646609174494324
trade,1784713825941,1784713826215,,,,,65875.0,0.00563,buy,384209146303045
trade,1784713826348,1784713826555,,,,,65875.0,0.01538,buy,1110272293273290
trade,1784713826348,1784713826555,,,,,65875.0,0.02804,buy,485489463535864
trade,1784713826348,1784713826555,,,,,65875.0,0.01402,buy,396577581742568
trade,1784713826348,1784713826555,,,,,65875.0,0.00023,buy,554699279437245
trade,1784713826348,1784713826555,,,,,65875.0,0.09642,buy,1113674704111534
trade,1784713826348,1784713826555,,,,,65875.0,0.22844,buy,299018197575415
trade,1784713826348,1784713826555,,,,,65875.0,0.00618,buy,649270028928436
trade,1784713826348,1784713826555,,,,,65875.0,0.00314,buy,723280042095117
trade,1784713826348,1784713826555,,,,,65875.0,0.23764,buy,815802332831976
trade,1784713826348,1784713826555,,,,,65875.0,0.00409,buy,1085013213659584
trade,1784713826348,1784713826555,,,,,65875.0,0.00066,buy,523190145228810
trade,1784713826348,1784713826555,,,,,65875.0,0.01985,buy,376030237871571
trade,1784713826348,1784713826555,,,,,65875.0,0.11832,buy,299249388550241
trade,1784713826348,1784713826555,,,,,65875.0,0.31356,buy,205694078557537
book,1784713826476,1784713826709,65874.0,65875.0,96.44832,31.94388,,,,
trade,1784713826544,1784713826759,,,,,65874.0,0.36459,sell,343843279286248
trade,1784713826732,1784713826938,,,,,65874.0,0.36458,sell,420056851591846
trade,1784713826815,1784713827012,,,,,65874.0,0.36459,sell,809937802414193
book,1784713827077,1784713827366,65874.0,65875.0,95.35401,31.61701,,,,
trade,1784713827013,1784713827366,,,,,65874.0,0.00055,sell,72951531221911
trade,1784713827372,1784713827572,,,,,65874.0,0.40137,sell,256606101950066
trade,1784713827434,1784713827624,,,,,65875.0,0.0048,buy,105817247153771
book,1784713827572,1784713827797,65874.0,65875.0,94.95264,31.61221,,,,
trade,1784713827771,1784713827976,,,,,65874.0,0.00124,sell,570723220433266
book,1784713828106,1784713828460,65874.0,65875.0,94.9514,29.96633,,,,
book,1784713828644,1784713828990,65874.0,65875.0,92.85629,30.33439,,,,
trade,1784713828644,1784713828990,,,,,65874.0,0.40136,sell,905944532620151
trade,1784713828644,1784713828990,,,,,65874.0,1.69375,sell,1047992340118375
trade,1784713828711,1784713828991,,,,,65874.0,0.0048,sell,1041155269232566
trade,1784713829046,1784713829330,,,,,65874.0,0.02561,sell,137587834370474
book,1784713829180,1784713829449,65874.0,65875.0,92.82588,32.03497,,,,
book,1784713829716,1784713829983,65874.0,65875.0,92.82588,31.82529,,,,
book,1784713830253,1784713830519,65874.0,65875.0,92.82588,31.82529,,,,
trade,1784713830534,1784713830735,,,,,65874.0,0.00492,sell,269214932560210
book,1784713830801,1784713831052,65874.0,65875.0,92.82096,31.82529,,,,
trade,1784713831069,1784713831384,,,,,65874.0,0.00022,sell,835284362618641
trade,1784713831069,1784713831384,,,,,65874.0,0.00022,sell,863445623596308
trade,1784713831069,1784713831384,,,,,65874.0,0.0006,sell,70535401519177
trade,1784713831069,1784713831384,,,,,65874.0,0.00227,sell,53734593381065
book,1784713831340,1784713831617,65873.0,65874.0,0.00049,13.34834,,,,
trade,1784713831550,1784713831743,,,,,65873.0,0.00049,sell,119770385329037
trade,1784713831685,1784713831881,,,,,65869.0,0.00492,buy,478658796213082
book,1784713831875,1784713832110,65868.0,65869.0,0.02143,10.55958,,,,
trade,1784713832018,1784713832250,,,,,65868.0,0.00267,sell,60598953255829
trade,1784713832082,1784713832316,,,,,65868.0,0.00048,sell,802766717216709
book,1784713832426,1784713832680,65868.0,65869.0,0.01526,44.84992,,,,
trade,1784713832491,1784713832680,,,,,65868.0,0.01509,sell,719454669961187
trade,1784713832491,1784713832680,,,,,65868.0,0.00017,sell,162831541405657
trade,1784713832491,1784713832680,,,,,65867.0,0.0022,sell,621247407639126
trade,1784713832491,1784713832680,,,,,65867.0,0.00192,sell,1079324040468952
trade,1784713832491,1784713832680,,,,,65868.0,0.17685,buy,258038554441747
trade,1784713832491,1784713832680,,,,,65869.0,0.15041,buy,327166450505251
trade,1784713832895,1784713833089,,,,,65868.0,0.001,buy,17007361279014
trade,1784713832895,1784713833089,,,,,65868.0,0.27917,buy,633590736912280
trade,1784713832895,1784713833089,,,,,65868.0,0.19291,buy,900608923308253
trade,1784713832895,1784713833089,,,,,65868.0,0.02692,buy,399753456729530
book,1784713832963,1784713833358,65867.0,65868.0,0.12674,28.83845,,,,
book,1784713833507,1784713833754,65867.0,65868.0,0.02674,28.98618,,,,
trade,1784713833507,1784713833754,,,,,65868.0,0.00517,buy,809041952829452
book,1784713834034,1784713834375,65864.0,65865.0,0.00017,20.56093,,,,
trade,1784713834112,1784713834375,,,,,65864.0,0.00017,sell,472169399081490
trade,1784713834112,1784713834375,,,,,65861.0,0.00152,sell,331476047226869
trade,1784713834112,1784713834375,,,,,65861.0,0.00186,sell,424768724408501
book,1784713834579,1784713834842,65861.0,65862.0,1.6288,16.06807,,,,
trade,1784713834579,1784713834842,,,,,65861.0,0.00034,sell,173212396656902
trade,1784713834579,1784713834842,,,,,65861.0,0.00436,sell,859392347895543
trade,1784713834579,1784713834842,,,,,65861.0,0.00517,sell,369641811745472
book,1784713835113,1784713835367,65861.0,65862.0,3.53619,14.11232,,,,
book,1784713835652,1784713835907,65861.0,65862.0,1.41054,14.37609,,,,
trade,1784713836050,1784713836292,,,,,65861.0,0.002,sell,1104270339515176
book,1784713836190,1784713836464,65861.0,65862.0,3.38238,17.33265,,,,
trade,1784713836524,1784713836713,,,,,65862.0,0.0065,buy,934119634062228
book,1784713836724,1784713836977,65861.0,65862.0,1.56035,17.79091,,,,
book,1784713837263,1784713837507,65861.0,65862.0,1.56035,18.40337,,,,
trade,1784713837665,1784713837848,,,,,65861.0,0.0065,sell,519958174987218
book,1784713837799,1784713838065,65861.0,65862.0,1.25023,17.07404,,,,
book,1784713838337,1784713838660,65861.0,65862.0,2.00607,18.14198,,,,
trade,1784713838739,1784713838936,,,,,65861.0,0.74977,sell,97792336049993
trade,1784713838739,1784713838936,,,,,65861.0,0.09047,sell,969258906571172
trade,1784713838739,1784713838936,,,,,65861.0,0.27657,sell,735109606246276
trade,1784713838739,1784713838936,,,,,65861.0,0.06049,sell,938920343932829
trade,1784713838739,1784713838936,,,,,65861.0,0.07293,sell,138123221724858
trade,1784713838739,1784713838936,,,,,65861.0,0.22,sell,635576699589300
trade,1784713838739,1784713838936,,,,,65861.0,0.012,sell,212263753066396
trade,1784713838739,1784713838936,,,,,65861.0,0.15181,sell,1106159275173371
trade,1784713838739,1784713838936,,,,,65861.0,0.05982,sell,685470862993846
book,1784713838877,1784713839136,65861.0,65862.0,0.15394,18.14198,,,,
book,1784713839415,1784713839746,65861.0,65862.0,2.5456,19.70009,,,,
trade,1784713839485,1784713839746,,,,,65861.0,0.0581,sell,508262433159111
trade,1784713839686,1784713839875,,,,,65861.0,0.00022,sell,160595676850406
trade,1784713839686,1784713839875,,,,,65861.0,0.00664,sell,1086636467578612
book,1784713839944,1784713840180,65861.0,65862.0,1.10731,19.84362,,,,
trade,1784713840016,1784713840243,,,,,65862.0,0.00017,buy,286334028943073
trade,1784713840016,1784713840243,,,,,65862.0,0.0813,buy,798035504115215
trade,1784713840016,1784713840243,,,,,65862.0,0.01417,buy,608527926677664
trade,1784713840016,1784713840243,,,,,65862.0,0.05089,buy,666272719003443
book,1784713840489,1784713840750,65861.0,65862.0,1.10731,19.69709,,,,
trade,1784713840891,1784713841078,,,,,65862.0,0.00686,buy,360714007222813
book,1784713841028,1784713841329,65861.0,65862.0,1.25912,19.78923,,,,
book,1784713841554,1784713841778,65861.0,65862.0,1.25912,19.87923,,,,
book,1784713842097,1784713842366,65861.0,65862.0,0.85236,20.98758,,,,
trade,1784713842301,1784713842516,,,,,65862.0,0.00966,buy,1049544927836571
book,1784713842652,1784713842903,65861.0,65862.0,0.88495,20.23316,,,,
trade,1784713842786,1784713842990,,,,,65861.0,0.00392,sell,237944042354983
trade,1784713843049,1784713843509,,,,,65862.0,0.00017,buy,234142234295903
book,1784713843188,1784713843509,65861.0,65862.0,0.88103,20.98406,,,,
trade,1784713843454,1784713843766,,,,,65861.0,0.00061,sell,769081598099159
book,1784713843725,1784713843979,65861.0,65862.0,0.88042,20.98123,,,,
trade,1784713843858,1784713844039,,,,,65862.0,0.00018,buy,460568549787492
trade,1784713844061,1784713844309,,,,,65862.0,0.00017,buy,544604099772469
trade,1784713844061,1784713844309,,,,,65862.0,0.00392,buy,433308954199140
book,1784713844262,1784713844559,65861.0,65862.0,0.88042,20.22872,,,,
book,1784713844806,1784713845121,65861.0,65862.0,0.88042,19.61723,,,,
trade,1784713845010,1784713845249,,,,,65861.0,0.00045,sell,379240493125734
trade,1784713845274,1784713845529,,,,,65861.0,0.00075,sell,272935539337916
book,1784713845342,1784713845617,65861.0,65862.0,1.18284,20.23319,,,,
book,1784713845881,1784713846132,65861.0,65862.0,1.47125,20.23319,,,,
trade,1784713846016,1784713846254,,,,,65862.0,0.00728,buy,815654747255113
book,1784713846416,1784713846670,65861.0,65862.0,1.25125,20.10631,,,,
book,1784713846951,1784713847196,65861.0,65862.0,1.03125,19.36117,,,,
trade,1784713847018,1784713847243,,,,,65861.0,0.00046,sell,1001139358583925
trade,1784713847222,1784713847410,,,,,65861.0,0.00728,sell,275803873422149
book,1784713847488,1784713847767,65861.0,65862.0,1.02351,20.96712,,,,
trade,1784713847488,1784713847767,,,,,65862.0,0.00412,buy,951970532073647
book,1784713848025,1784713848373,65861.0,65862.0,1.023,20.96712,,,,
trade,1784713848025,1784713848373,,,,,65861.0,0.00051,sell,529445488069653
book,1784713848561,1784713848820,65861.0,65862.0,0.56629,21.08854,,,,
book,1784713849097,1784713849385,65861.0,65862.0,0.56629,21.58854,,,,
