event_sequence,source_channel,source_event_exchange_time_ms,source_local_receive_ts_ns,candidate_age_seconds_at_eval,side,quote_px,bid,ask,spread_ticks,order_size_btc,same_side_top_qty_btc,same_side_top_order_count,top_depth_multiple_of_order,rolling_trade_count_last_3s,touch_trade_qty_btc,strict_trade_through_qty_btc,at_or_through_trade_qty_btc,required_depletion_qty_btc,queue_depletion_multiple,public_depletion_status,quality_bucket,dynamic_size_btc,allowed,skip_reason,bbo_history_count,bbo_history_span_ms,last_l2_age_ms,same_touch_bbo_count,bbo_history_status,freshness_source,touch_stability_ms,last_touch_change_ms,previous_top_qty,current_top_qty,reset_qty_delta,previous_order_count,current_order_count,reset_order_count_delta,top_reset_status,top_reset_reason,fresh_touch_evidence_status,fresh_touch_evidence_reason,fresh_touch_block_reason,queue_reset_block_reason,local_receive_ordering_status,exchange_time_ordering_status,inference_scope,shadow_action,shadow_reason,fair_mid_source_status,fair_mid_source_reason,edge_gate_status,edge_gate_reason,fair_mid_px,edge_ticks,binance_source_age_ms,order_endpoint_called,private_endpoint_called,credential_read
248,trades,1782283437483,1782283437626747216,0.143882,buy,62793,62793,62794,1,0.005,11.89653,39,2379.306,3,0.01614,0,0.01614,11.90153,0.001356128161673331075920490895,touched_quote_without_depletion,,0.00403,False,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,11,53673,5138,2,last_l2_too_old,real_bbo_history_stale,10520,1782283426963,19.18387,11.89653,-7.28734,69,39,-30,reset_supported,same_touch_top_qty_or_order_count_reduced,block,last_l2_too_old,last_l2_too_old,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
249,l2Book,1782283437738,1782283438024544536,0.286641,buy,62793,62793,62794,1,0.005,11.16729,42,2233.458,3,0.01614,0,0.01614,11.17229,0.00144464563665998644861527941,touched_quote_without_depletion,,0.00403,False,missing_same_side_strict_through_support,12,59066,0,3,same_touch_stable_enough,real_bbo_history_touch_stability,10775,1782283426963,19.18387,11.16729,-8.01658,69,42,-27,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
250,trades,1782283438490,1782283438613794561,0.123869,buy,62793,62793,62794,1,0.005,11.16729,42,2233.458,3,0,0,0,11.17229,0,not_depleted,,0.0,False,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,12,59066,752,3,same_touch_stable_enough,real_bbo_history_touch_stability,11527,1782283426963,19.18387,11.16729,-8.01658,69,42,-27,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
251,trades,1782283439029,1782283439241265780,0.21233,buy,62793,62793,62794,1,0.005,11.16729,42,2233.458,4,0,0,0,11.17229,0,not_depleted,,0.0,False,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,11,53779,1291,3,same_touch_stable_enough,real_bbo_history_touch_stability,12066,1782283426963,19.18387,11.16729,-8.01658,69,42,-27,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
252,l2Book,1782283443093,1782283443400133038,0.307282,buy,62793,62793,62794,1,0.005,10.60628,42,2121.256,0,0,0,0,10.61128,0,not_depleted,,0.0,False,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,12,59134,0,4,same_touch_stable_enough,real_bbo_history_touch_stability,16130,1782283426963,19.18387,10.60628,-8.57759,69,42,-27,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
253,trades,1782283444581,1782283444769536678,0.188645,buy,62793,62793,62794,1,0.005,10.60628,42,2121.256,2,0,0,0,10.61128,0,not_depleted,,0.0,False,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,11,53760,1488,4,same_touch_stable_enough,real_bbo_history_touch_stability,17618,1782283426963,19.18387,10.60628,-8.57759,69,42,-27,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
254,trades,1782283448016,1782283448287597902,0.271744,buy,62793,62793,62794,1,0.005,10.60628,42,2121.256,1,0,0,0,10.61128,0,not_depleted,,0.0,False,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,11,53760,4923,4,same_touch_stable_enough,real_bbo_history_touch_stability,21053,1782283426963,19.18387,10.60628,-8.57759,69,42,-27,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
255,l2Book,1782283448525,1782283448872237966,0.347357,buy,62793,62793,62794,1,0.005,0.7174,5,143.48,1,0,0,0,0.7224,0,not_depleted,,0.0,False,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,12,59192,0,5,same_touch_stable_enough,real_bbo_history_touch_stability,21562,1782283426963,19.18387,0.7174,-18.46647,69,5,-64,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
256,trades,1782283450475,1782283450673115631,0.198233,buy,62793,62793,62794,1,0.005,0.7174,5,143.48,2,0,0,0,0.7224,0,not_depleted,,0.0,False,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,11,53836,1950,5,same_touch_stable_enough,real_bbo_history_touch_stability,23512,1782283426963,19.18387,0.7174,-18.46647,69,5,-64,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
257,trades,1782283450674,1782283451155877781,0.481953,buy,62793,62793,62794,1,0.005,0.7174,5,143.48,3,0.00017,0,0.00017,0.7224,0.0002353266888150609080841638981,touched_quote_without_depletion,,4e-05,False,missing_same_side_strict_through_support,11,53836,2149,5,same_touch_stable_enough,real_bbo_history_touch_stability,23711,1782283426963,19.18387,0.7174,-18.46647,69,5,-64,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
258,trades,1782283451275,1782283451571837928,0.296923,buy,62793,62793,62794,1,0.005,0.7174,5,143.48,3,0.00017,0,0.00017,0.7224,0.0002353266888150609080841638981,touched_quote_without_depletion,,4e-05,False,missing_same_side_strict_through_support,11,53836,2750,5,same_touch_stable_enough,real_bbo_history_touch_stability,24312,1782283426963,19.18387,0.7174,-18.46647,69,5,-64,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
259,trades,1782283451567,1782283451819169764,0.252231,buy,62793,62793,62794,1,0.005,0.7174,5,143.48,5,0.00017,0.00028,0.00045,0.7224,0.000622923588039867109634551495,strict_trade_through_seen_but_visible_top_not_depleted,,0.00011,False,outside_quality_a_b_queue_bands,11,53836,3042,5,same_touch_stable_enough,real_bbo_history_touch_stability,24604,1782283426963,19.18387,0.7174,-18.46647,69,5,-64,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,outside_quality_a_b_queue_bands,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
260,trades,1782283454001,1782283454363894508,0.363039,buy,62793,62793,62794,1,0.005,0.7174,5,143.48,11,0,0.00574,0.00574,0.7224,0.007945736434108527131782945736,strict_trade_through_seen_but_visible_top_not_depleted,,0.00143,False,missing_touch_freshness_or_queue_reset_evidence,11,53836,5476,5,last_l2_too_old,real_bbo_history_stale,27038,1782283426963,19.18387,0.7174,-18.46647,69,5,-64,reset_supported,same_touch_top_qty_or_order_count_reduced,block,last_l2_too_old,last_l2_too_old,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_touch_freshness_or_queue_reset_evidence,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
261,l2Book,1782283454064,1782283454364359371,0.300427,buy,62787,62787,62788,1,0.005,0.0009,1,0.18,11,0.00227,0,0.00227,0.0059,0.3847457627118644067796610169,depleted_visible_top_proxy_only,,0.00056,False,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,12,59375,0,1,same_touch_seen_but_not_stable,real_bbo_history_insufficient,0,1782283454064,,0.0009,,,1,,missing,no_prior_same_touch_bbo,block,no_prior_same_touch_bbo,same_touch_seen_but_not_stable,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
262,trades,1782283455708,1782283456103993806,0.396127,buy,62787,62787,62788,1,0.005,0.0009,1,0.18,9,0.00227,0,0.00227,0.0059,0.3847457627118644067796610169,depleted_visible_top_proxy_only,,0.00056,False,missing_same_side_strict_through_support,11,53943,1644,1,same_touch_stable_enough,real_bbo_history_touch_stability,1644,1782283454064,,0.0009,,,1,,missing,no_prior_same_touch_bbo,pass,,,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
263,trades,1782283456874,1782283457058193357,0.184278,buy,62787,62787,62788,1,0.005,0.0009,1,0.18,10,0.00227,0,0.00227,0.0059,0.3847457627118644067796610169,depleted_visible_top_proxy_only,,0.00056,False,missing_same_side_strict_through_support,11,53943,2810,1,same_touch_stable_enough,real_bbo_history_touch_stability,2810,1782283454064,,0.0009,,,1,,missing,no_prior_same_touch_bbo,pass,,,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
264,trades,1782283458012,1782283458285351602,0.273475,buy,62787,62787,62788,1,0.005,0.0009,1,0.18,9,0.36059,0,0.36059,0.0059,61.1169491525423728813559322,depleted_top_plus_order_proxy,,0.005,False,missing_same_side_strict_through_support,11,53943,3948,1,same_touch_stable_enough,real_bbo_history_touch_stability,3948,1782283454064,,0.0009,,,1,,missing,no_prior_same_touch_bbo,pass,,,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
265,trades,1782283458159,1782283458344274122,0.18533,buy,62787,62787,62788,1,0.005,0.0009,1,0.18,11,0.9332,0,0.9332,0.0059,158.169491525423728813559322,depleted_top_plus_order_proxy,,0.005,False,missing_same_side_strict_through_support,11,53943,4095,1,same_touch_stable_enough,real_bbo_history_touch_stability,4095,1782283454064,,0.0009,,,1,,missing,no_prior_same_touch_bbo,pass,,,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
266,trades,1782283458381,1782283458591591118,0.210656,buy,62787,62787,62788,1,0.005,0.0009,1,0.18,14,2.00623,0,2.00623,0.0059,340.0389830508474576271186441,depleted_top_plus_order_proxy,,0.005,False,missing_same_side_strict_through_support,11,53943,4317,1,same_touch_stable_enough,real_bbo_history_touch_stability,4317,1782283454064,,0.0009,,,1,,missing,no_prior_same_touch_bbo,pass,,,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
267,trades,1782283458518,1782283458721898981,0.203952,buy,62787,62787,62788,1,0.005,0.0009,1,0.18,15,2.12073,0,2.12073,0.0059,359.4457627118644067796610169,depleted_top_plus_order_proxy,,0.005,False,missing_same_side_strict_through_support,11,53943,4454,1,same_touch_stable_enough,real_bbo_history_touch_stability,4454,1782283454064,,0.0009,,,1,,missing,no_prior_same_touch_bbo,pass,,,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
268,trades,1782283458651,1782283458832708069,0.181763,buy,62787,62787,62788,1,0.005,0.0009,1,0.18,16,2.20947,0,2.20947,0.0059,374.4864406779661016949152542,depleted_top_plus_order_proxy,,0.005,False,missing_same_side_strict_through_support,11,53943,4587,1,same_touch_stable_enough,real_bbo_history_touch_stability,4587,1782283454064,,0.0009,,,1,,missing,no_prior_same_touch_bbo,pass,,,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
269,trades,1782283458783,1782283458973868085,0.190927,buy,62787,62787,62788,1,0.005,0.0009,1,0.18,17,2.39892,0,2.39892,0.0059,406.5966101694915254237288136,depleted_top_plus_order_proxy,,0.005,False,missing_same_side_strict_through_support,11,53943,4719,1,same_touch_stable_enough,real_bbo_history_touch_stability,4719,1782283454064,,0.0009,,,1,,missing,no_prior_same_touch_bbo,pass,,,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
270,trades,1782283458917,1782283459128193119,0.211243,buy,62787,62787,62788,1,0.005,0.0009,1,0.18,18,2.67738,0,2.67738,0.0059,453.7932203389830508474576271,depleted_top_plus_order_proxy,,0.005,False,missing_same_side_strict_through_support,11,53943,4853,1,same_touch_stable_enough,real_bbo_history_touch_stability,4853,1782283454064,,0.0009,,,1,,missing,no_prior_same_touch_bbo,pass,,,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
271,trades,1782283459050,1782283459298602712,0.248652,buy,62787,62787,62788,1,0.005,0.0009,1,0.18,19,2.71624,0,2.71624,0.0059,460.3796610169491525423728814,depleted_top_plus_order_proxy,,0.005,False,missing_same_side_strict_through_support,11,53943,4986,1,same_touch_stable_enough,real_bbo_history_touch_stability,4986,1782283454064,,0.0009,,,1,,missing,no_prior_same_touch_bbo,pass,,,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
272,trades,1782283459118,1782283459310673563,0.192723,buy,62787,62787,62788,1,0.005,0.0009,1,0.18,20,2.81801,0,2.81801,0.0059,477.6288135593220338983050847,depleted_top_plus_order_proxy,,0.005,False,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,11,53943,5054,1,last_l2_too_old,real_bbo_history_stale,5054,1782283454064,,0.0009,,,1,,missing,no_prior_same_touch_bbo,block,last_l2_too_old,last_l2_too_old,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
273,trades,1782283459251,1782283459439005115,0.188236,buy,62787,62787,62788,1,0.005,0.0009,1,0.18,21,3.23348,0,3.23348,0.0059,548.0474576271186440677966102,depleted_top_plus_order_proxy,,0.005,False,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,11,53943,5187,1,last_l2_too_old,real_bbo_history_stale,5187,1782283454064,,0.0009,,,1,,missing,no_prior_same_touch_bbo,block,last_l2_too_old,last_l2_too_old,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
274,l2Book,1782283459395,1782283459690739045,0.295821,buy,62787,62787,62788,1,0.005,6.2054,21,1241.08,21,3.23348,0,3.23348,6.2104,0.5206556743526986989565889476,touched_quote_without_depletion,,0.005,False,missing_same_side_strict_through_support,12,59274,0,2,same_touch_stable_enough,real_bbo_history_touch_stability,5331,1782283454064,0.0009,6.2054,6.2045,1,21,20,not_reset,history_present_no_reset,pass,,,history_present_no_reset,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
275,trades,1782283459465,1782283459744486196,0.279554,buy,62787,62787,62788,1,0.005,6.2054,21,1241.08,24,4.50598,0,4.50598,6.2104,0.7255539095710421228906350638,touched_quote_without_depletion,,0.005,False,missing_same_side_strict_through_support,12,59274,70,2,same_touch_stable_enough,real_bbo_history_touch_stability,5401,1782283454064,0.0009,6.2054,6.2045,1,21,20,not_reset,history_present_no_reset,pass,,,history_present_no_reset,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
276,trades,1782283459598,1782283459818847764,0.220926,buy,62787,62787,62788,1,0.005,6.2054,21,1241.08,34,5.96679,0,5.96679,6.2104,0.9607738631972175705268581734,touched_quote_without_depletion,,0.005,False,missing_same_side_strict_through_support,12,59274,203,2,same_touch_stable_enough,real_bbo_history_touch_stability,5534,1782283454064,0.0009,6.2054,6.2045,1,21,20,not_reset,history_present_no_reset,pass,,,history_present_no_reset,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
277,trades,1782283459732,1782283459917118258,0.185182,buy,62787,62787,62788,1,0.005,6.2054,21,1241.08,36,6.25524,0,6.25524,6.2104,1.00722014685044441581862682,depleted_top_plus_order_proxy,,0.005,False,missing_same_side_strict_through_support,12,59274,337,2,same_touch_stable_enough,real_bbo_history_touch_stability,5668,1782283454064,0.0009,6.2054,6.2045,1,21,20,not_reset,history_present_no_reset,pass,,,history_present_no_reset,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
278,trades,1782283459868,1782283460052829557,0.184912,buy,62787,62787,62788,1,0.005,6.2054,21,1241.08,38,7.02806,0,7.02806,6.2104,1.131659796470436686847868092,depleted_top_plus_order_proxy,,0.005,False,missing_same_side_strict_through_support,12,59274,473,2,same_touch_stable_enough,real_bbo_history_touch_stability,5804,1782283454064,0.0009,6.2054,6.2045,1,21,20,not_reset,history_present_no_reset,pass,,,history_present_no_reset,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
279,trades,1782283460001,1782283460264387708,0.263476,buy,62787,62787,62788,1,0.005,6.2054,21,1241.08,43,7.47632,0,7.47632,6.2104,1.203838722143501223753703465,depleted_top_plus_order_proxy,,0.005,False,missing_same_side_strict_through_support,12,59274,606,2,same_touch_stable_enough,real_bbo_history_touch_stability,5937,1782283454064,0.0009,6.2054,6.2045,1,21,20,not_reset,history_present_no_reset,pass,,,history_present_no_reset,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
280,trades,1782283460067,1782283460279476528,0.212549,buy,62787,62787,62788,1,0.005,6.2054,21,1241.08,46,7.92889,0,7.92889,6.2104,1.276711644982609815792863584,depleted_top_plus_order_proxy,,0.005,False,missing_same_side_strict_through_support,12,59274,672,2,same_touch_stable_enough,real_bbo_history_touch_stability,6003,1782283454064,0.0009,6.2054,6.2045,1,21,20,not_reset,history_present_no_reset,pass,,,history_present_no_reset,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
281,trades,1782283460201,1782283460412804780,0.21192,buy,62787,62787,62788,1,0.005,6.2054,21,1241.08,49,8.71492,0,8.71492,6.2104,1.403278371763493494782944738,depleted_top_plus_order_proxy,,0.005,False,missing_same_side_strict_through_support,11,53833,806,2,same_touch_stable_enough,real_bbo_history_touch_stability,6137,1782283454064,0.0009,6.2054,6.2045,1,21,20,not_reset,history_present_no_reset,pass,,,history_present_no_reset,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
282,trades,1782283460406,1782283460527038136,0.121162,buy,62787,62787,62788,1,0.005,6.2054,21,1241.08,72,12.45935,0.03255,12.4919,6.2104,2.011448537936364807419811928,depleted_top_plus_order_proxy,,0.002,False,outside_quality_a_b_queue_bands,11,53833,1011,2,same_touch_stable_enough,real_bbo_history_touch_stability,6342,1782283454064,0.0009,6.2054,6.2045,1,21,20,not_reset,history_present_no_reset,pass,,,history_present_no_reset,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,outside_quality_a_b_queue_bands,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
283,trades,1782283460477,1782283460776261450,0.299353,buy,62787,62787,62788,1,0.005,6.2054,21,1241.08,78,12.90273,0.03255,12.93528,6.2104,2.08284168491562540255056035,depleted_top_plus_order_proxy,,0.002,False,outside_quality_a_b_queue_bands,11,53833,1082,2,same_touch_stable_enough,real_bbo_history_touch_stability,6413,1782283454064,0.0009,6.2054,6.2045,1,21,20,not_reset,history_present_no_reset,pass,,,history_present_no_reset,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,outside_quality_a_b_queue_bands,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
284,trades,1782283460554,1782283460814105703,0.260187,buy,62787,62787,62788,1,0.005,6.2054,21,1241.08,80,12.97164,0.03255,13.00419,6.2104,2.0939375885611232770836017,depleted_top_plus_order_proxy,,0.002,False,outside_quality_a_b_queue_bands,11,53833,1159,2,same_touch_stable_enough,real_bbo_history_touch_stability,6490,1782283454064,0.0009,6.2054,6.2045,1,21,20,not_reset,history_present_no_reset,pass,,,history_present_no_reset,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,outside_quality_a_b_queue_bands,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
