join_seq,timestamp_clock_policy,hyperliquid_decision_ts,binance_source_found,binance_source_age_ms,binance_source_age_bucket,cross_exchange_future_join,cross_exchange_missing_binance_join,binance_lead_quality,hyperliquid_lag_quality,joined_row_quality,basis_mid_px,basis_mid_ticks,basis_microprice_px,basis_contract_caveat,lead_lag_statistical_conclusion,binance_feature_seq,binance_source_raw_seq,binance_event_type,binance_local_ts,binance_exch_ts,binance_last_u,binance_prev_u,binance_sync_aligned,binance_sync_gap,binance_startup_excluded,binance_first_valid_update_aligned,binance_best_bid_px,binance_best_ask_px,binance_mid_px,binance_spread_ticks,binance_bid_top5_px,binance_ask_top5_px,binance_bid_top5_qtys,binance_ask_top5_qtys,binance_top5_bid_qty,binance_top5_ask_qty,binance_top5_imbalance,binance_top5_microprice_px,binance_microprice_minus_mid_ticks,binance_mid_move_ticks_from_prev,binance_rolling_abs_mid_move_ticks_5,binance_rolling_rv_ticks_20,binance_bookticker_u,binance_bookticker_local_ts,binance_bookticker_depth_age_ms,binance_bookticker_depth_age_bucket,binance_bookticker_bbo_match,binance_trade_pressure_status,binance_trade_pressure_bucket,hyperliquid_decision_seq,hyperliquid_decision_ts,hyperliquid_joined_raw_seq,hyperliquid_l2book_local_ts,hyperliquid_l2book_event_ts,hyperliquid_join_age_ms,hyperliquid_join_age_bucket,hyperliquid_future_join,hyperliquid_missing_join,hyperliquid_reconnect_recovery_crossed,hyperliquid_coin,hyperliquid_best_bid_px,hyperliquid_best_ask_px,hyperliquid_mid_px,hyperliquid_spread_ticks,hyperliquid_bid_topn_px,hyperliquid_ask_topn_px,hyperliquid_bid_topn_qtys,hyperliquid_ask_topn_qtys,hyperliquid_bid_topn_order_count,hyperliquid_ask_topn_order_count,hyperliquid_top5_bid_qty,hyperliquid_top5_ask_qty,hyperliquid_top5_imbalance,hyperliquid_top5_microprice_px,hyperliquid_microprice_minus_mid_ticks,hyperliquid_context_quality,hyperliquid_trade_pressure_status,hyperliquid_trade_pressure_bucket
2622,local_controller_capture_ts_ns,1780379617038146252,true,10.277005,fresh_0_50ms,false,false,primary_usable,primary_usable,primary_usable,-30.35,-303.5,-30.38397203,diagnostic_only_binance_usdm_futures_BTCUSDT_vs_hyperliquid_BTC_contract_basis,not_calculated_in_0601T002,48955,757071,depthUpdate,1780379617027869247,1780379616969000000,10685890276778,10685890275386,True,False,False,,70350.1,70350.2,70350.15,1,70350.1|70350|70349.9|70349.8|70349.5,70350.2|70350.3|70350.5|70350.6|70350.7,0.516|0.627|0.508|0.019|0.003,8.463|0.01|0.002|0.004|0.286,1.673,8.765,-0.67944051,70350.11602797,-0.33972025,0,0,0,10685890276152,1780379617017257646,10.611601,watch_10_50ms,true,disabled_unverified_side_semantics,disabled_diagnostic_only,2622,1780379617038146252,4837,1780379617035746004,1780379616709000000,2.400248,fresh_0_50ms,false,false,false,BTC,70380,70381,70380.5,10,70380.0|70379.0|70378.0|70377.0|70376.0,70381.0|70382.0|70383.0|70384.0|70385.0,0.08561|0.00032|0.00054|0.00017|0.00339,25.61659|3.80605|1.21912|0.97669|5.48029,3|2|3|1|3,88|8|14|9|8,0.09003,37.09874,-0.99515822,70380.00242089,-4.97579108,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
2623,local_controller_capture_ts_ns,1780379617538146252,true,2.830513,fresh_0_50ms,false,false,primary_usable,primary_usable,primary_usable,-30.35,-303.5,-30.38387097,diagnostic_only_binance_usdm_futures_BTCUSDT_vs_hyperliquid_BTC_contract_basis,not_calculated_in_0601T002,48974,757128,depthUpdate,1780379617535315739,1780379617477000000,10685890305805,10685890304705,True,False,False,,70350.1,70350.2,70350.15,1,70350.1|70350|70349.9|70349.8|70349.5,70350.2|70350.3|70350.5|70350.6|70350.7,0.508|0.627|0.508|0.019|0.003,8.356|0.01|0.002|0.004|0.286,1.665,8.658,-0.67741935,70350.11612903,-0.33870968,0,0,0,10685890303746,1780379617481754267,53.561472,stale_over_50ms,true,disabled_unverified_side_semantics,disabled_diagnostic_only,2623,1780379617538146252,4837,1780379617035746004,1780379616709000000,502.400248,watch_250ms_to_stale_limit,false,false,false,BTC,70380,70381,70380.5,10,70380.0|70379.0|70378.0|70377.0|70376.0,70381.0|70382.0|70383.0|70384.0|70385.0,0.08561|0.00032|0.00054|0.00017|0.00339,25.61659|3.80605|1.21912|0.97669|5.48029,3|2|3|1|3,88|8|14|9|8,0.09003,37.09874,-0.99515822,70380.00242089,-4.97579108,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
2624,local_controller_capture_ts_ns,1780379618038146252,true,10.236187,fresh_0_50ms,false,false,primary_usable,primary_usable,primary_usable,-30.35,-303.5,-30.3725214,diagnostic_only_binance_usdm_futures_BTCUSDT_vs_hyperliquid_BTC_contract_basis,not_calculated_in_0601T002,48992,757186,depthUpdate,1780379618027910065,1780379617969000000,10685890338928,10685890337735,True,False,False,,70350.1,70350.2,70350.15,1,70350.1|70350|70349.9|70349.8|70349.5,70350.2|70350.3|70350.5|70350.6|70350.7,1.282|0.724|0.508|0.019|0.003,6.679|0.007|0.002|0.004|0.001,2.536,6.693,-0.450428,70350.1274786,-0.225214,0,0,0,10685890338016,1780379618003314771,24.595294,watch_10_50ms,true,disabled_unverified_side_semantics,disabled_diagnostic_only,2624,1780379618038146252,4840,1780379617560165022,1780379617248000000,477.981230,watch_250ms_to_stale_limit,false,false,false,BTC,70380,70381,70380.5,10,70380.0|70379.0|70378.0|70377.0|70376.0,70381.0|70382.0|70383.0|70384.0|70385.0,0.08371|0.00032|0.00054|0.00017|0.00339,25.53755|3.80605|1.21612|0.97669|5.48329,3|2|3|1|3,88|8|13|9|9,0.08813,37.0197,-0.99525006,70380.00237497,-4.9762503,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
2625,local_controller_capture_ts_ns,1780379618538146252,true,24.387407,fresh_0_50ms,false,false,primary_usable,primary_usable,primary_usable,-30.35,-303.5,-30.37225637,diagnostic_only_binance_usdm_futures_BTCUSDT_vs_hyperliquid_BTC_contract_basis,not_calculated_in_0601T002,49010,757226,depthUpdate,1780379618513758845,1780379618456000000,10685890369325,10685890367477,True,False,False,,70350.1,70350.2,70350.15,1,70350.1|70350|70349.9|70349.8|70349.5,70350.2|70350.3|70350.5|70350.6|70350.7,1.274|0.724|0.508|0.019|0.003,6.57|0.007|0.002|0.004|0.001,2.528,6.584,-0.4451273,70350.12774363,-0.22256365,0,0,0,10685890368670,1780379618504726856,9.031989,warm_1_10ms,true,disabled_unverified_side_semantics,disabled_diagnostic_only,2625,1780379618538146252,4842,1780379618077617942,1780379617768000000,460.528310,watch_250ms_to_stale_limit,false,false,false,BTC,70380,70381,70380.5,10,70380.0|70379.0|70378.0|70377.0|70376.0,70381.0|70382.0|70383.0|70384.0|70385.0,0.08371|0.00032|0.00054|0.00017|0.00339,25.52705|3.80605|1.21612|0.97669|5.48329,3|2|3|1|3,88|8|13|9|9,0.08813,37.0092,-0.99524871,70380.00237564,-4.97624357,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
2626,local_controller_capture_ts_ns,1780379619038146252,true,7.217658,fresh_0_50ms,false,false,primary_usable,primary_usable,primary_usable,-30.35,-303.5,-30.37223625,diagnostic_only_binance_usdm_futures_BTCUSDT_vs_hyperliquid_BTC_contract_basis,not_calculated_in_0601T002,49029,757258,depthUpdate,1780379619030928594,1780379618969000000,10685890400010,10685890398256,True,False,False,,70350.1,70350.2,70350.15,1,70350.1|70350|70349.9|70349.8|70349.5,70350.2|70350.3|70350.5|70350.6|70350.7,1.275|0.724|0.508|0.019|0.003,6.566|0.007|0.002|0.004|0.001,2.529,6.58,-0.444725,70350.12776375,-0.2223625,0,0,0,10685890398514,1780379619002740337,28.188257,watch_10_50ms,true,disabled_unverified_side_semantics,disabled_diagnostic_only,2626,1780379619038146252,4844,1780379618693185944,1780379618333000000,344.960308,watch_250ms_to_stale_limit,false,false,false,BTC,70380,70381,70380.5,10,70380.0|70379.0|70378.0|70377.0|70376.0,70381.0|70382.0|70383.0|70384.0|70385.0,0.07538|0.00032|0.00054|0.00017|0.00339,25.52705|3.80605|1.21612|0.97669|5.48329,3|2|3|1|3,88|8|13|9|9,0.0798,37.0092,-0.99569684,70380.00215158,-4.97848419,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
2627,local_controller_capture_ts_ns,1780379619538146252,true,16.341514,fresh_0_50ms,false,false,primary_usable,primary_usable,primary_usable,-30.35,-303.5,-30.37687861,diagnostic_only_binance_usdm_futures_BTCUSDT_vs_hyperliquid_BTC_contract_basis,not_calculated_in_0601T002,49047,757301,depthUpdate,1780379619521804738,1780379619457000000,10685890435626,10685890433877,True,False,False,,70350.1,70350.2,70350.15,1,70350.1|70350|70349.9|70349.8|70349.5,70350.2|70350.3|70350.5|70350.6|70350.7,0.847|0.625|0.506|0.019|0.003,6.636|0.007|0.002|0.004|0.001,2,6.65,-0.53757225,70350.12312139,-0.26878613,0,0,0,10685890435626,1780379619514126281,7.678457,warm_1_10ms,true,disabled_unverified_side_semantics,disabled_diagnostic_only,2627,1780379619538146252,4845,1780379619192380026,1780379618874000000,345.766226,watch_250ms_to_stale_limit,false,false,false,BTC,70380,70381,70380.5,10,70380.0|70379.0|70378.0|70377.0|70376.0,70381.0|70382.0|70383.0|70384.0|70385.0,0.07538|0.00017|0.00054|0.00017|0.00339,25.60848|3.80605|1.21612|0.97669|5.48329,3|1|3|1|3,89|8|13|9|9,0.07965,37.09063,-0.99571432,70380.00214284,-4.97857159,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
2628,local_controller_capture_ts_ns,1780379620038146252,true,33.776577,fresh_0_50ms,false,false,primary_usable,primary_usable,primary_usable,-30.35,-303.5,-30.38312821,diagnostic_only_binance_usdm_futures_BTCUSDT_vs_hyperliquid_BTC_contract_basis,not_calculated_in_0601T002,49065,757451,depthUpdate,1780379620004369675,1780379619946000000,10685890500281,10685890497653,True,False,False,,70350.1,70350.2,70350.15,1,70350.1|70350|70349.9|70349.8|70349.5,70350.2|70350.3|70350.5|70350.6|70350.7,1|0.199|0.426|0.113|0.003,8.511|0.011|0.002|0.004|0.05,1.741,8.578,-0.6625642,70350.11687179,-0.3312821,0,0,0,10685890498958,1780379619993530684,10.838991,watch_10_50ms,true,disabled_unverified_side_semantics,disabled_diagnostic_only,2628,1780379620038146252,4848,1780379619747105611,1780379619435000000,291.040641,watch_250ms_to_stale_limit,false,false,false,BTC,70380,70381,70380.5,10,70380.0|70379.0|70378.0|70377.0|70376.0,70381.0|70382.0|70383.0|70384.0|70385.0,0.04167|0.00032|0.00054|0.00017|0.00339,25.43225|3.80605|1.21912|0.97669|5.48029,3|2|3|1|3,86|8|14|9|8,0.04609,36.9144,-0.99750599,70380.00124701,-4.98752993,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
2629,local_controller_capture_ts_ns,1780379620538146252,true,20.410233,fresh_0_50ms,false,false,primary_usable,primary_usable,primary_usable,-30.35,-303.5,-30.38482355,diagnostic_only_binance_usdm_futures_BTCUSDT_vs_hyperliquid_BTC_contract_basis,not_calculated_in_0601T002,49084,757519,depthUpdate,1780379620517736019,1780379620458000000,10685890534751,10685890533492,True,False,False,,70350.1,70350.2,70350.15,1,70350.1|70350|70349.9|70349.8|70349.5,70350.2|70350.3|70350.5|70350.6|70350.7,0.661|0.199|0.426|0.113|0.003,7.776|0.01|0.002|0.004|0.044,1.402,7.836,-0.6964711,70350.11517645,-0.34823555,0,0,0,10685890534634,1780379620517311029,0.424990,fresh_0_1ms,true,disabled_unverified_side_semantics,disabled_diagnostic_only,2629,1780379620538146252,4849,1780379620304315377,1780379619980000000,233.830875,warm_50_250ms,false,false,false,BTC,70380,70381,70380.5,10,70380.0|70379.0|70378.0|70377.0|70376.0,70381.0|70382.0|70383.0|70384.0|70385.0,0.04167|0.00032|0.00054|0.00017|0.00339,24.86381|3.80905|3.63435|0.97669|5.48329,3|2|3|1|3,82|9|13|9|9,0.04609,38.76719,-0.99762504,70380.00118748,-4.9881252,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
2630,local_controller_capture_ts_ns,1780379621038146252,true,6.014467,fresh_0_50ms,false,false,primary_usable,primary_usable,primary_usable,-30.35,-303.5,-30.36309948,diagnostic_only_binance_usdm_futures_BTCUSDT_vs_hyperliquid_BTC_contract_basis,not_calculated_in_0601T002,49103,757600,depthUpdate,1780379621032131785,1780379620973000000,10685890582064,10685890580621,True,False,False,,70350.1,70350.2,70350.15,1,70350.1|70350|70349.9|70349.8|70349.5,70350.2|70350.3|70350.5|70350.6|70350.7,1.904|0.347|0.426|0.113|0.003,4.762|0.007|0.002|0.004|0.001,2.793,4.776,-0.26198969,70350.13690052,-0.13099485,0,0,0,10685890577722,1780379620964033710,68.098075,stale_over_50ms,true,disabled_unverified_side_semantics,disabled_diagnostic_only,2630,1780379621038146252,4850,1780379620867425859,1780379620542000000,170.720393,warm_50_250ms,false,false,false,BTC,70380,70381,70380.5,10,70380.0|70379.0|70378.0|70377.0|70376.0,70381.0|70382.0|70383.0|70384.0|70385.0,0.04167|0.00032|0.00054|0.00017|0.00339,24.86381|3.80905|3.63435|0.97669|5.67715,3|2|3|1|3,82|9|13|9|9,0.04609,38.96105,-0.99763684,70380.00118158,-4.98818421,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
2631,local_controller_capture_ts_ns,1780379621538146252,true,22.868501,fresh_0_50ms,false,false,primary_usable,primary_usable,primary_usable,-30.35,-303.5,-30.37351042,diagnostic_only_binance_usdm_futures_BTCUSDT_vs_hyperliquid_BTC_contract_basis,not_calculated_in_0601T002,49121,757643,depthUpdate,1780379621515277751,1780379621457000000,10685890621101,10685890619400,True,False,False,,70350.1,70350.2,70350.15,1,70350.1|70350|70349.9|70349.8|70349.5,70350.2|70350.3|70350.5|70350.6|70350.7,1.064|0.199|0.426|0.113|0.003,4.952|0.05|0.002|0.004|0.001,1.805,5.009,-0.47020839,70350.12648958,-0.2351042,0,0,0,10685890621100,1780379621514246610,1.031141,warm_1_10ms,true,disabled_unverified_side_semantics,disabled_diagnostic_only,2631,1780379621538146252,4852,1780379621409988712,1780379621089000000,128.157540,warm_50_250ms,false,false,false,BTC,70380,70381,70380.5,10,70380.0|70379.0|70378.0|70377.0|70376.0,70381.0|70382.0|70383.0|70384.0|70385.0,0.0411|0.00032|0.00054|0.00017|0.00339,24.80681|3.80605|1.07401|0.97969|8.04056,3|2|3|1|3,82|8|12|10|9,0.04552,38.70712,-0.99765074,70380.00117463,-4.9882537,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
2632,local_controller_capture_ts_ns,1780379622038146252,true,15.005102,fresh_0_50ms,false,false,primary_usable,primary_usable,primary_usable,-30.35,-303.5,-30.37121257,diagnostic_only_binance_usdm_futures_BTCUSDT_vs_hyperliquid_BTC_contract_basis,not_calculated_in_0601T002,49140,757673,depthUpdate,1780379622023141150,1780379621966000000,10685890649407,10685890647915,True,False,False,,70350.1,70350.2,70350.15,1,70350.1|70350|70349.9|70349.8|70349.5,70350.2|70350.3|70350.5|70350.6|70350.7,1.091|0.29|0.426|0.113|0.003,4.743|0.007|0.002|0.004|0.001,1.923,4.757,-0.4242515,70350.12878743,-0.21212575,0,0,0,10685890637030,1780379621763818076,259.323074,stale_over_50ms,true,disabled_unverified_side_semantics,disabled_diagnostic_only,2632,1780379622038146252,4853,1780379621956181837,1780379621621000000,81.964415,warm_50_250ms,false,false,false,BTC,70380,70381,70380.5,10,70380.0|70379.0|70378.0|70377.0|70376.0,70381.0|70382.0|70383.0|70384.0|70385.0,0.0411|0.00017|0.00054|0.00017|0.00339,24.80681|3.80605|1.07401|0.97669|8.04056,3|1|3|1|3,82|8|12|9|9,0.04537,38.70412,-0.99765829,70380.00117085,-4.98829146,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
2633,local_controller_capture_ts_ns,1780379622538146252,true,2.993588,fresh_0_50ms,false,false,primary_usable,primary_usable,primary_usable,-30.35,-303.5,-30.36077752,diagnostic_only_binance_usdm_futures_BTCUSDT_vs_hyperliquid_BTC_contract_basis,not_calculated_in_0601T002,49159,757714,depthUpdate,1780379622535152664,1780379622478000000,10685890682151,10685890680763,True,False,False,,70350.1,70350.2,70350.15,1,70350.1|70350|70349.9|70349.8|70349.5,70350.2|70350.3|70350.5|70350.6|70350.7,2.223|0.292|0.426|0.113|0.003,4.723|0.007|0.002|0.004|0.001,3.057,4.737,-0.21555042,70350.13922248,-0.10777521,0,0,0,10685890677764,1780379622446855160,88.297504,stale_over_50ms,true,disabled_unverified_side_semantics,disabled_diagnostic_only,2633,1780379622538146252,4854,1780379622469301341,1780379622157000000,68.844911,warm_50_250ms,false,false,false,BTC,70380,70381,70380.5,10,70380.0|70379.0|70378.0|70377.0|70376.0,70381.0|70382.0|70383.0|70384.0|70385.0,1.0411|0.00032|0.00054|0.00017|0.00339,24.80681|3.80605|1.07401|0.97669|8.04056,4|2|3|1|3,82|8|12|9|9,1.04552,38.70412,-0.94739474,70380.02630263,-4.73697372,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
2634,local_controller_capture_ts_ns,1780379623038146252,true,11.100363,fresh_0_50ms,false,false,primary_usable,primary_usable,primary_usable,-30.35,-303.5,-30.36880946,diagnostic_only_binance_usdm_futures_BTCUSDT_vs_hyperliquid_BTC_contract_basis,not_calculated_in_0601T002,49177,757745,depthUpdate,1780379623027045889,1780379622965000000,10685890710206,10685890709170,True,False,False,,70350.1,70350.2,70350.15,1,70350.1|70350|70349.9|70349.8|70349.5,70350.2|70350.3|70350.5|70350.6|70350.7,1.332|0.29|0.426|0.113|0.003,4.76|0.007|0.002|0.004|0.001,2.164,4.774,-0.3761891,70350.13119054,-0.18809455,0,0,0,10685890708445,1780379622987676811,39.369078,watch_10_50ms,true,disabled_unverified_side_semantics,disabled_diagnostic_only,2634,1780379623038146252,4855,1780379623033458265,1780379622694000000,4.687987,fresh_0_50ms,false,false,false,BTC,70380,70381,70380.5,10,70380.0|70379.0|70378.0|70377.0|70376.0,70381.0|70382.0|70383.0|70384.0|70385.0,1.0411|0.00032|0.00054|0.00017|0.00339,25.51436|3.80605|1.07701|0.97669|8.04056,4|2|3|1|3,86|8|13|9|9,1.04552,39.41467,-0.94831858,70380.02584071,-4.74159291,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
2635,local_controller_capture_ts_ns,1780379623538146252,true,0.900112,fresh_0_50ms,false,false,primary_usable,primary_usable,primary_usable,-30.35,-303.5,-30.37665664,diagnostic_only_binance_usdm_futures_BTCUSDT_vs_hyperliquid_BTC_contract_basis,not_calculated_in_0601T002,49196,757824,depthUpdate,1780379623537246140,1780379623479000000,10685890750800,10685890749070,True,False,False,,70350.1,70350.2,70350.15,1,70350.1|70350|70349.9|70349.8|70349.5,70350.2|70350.3|70350.5|70350.6|70350.7,1.109|0.29|0.426|0.113|0.003,6.36|0.007|0.002|0.004|0.001,1.941,6.374,-0.53313289,70350.12334336,-0.26656645,0,0,0,10685890747045,1780379623480425077,56.821063,stale_over_50ms,true,disabled_unverified_side_semantics,disabled_diagnostic_only,2635,1780379623538146252,4855,1780379623033458265,1780379622694000000,504.687987,watch_250ms_to_stale_limit,false,false,false,BTC,70380,70381,70380.5,10,70380.0|70379.0|70378.0|70377.0|70376.0,70381.0|70382.0|70383.0|70384.0|70385.0,1.0411|0.00032|0.00054|0.00017|0.00339,25.51436|3.80605|1.07701|0.97669|8.04056,4|2|3|1|3,86|8|13|9|9,1.04552,39.41467,-0.94831858,70380.02584071,-4.74159291,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
2636,local_controller_capture_ts_ns,1780379624038146252,true,10.122158,fresh_0_50ms,false,false,primary_usable,primary_usable,primary_usable,-30.35,-303.5,-30.36604517,diagnostic_only_binance_usdm_futures_BTCUSDT_vs_hyperliquid_BTC_contract_basis,not_calculated_in_0601T002,49214,757892,depthUpdate,1780379624028024094,1780379623969000000,10685890786449,10685890782636,True,False,False,,70350.1,70350.2,70350.15,1,70350.1|70350|70349.9|70349.8|70349.5,70350.2|70350.3|70350.5|70350.6|70350.7,2.098|0.292|0.426|0.113|0.003,5.689|0.007|0.002|0.004|0.001,2.932,5.703,-0.3209033,70350.13395483,-0.16045165,0,0,0,10685890781754,1780379623991222279,36.801815,watch_10_50ms,true,disabled_unverified_side_semantics,disabled_diagnostic_only,2636,1780379624038146252,4857,1780379623710922824,1780379623226000000,327.223428,watch_250ms_to_stale_limit,false,false,false,BTC,70380,70381,70380.5,10,70380.0|70379.0|70378.0|70377.0|70376.0,70381.0|70382.0|70383.0|70384.0|70385.0,1.0411|0.00032|0.00054|0.00017|0.00339,25.59009|3.80905|1.07401|0.97669|8.04056,4|2|3|1|3,87|9|12|9|9,1.04552,39.4904,-0.94841513,70380.02579243,-4.74207567,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
2637,local_controller_capture_ts_ns,1780379624538146252,true,30.146796,fresh_0_50ms,false,false,primary_usable,primary_usable,primary_usable,-30.35,-303.5,-30.33390119,diagnostic_only_binance_usdm_futures_BTCUSDT_vs_hyperliquid_BTC_contract_basis,not_calculated_in_0601T002,49232,757996,depthUpdate,1780379624507999456,1780379624449000000,10685890849727,10685890847837,True,False,False,,70350.1,70350.2,70350.15,1,70350.1|70350|70349.9|70349.8|70349.7,70350.2|70350.3|70350.5|70350.6|70350.7,3.783|0.6|0.428|0.113|0.12,2.578|0.003|0.002|0.001|0.003,5.044,2.587,0.32197615,70350.16609881,0.16098807,0,0,0,10685890847330,1780379624471886562,36.112894,watch_10_50ms,true,disabled_unverified_side_semantics,disabled_diagnostic_only,2637,1780379624538146252,4859,1780379624093474245,1780379623769000000,444.672007,watch_250ms_to_stale_limit,false,false,false,BTC,70380,70381,70380.5,10,70380.0|70379.0|70378.0|70377.0|70376.0,70381.0|70382.0|70383.0|70384.0|70385.0,0.98168|0.00032|0.00054|0.00017|0.00339,25.51311|3.80905|1.07401|0.97669|8.23507,1|2|3|1|3,86|9|12|9|10,0.9861,39.60793,-0.9514165,70380.02429175,-4.75708251,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
2638,local_controller_capture_ts_ns,1780379625038146252,true,14.0494,fresh_0_50ms,false,false,primary_usable,primary_usable,primary_usable,-30.35,-303.5,-30.33478202,diagnostic_only_binance_usdm_futures_BTCUSDT_vs_hyperliquid_BTC_contract_basis,not_calculated_in_0601T002,49251,758034,depthUpdate,1780379625024096852,1780379624961000000,10685890880922,10685890879401,True,False,False,,70350.1,70350.2,70350.15,1,70350.1|70350|70349.9|70349.8|70349.7,70350.2|70350.3|70350.5|70350.6|70350.7,3.585|0.601|0.428|0.113|0.12,2.576|0.003|0.002|0.001|0.003,4.847,2.585,0.30435953,70350.16521798,0.15217976,0,0,0,10685890880628,1780379625018721317,5.375535,warm_1_10ms,true,disabled_unverified_side_semantics,disabled_diagnostic_only,2638,1780379625038146252,4861,1780379624640096520,1780379624305000000,398.049732,watch_250ms_to_stale_limit,false,false,false,BTC,70380,70381,70380.5,10,70380.0|70379.0|70378.0|70377.0|70376.0,70381.0|70382.0|70383.0|70384.0|70385.0,4.18126|0.00017|0.00054|0.00017|0.00339,15.14369|3.80605|2.14083|6.54658|5.48029,5|1|3|1|3,72|8|13|12|8,4.18553,33.11744,-0.77559267,70380.11220367,-3.87796334,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
2639,local_controller_capture_ts_ns,1780379625538146252,true,5.465292,fresh_0_50ms,false,false,primary_usable,primary_usable,primary_usable,-30.35,-303.5,-30.33112968,diagnostic_only_binance_usdm_futures_BTCUSDT_vs_hyperliquid_BTC_contract_basis,not_calculated_in_0601T002,49270,758092,depthUpdate,1780379625532680960,1780379625474000000,10685890922335,10685890919009,True,False,False,,70350.1,70350.2,70350.15,1,70350.1|70350|70349.9|70349.8|70349.7,70350.2|70350.3|70350.5|70350.6|70350.7,4.267|0.76|0.428|0.113|0.12,2.562|0.003|0.002|0.001|0.003,5.688,2.571,0.37740647,70350.16887032,0.18870323,0,0,0,10685890922179,1780379625530220488,2.460472,warm_1_10ms,true,disabled_unverified_side_semantics,disabled_diagnostic_only,2639,1780379625538146252,4862,1780379625178650908,1780379624842000000,359.495344,watch_250ms_to_stale_limit,false,false,false,BTC,70380,70381,70380.5,10,70380.0|70379.0|70378.0|70377.0|70376.0,70381.0|70382.0|70383.0|70384.0|70385.0,3.57289|0.25124|0.00054|0.00017|0.00339,15.42126|3.8948|2.14383|6.54358|5.48029,6|2|3|1|3,75|10|14|11|8,3.82823,33.48376,-0.79479894,70380.10260053,-3.97399469,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
2640,local_controller_capture_ts_ns,1780379626038146252,true,27.05823,fresh_0_50ms,false,false,primary_usable,primary_usable,primary_usable,-23.35,-233.5,-23.32720246,diagnostic_only_binance_usdm_futures_BTCUSDT_vs_hyperliquid_BTC_contract_basis,not_calculated_in_0601T002,49288,758158,depthUpdate,1780379626011088022,1780379625953000000,10685890960719,10685890958881,True,False,False,,70350.1,70350.2,70350.15,1,70350.1|70350|70349.9|70349.8|70349.7,70350.2|70350.3|70350.4|70350.5|70350.6,5.347|0.867|0.428|0.113|0.12,2.561|0.003|0.002|0.002|0.001,6.875,2.569,0.45595087,70350.17279754,0.22797543,0,0,0,10685890959888,1780379625998840701,12.247321,watch_10_50ms,true,disabled_unverified_side_semantics,disabled_diagnostic_only,2640,1780379626038146252,4864,1780379625735197982,1780379625401000000,302.948270,watch_250ms_to_stale_limit,false,false,false,BTC,70373,70374,70373.5,10,70373.0|70372.0|70371.0|70370.0|70369.0,70374.0|70375.0|70376.0|70377.0|70378.0,5.48841|9.30434|1.71573|1.95785|6.77885,3.88529|7.45391|6.21622|4.54746|9.2583,2|8|3|8|5,17|30|22|25|51,25.24518,31.36118,-0.1080444,70373.4459778,-0.54022198,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
2641,local_controller_capture_ts_ns,1780379626538146252,true,22.722895,fresh_0_50ms,false,false,primary_usable,primary_usable,primary_usable,-23.35,-233.5,-23.34682686,diagnostic_only_binance_usdm_futures_BTCUSDT_vs_hyperliquid_BTC_contract_basis,not_calculated_in_0601T002,49307,758212,depthUpdate,1780379626515423357,1780379626457000000,10685891014239,10685891012349,True,False,False,,70350.1,70350.2,70350.15,1,70350.1|70350|70349.9|70349.8|70349.5,70350.2|70350.3|70350.4|70350.5|70350.6,3.432|0.339|0.428|0.113|0.003,3.792|0.003|0.002|0.002|0.001,4.315,3.8,0.06346272,70350.15317314,0.03173136,0,0,0,10685891012246,1780379626487690481,27.732876,watch_10_50ms,true,disabled_unverified_side_semantics,disabled_diagnostic_only,2641,1780379626538146252,4865,1780379626277343044,1780379625947000000,260.803208,watch_250ms_to_stale_limit,false,false,false,BTC,70373,70374,70373.5,10,70373.0|70372.0|70371.0|70370.0|70369.0,70374.0|70375.0|70376.0|70377.0|70378.0,11.90617|3.62636|1.71573|0.18352|1.35279,0.72882|0.28427|0.0742|1.571|0.33799,33|10|3|6|3,5|1|2|5|1,18.78457,2.99628,0.72487024,70373.86243512,3.62435121,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
