hyperliquid_decision_seq,hyperliquid_decision_ts,hyperliquid_joined_raw_seq,hyperliquid_l2book_local_ts,hyperliquid_l2book_event_ts,hyperliquid_join_age_ms,hyperliquid_join_age_bucket,hyperliquid_future_join,hyperliquid_missing_join,hyperliquid_reconnect_recovery_crossed,hyperliquid_coin,hyperliquid_best_bid_px,hyperliquid_best_ask_px,hyperliquid_mid_px,hyperliquid_spread_ticks,hyperliquid_bid_topn_px,hyperliquid_ask_topn_px,hyperliquid_bid_topn_qtys,hyperliquid_ask_topn_qtys,hyperliquid_bid_topn_order_count,hyperliquid_ask_topn_order_count,hyperliquid_top5_bid_qty,hyperliquid_top5_ask_qty,hyperliquid_top5_imbalance,hyperliquid_top5_microprice_px,hyperliquid_microprice_minus_mid_ticks,hyperliquid_context_quality,hyperliquid_trade_pressure_status,hyperliquid_trade_pressure_bucket
2210,1780379411038146252,4078,1780379410588189243,1780379410190000000,449.957009,watch_250ms_to_stale_limit,false,false,false,BTC,70443,70444,70443.5,10,70443.0|70442.0|70441.0|70440.0|70439.0,70444.0|70445.0|70446.0|70447.0|70448.0,29.17647|6.9416|1.40233|4.26841|8.1966,3.94029|0.00056|0.00017|0.00128|0.00557,95|6|10|17|9,2|3|1|4|4,49.98541,3.94787,0.85360171,70443.92680085,4.26800855,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
2211,1780379411538146252,4080,1780379411087653620,1780379410720000000,450.492632,watch_250ms_to_stale_limit,false,false,false,BTC,70443,70444,70443.5,10,70443.0|70442.0|70441.0|70440.0|70439.0,70444.0|70445.0|70446.0|70447.0|70448.0,32.28149|6.43098|1.40581|4.33865|8.1966,3.93996|0.00071|0.00017|0.00128|0.00557,99|6|10|14|9,3|4|1|4|4,52.65353,3.94769,0.86050866,70443.93025433,4.3025433,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
2212,1780379412038146252,4083,1780379411671201980,1780379411268000000,366.944272,watch_250ms_to_stale_limit,false,false,false,BTC,70443,70444,70443.5,10,70443.0|70442.0|70441.0|70440.0|70439.0,70444.0|70445.0|70446.0|70447.0|70448.0,32.42426|6.18874|3.91315|5.12278|8.1966,3.93996|0.00071|0.00017|0.00128|0.00557,101|7|12|13|9,3|4|1|4|4,55.84553,3.94769,0.86795526,70443.93397763,4.33977632,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
2213,1780379412538146252,4087,1780379412171966898,1780379411841000000,366.179354,watch_250ms_to_stale_limit,false,false,false,BTC,70443,70444,70443.5,10,70443.0|70442.0|70441.0|70440.0|70439.0,70444.0|70445.0|70446.0|70447.0|70448.0,36.29888|6.81729|3.50742|3.66468|8.79182,2.91239|0.00071|0.00017|0.00128|0.00357,105|8|9|13|11,3|4|1|4|3,59.08009,2.91812,0.90586438,70443.95293219,4.52932189,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
2214,1780379413038146252,4090,1780379412753830546,1780379412418000000,284.315706,watch_250ms_to_stale_limit,false,false,false,BTC,70443,70444,70443.5,10,70443.0|70442.0|70441.0|70440.0|70439.0,70444.0|70445.0|70446.0|70447.0|70448.0,36.48481|6.36059|3.50742|3.66468|8.80602,2.18873|0.00071|0.00017|0.00128|0.00357,109|8|9|13|12,3|4|1|4|3,58.82352,2.19446,0.92807169,70443.96403585,4.64035846,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
2215,1780379413538146252,4092,1780379413337582906,1780379412977000000,200.563346,warm_50_250ms,false,false,false,BTC,70443,70444,70443.5,10,70443.0|70442.0|70441.0|70440.0|70439.0,70444.0|70445.0|70446.0|70447.0|70448.0,36.78481|6.36108|4.01579|3.66468|9.53403,1.86345|0.00071|0.00017|0.00128|0.00357,111|9|11|13|15,4|4|1|4|3,60.36039,1.86918,0.93992631,70443.96996315,4.69963154,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
2216,1780379414038146252,4095,1780379413880089249,1780379413524000000,158.057003,warm_50_250ms,false,false,false,BTC,70443,70444,70443.5,10,70443.0|70442.0|70441.0|70440.0|70439.0,70444.0|70445.0|70446.0|70447.0|70448.0,36.78481|6.36108|3.76315|3.66468|9.53403,1.82842|0.00071|0.00017|0.00128|0.00357,111|9|9|13|15,4|4|1|4|3,60.10775,1.83415,0.94077837,70443.97038919,4.70389187,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
2217,1780379414538146252,4097,1780379414484768872,1780379414079000000,53.377380,warm_50_250ms,false,false,false,BTC,70443,70444,70443.5,10,70443.0|70442.0|70441.0|70440.0|70439.0,70444.0|70445.0|70446.0|70447.0|70448.0,34.02808|6.36108|3.76315|3.66468|9.53403,1.82842|0.00071|0.00017|0.00128|0.00357,103|9|9|13|15,4|4|1|4|3,57.35102,1.83415,0.93801995,70443.96900997,4.69009973,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
2218,1780379415038146252,4099,1780379414967558249,1780379414633000000,70.588003,warm_50_250ms,false,false,false,BTC,70443,70444,70443.5,10,70443.0|70442.0|70441.0|70440.0|70439.0,70444.0|70445.0|70446.0|70447.0|70448.0,34.02808|6.36108|3.41315|3.66468|9.53403,1.80111|0.00071|0.00017|0.00128|0.00357,103|9|8|13|15,4|4|1|4|3,57.00102,1.80684,0.93855107,70443.96927554,4.69275536,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
2219,1780379415538146252,4100,1780379415505388406,1780379415144000000,32.757846,fresh_0_50ms,false,false,false,BTC,70443,70444,70443.5,10,70443.0|70442.0|70441.0|70440.0|70439.0,70444.0|70445.0|70446.0|70447.0|70448.0,34.02808|6.36108|3.41315|3.66468|9.53403,1.80111|0.00071|0.00017|0.00128|0.00357,103|9|8|13|15,4|4|1|4|3,57.00102,1.80684,0.93855107,70443.96927554,4.69275536,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
2220,1780379416038146252,4100,1780379415505388406,1780379415144000000,532.757846,watch_250ms_to_stale_limit,false,false,false,BTC,70443,70444,70443.5,10,70443.0|70442.0|70441.0|70440.0|70439.0,70444.0|70445.0|70446.0|70447.0|70448.0,34.02808|6.36108|3.41315|3.66468|9.53403,1.80111|0.00071|0.00017|0.00128|0.00357,103|9|8|13|15,4|4|1|4|3,57.00102,1.80684,0.93855107,70443.96927554,4.69275536,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
2221,1780379416538146252,4102,1780379416073132036,1780379415719000000,465.014216,watch_250ms_to_stale_limit,false,false,false,BTC,70443,70444,70443.5,10,70443.0|70442.0|70441.0|70440.0|70439.0,70444.0|70445.0|70446.0|70447.0|70448.0,33.46516|6.36108|1.00581|3.66468|9.03403,1.80111|0.00071|0.00017|0.00054|0.00357,97|9|7|13|14,4|4|1|3|3,53.53076,1.8061,0.93472344,70443.96736172,4.67361719,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
2222,1780379417038146252,4106,1780379416634055229,1780379416262000000,404.091023,watch_250ms_to_stale_limit,false,false,false,BTC,70443,70444,70443.5,10,70443.0|70442.0|70441.0|70440.0|70439.0,70444.0|70445.0|70446.0|70447.0|70448.0,33.35501|0.64157|3.41315|3.66468|3.60901,1.78371|0.00071|0.00017|0.00054|0.00357,94|7|8|13|12,4|4|1|3|3,44.68342,1.7887,0.92302051,70443.96151026,4.61510256,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
2223,1780379417538146252,4107,1780379417317546777,1780379416823000000,220.599475,warm_50_250ms,false,false,false,BTC,70443,70444,70443.5,10,70443.0|70442.0|70441.0|70440.0|70439.0,70444.0|70445.0|70446.0|70447.0|70448.0,5.44491|0.3267|1.23546|2.68609|1.58221,7.76873|0.00171|0.00358|0.00054|0.02025,23|4|3|10|5,29|5|2|3|4,11.27537,7.79481,0.18251322,70443.59125661,0.91256611,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
2224,1780379418038146252,4111,1780379417803163116,1780379417340000000,234.983136,warm_50_250ms,false,false,false,BTC,70443,70444,70443.5,10,70443.0|70442.0|70441.0|70440.0|70439.0,70444.0|70445.0|70446.0|70447.0|70448.0,0.22017|0.01136|0.72078|0.89842|0.71102,11.09379|1.06791|0.00358|1.7059|0.9427,2|4|3|5|3,43|6|2|4|7,2.56175,14.81388,-0.70513299,70443.1474335,-3.52566497,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
2225,1780379418538146252,4112,1780379418271007264,1780379417867000000,267.138988,watch_250ms_to_stale_limit,false,false,false,BTC,70443,70444,70443.5,10,70443.0|70442.0|70441.0|70440.0|70439.0,70444.0|70445.0|70446.0|70447.0|70448.0,0.00017|0.00136|0.00017|0.00032|0.00039,14.40997|1.07091|0.74373|0.00054|1.09783,1|3|1|2|2,46|7|4|3|8,0.00241,17.32298,-0.9997218,70443.0001391,-4.99860898,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
2226,1780379419038146252,4114,1780379418803345505,1780379418419000000,234.800747,warm_50_250ms,false,false,false,BTC,70442,70443,70442.5,10,70442.0|70441.0|70440.0|70439.0|70438.0,70443.0|70444.0|70445.0|70446.0|70447.0,0.08854|0.03387|0.40527|0.00039|0.00117,65.34136|12.90798|1.16432|0.58551|1.1629,6|2|3|2|2,384|37|8|5|5,0.52924,81.16207,-0.98704293,70442.00647853,-4.93521465,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
2227,1780379419538146252,4116,1780379419324293693,1780379418968000000,213.852559,warm_50_250ms,false,false,false,BTC,70442,70443,70442.5,10,70442.0|70441.0|70440.0|70439.0|70438.0,70443.0|70444.0|70445.0|70446.0|70447.0,0.007|0.03451|0.06757|0.00039|0.00117,20.26175|5.96119|1.23846|2.66213|2.22805,2|4|2|2|2,87|17|10|7|7,0.11064,32.35158,-0.99318346,70442.00340827,-4.9659173,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
2228,1780379420038146252,4119,1780379419833651575,1780379419520000000,204.494677,warm_50_250ms,false,false,false,BTC,70439,70440,70439.5,10,70439.0|70438.0|70437.0|70436.0|70435.0,70440.0|70441.0|70442.0|70443.0|70444.0,0.00039|0.00017|0.00039|0.00017|0.00039,31.10815|29.0591|28.33293|33.33451|4.75931,2|1|2|1|2,253|263|256|102|15,0.00151,126.594,-0.99997614,70439.00001193,-4.99988072,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
2229,1780379420538146252,4122,1780379420515503819,1780379420093000000,22.642433,fresh_0_50ms,false,false,false,BTC,70431,70433,70432,20,70431.0|70430.0|70429.0|70428.0|70427.0,70433.0|70434.0|70435.0|70436.0|70437.0,0.00045|0.00032|0.00039|0.00017|0.00039,0.59725|23.45327|17.14624|9.04337|13.42001,3|2|2|1|2,2|130|94|72|126,0.00172,63.66014,-0.99994596,70431.00005404,-9.99945965,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
2230,1780379421038146252,4123,1780379420974573418,1780379420648000000,63.572834,warm_50_250ms,false,false,false,BTC,70431,70432,70431.5,10,70431.0|70430.0|70429.0|70428.0|70427.0,70432.0|70433.0|70434.0|70435.0|70436.0,0.00017|0.00017|0.00691|0.0812|0.37179,42.05222|16.03106|4.9537|0.71414|1.56083,1|1|2|4|4,190|39|19|4|3,0.46024,65.31195,-0.98600503,70431.00699749,-4.93002514,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
2231,1780379421538146252,4123,1780379420974573418,1780379420648000000,563.572834,watch_250ms_to_stale_limit,false,false,false,BTC,70431,70432,70431.5,10,70431.0|70430.0|70429.0|70428.0|70427.0,70432.0|70433.0|70434.0|70435.0|70436.0,0.00017|0.00017|0.00691|0.0812|0.37179,42.05222|16.03106|4.9537|0.71414|1.56083,1|1|2|4|4,190|39|19|4|3,0.46024,65.31195,-0.98600503,70431.00699749,-4.93002514,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
2232,1780379422038146252,4127,1780379421574045010,1780379421181000000,464.101242,watch_250ms_to_stale_limit,false,false,false,BTC,70427,70428,70427.5,10,70427.0|70426.0|70425.0|70424.0|70423.0,70428.0|70429.0|70430.0|70431.0|70432.0,0.00039|0.06757|0.514|1.7953|1.28594,0.39723|0.59674|0.59674|42.88685|25.66819,2|2|4|4|4,1|2|2|303|89,3.6632,70.14575,-0.90073833,70427.04963084,-4.50369163,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
2233,1780379422538146252,4129,1780379422291103593,1780379421786000000,247.042659,warm_50_250ms,false,false,false,BTC,70427,70428,70427.5,10,70427.0|70426.0|70425.0|70424.0|70423.0,70428.0|70429.0|70430.0|70431.0|70432.0,0.00017|0.06757|0.51378|1.7983|1.28594,26.01675|0.42323|4.42363|6.15456|5.20014,1|2|3|5|4,101|7|7|13|20,3.66576,42.21831,-0.84021644,70427.07989178,-4.20108221,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
2234,1780379423038146252,4132,1780379422583877527,1780379422237000000,454.268725,watch_250ms_to_stale_limit,false,false,false,BTC,70426,70427,70426.5,10,70426.0|70425.0|70424.0|70423.0|70422.0,70427.0|70428.0|70429.0|70430.0|70431.0,0.03418|0.51378|1.7983|1.28594|1.28524,43.7112|23.26831|0.38323|1.81238|6.07441,2|3|5|4|7,292|85|3|2|10,4.91744,75.24953,-0.87732005,70426.06133998,-4.38660024,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
2235,1780379423538146252,4133,1780379423138726689,1780379422777000000,399.419563,watch_250ms_to_stale_limit,false,false,false,BTC,70426,70427,70426.5,10,70426.0|70425.0|70424.0|70423.0|70422.0,70427.0|70428.0|70429.0|70431.0|70432.0,0.71487|0.51393|1.7983|1.28609|1.28524,26.69585|2.71585|0.011|4.55235|3.55899,8|4|5|5|7,110|13|2|9|16,5.59843,37.53404,-0.74040763,70426.12979618,-3.70203816,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
2236,1780379424038146252,4135,1780379423629980771,1780379423304000000,408.165481,watch_250ms_to_stale_limit,false,false,false,BTC,70426,70427,70426.5,10,70426.0|70425.0|70424.0|70423.0|70422.0,70427.0|70428.0|70429.0|70430.0|70431.0,0.63511|0.51393|1.7983|0.5753|1.99604,18.65833|1.60745|0.011|0.83831|4.54943,8|4|5|4|8,83|7|2|2|9,5.51868,25.66452,-0.64604787,70426.17697606,-3.23023936,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
2237,1780379424538146252,4137,1780379424173954540,1780379423853000000,364.191712,watch_250ms_to_stale_limit,false,false,false,BTC,70426,70427,70426.5,10,70426.0|70425.0|70424.0|70423.0|70422.0,70427.0|70428.0|70429.0|70430.0|70431.0,0.63808|0.51393|1.7953|0.5753|1.99604,14.6901|1.60745|0.011|0.83846|4.54943,11|4|4|4|8,61|7|2|3|9,5.51865,21.69644,-0.59444191,70426.20277905,-2.97220954,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
2238,1780379425038146252,4138,1780379424727304831,1780379424387000000,310.841421,watch_250ms_to_stale_limit,false,false,false,BTC,70426,70427,70426.5,10,70426.0|70425.0|70424.0|70423.0|70422.0,70427.0|70428.0|70429.0|70430.0|70431.0,0.63922|0.51442|1.7953|0.5753|1.99604,14.87235|1.60745|0.011|0.83846|4.83349,12|5|4|4|8,61|7|2|3|10,5.52028,22.16275,-0.6011795,70426.19941025,-3.00589748,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
2239,1780379425538146252,4140,1780379425227960353,1780379424914000000,310.185899,watch_250ms_to_stale_limit,false,false,false,BTC,70422,70423,70422.5,10,70422.0|70421.0|70420.0|70419.0|70418.0,70423.0|70424.0|70425.0|70426.0|70427.0,0.83674|3.0472|4.42445|5.94694|3.36316,8.15691|8.12948|5.70706|4.29269|15.01434,2|4|8|7|7,25|30|27|22|62,17.61849,41.30048,-0.40194168,70422.29902916,-2.00970842,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
2240,1780379426038146252,4141,1780379425780734473,1780379425474000000,257.411779,watch_250ms_to_stale_limit,false,false,false,BTC,70422,70423,70422.5,10,70422.0|70421.0|70420.0|70419.0|70418.0,70423.0|70424.0|70425.0|70427.0|70428.0,6.12796|1.98066|3.81744|5.94694|3.36316,14.07508|0.94418|0.0003|1.93781|1.2235,34|3|7|7|7,52|2|1|6|4,21.23616,18.18087,0.07751193,70422.53875596,0.38755964,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
2241,1780379426538146252,4143,1780379426363370883,1780379426009000000,174.775369,warm_50_250ms,false,false,false,BTC,70422,70423,70422.5,10,70422.0|70421.0|70420.0|70419.0|70418.0,70423.0|70424.0|70425.0|70426.0|70427.0,6.03466|1.98066|3.88845|5.94694|3.36316,10.51718|0.55663|0.2503|0.25|1.22505,32|3|8|7|7,38|2|2|1|4,21.21387,12.79916,0.24739666,70422.62369833,1.2369833,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
2242,1780379427038146252,4143,1780379426363370883,1780379426009000000,674.775369,watch_250ms_to_stale_limit,false,false,false,BTC,70422,70423,70422.5,10,70422.0|70421.0|70420.0|70419.0|70418.0,70423.0|70424.0|70425.0|70426.0|70427.0,6.03466|1.98066|3.88845|5.94694|3.36316,10.51718|0.55663|0.2503|0.25|1.22505,32|3|8|7|7,38|2|2|1|4,21.21387,12.79916,0.24739666,70422.62369833,1.2369833,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
2243,1780379427538146252,4147,1780379427434657561,1780379427104000000,103.488691,warm_50_250ms,false,false,false,BTC,70422,70423,70422.5,10,70422.0|70421.0|70420.0|70419.0|70418.0,70423.0|70424.0|70425.0|70426.0|70427.0,5.85564|1.98081|3.88845|5.94694|3.36316,9.64583|0.81326|0.25045|1.31685|1.22505,31|4|8|7|7,36|3|3|4|4,21.035,13.25144,0.22701569,70422.61350785,1.13507847,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
2244,1780379428038146252,4149,1780379427889637111,1780379427638000000,148.509141,warm_50_250ms,false,false,false,BTC,70422,70423,70422.5,10,70422.0|70421.0|70420.0|70419.0|70418.0,70423.0|70424.0|70425.0|70426.0|70427.0,5.51033|1.98081|3.81744|5.94694|3.36316,10.01808|0.38727|0.25045|1.31685|1.22505,29|4|7|7|7,39|2|3|4|4,20.61868,13.1977,0.21944927,70422.60972464,1.09724636,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
2245,1780379428538146252,4151,1780379428530914866,1780379428180000000,7.231386,fresh_0_50ms,false,false,false,BTC,70422,70423,70422.5,10,70422.0|70421.0|70420.0|70419.0|70418.0,70423.0|70424.0|70425.0|70426.0|70427.0,3.78911|1.98081|1.35063|5.94694|1.93807,12.34512|1.46345|1.31663|1.31685|0.86967,22|4|4|7|5,44|4|4|4|4,15.00556,17.31172,-0.07135997,70422.46432002,-0.35679983,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
2246,1780379429038146252,4151,1780379428530914866,1780379428180000000,507.231386,watch_250ms_to_stale_limit,false,false,false,BTC,70422,70423,70422.5,10,70422.0|70421.0|70420.0|70419.0|70418.0,70423.0|70424.0|70425.0|70426.0|70427.0,3.78911|1.98081|1.35063|5.94694|1.93807,12.34512|1.46345|1.31663|1.31685|0.86967,22|4|4|7|5,44|4|4|4|4,15.00556,17.31172,-0.07135997,70422.46432002,-0.35679983,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
2247,1780379429538146252,4152,1780379429117676630,1780379428721000000,420.469622,watch_250ms_to_stale_limit,false,false,false,BTC,70422,70423,70422.5,10,70422.0|70421.0|70420.0|70419.0|70418.0,70423.0|70424.0|70425.0|70426.0|70427.0,0.3739|0.00032|0.00252|0.00317|0.71123,21.69996|1.98378|0.25045|2.02051|2.44155,2|2|3|2|3,65|7|3|6|4,1.09114,28.39625,-0.92599277,70422.03700361,-4.62996386,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
2248,1780379430038146252,4153,1780379429580982448,1780379429257000000,457.163804,watch_250ms_to_stale_limit,false,false,false,BTC,70422,70423,70422.5,10,70422.0|70421.0|70420.0|70419.0|70418.0,70423.0|70424.0|70425.0|70426.0|70427.0,0.00017|0.00032|0.37625|0.00317|0.00039,20.98705|3.54536|2.85236|2.27507|4.58518,1|2|4|2|2,73|10|8|6|7,0.3803,34.24502,-0.97803342,70422.01098329,-4.89016708,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
2249,1780379430538146252,4156,1780379430142362394,1780379429790000000,395.783858,watch_250ms_to_stale_limit,false,false,false,BTC,70422,70423,70422.5,10,70422.0|70421.0|70420.0|70419.0|70418.0,70423.0|70424.0|70425.0|70426.0|70427.0,0.00003|0.00081|0.37625|0.00317|0.00039,20.61756|5.26994|2.91898|2.02507|5.19016,1|3|4|2|2,75|13|11|6|8,0.38065,36.02171,-0.97908652,70422.01045674,-4.8954326,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
2250,1780379431038146252,4159,1780379430640740891,1780379430325000000,397.405361,watch_250ms_to_stale_limit,false,false,false,BTC,70421,70422,70421.5,10,70421.0|70420.0|70419.0|70418.0|70417.0,70422.0|70423.0|70424.0|70425.0|70426.0,0.00047|0.37603|0.00317|0.00017|0.00017,31.80813|7.70752|3.0812|2.91868|2.12507,2|3|2|1|1,131|25|11|10|7,0.38001,47.6406,-0.98417305,70421.00791348,-4.92086523,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
2251,1780379431538146252,4161,1780379431171078283,1780379430845000000,367.067969,watch_250ms_to_stale_limit,false,false,false,BTC,70420,70421,70420.5,10,70420.0|70419.0|70418.0|70417.0|70416.0,70421.0|70422.0|70423.0|70424.0|70425.0,0.3718|0.00317|0.00017|0.00017|0.00054,34.52693|26.84341|5.36798|3.0782|1.42811,1|2|1|1|3,242|98|20|10|8,0.37585,71.24463,-0.9895044,70420.0052478,-4.94752199,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
2252,1780379432038146252,4163,1780379431749480286,1780379431392000000,288.665966,watch_250ms_to_stale_limit,false,false,false,BTC,70420,70421,70420.5,10,70420.0|70419.0|70418.0|70417.0|70416.0,70421.0|70422.0|70423.0|70424.0|70425.0,0.3741|0.00317|0.00017|0.00017|0.00054,28.51987|3.41561|4.29756|2.01153|1.48811,3|2|1|1|3,92|16|16|8|9,0.37815,39.73268,-0.98114474,70420.00942763,-4.90572372,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
2253,1780379432538146252,4164,1780379432272229219,1780379431933000000,265.917033,watch_250ms_to_stale_limit,false,false,false,BTC,70420,70421,70420.5,10,70420.0|70419.0|70418.0|70417.0|70416.0,70421.0|70422.0|70423.0|70424.0|70425.0,0.3741|0.00017|0.00017|0.00017|0.00054,24.98887|3.39953|4.1241|1.99967|1.49111,3|1|1|1|3,78|14|15|7|10,0.37515,36.00328,-0.97937514,70420.01031243,-4.8968757,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
2254,1780379433038146252,4166,1780379432789820985,1780379432451000000,248.325267,warm_50_250ms,false,false,false,BTC,70420,70421,70420.5,10,70420.0|70419.0|70418.0|70417.0|70416.0,70421.0|70422.0|70423.0|70424.0|70425.0,0.37349|0.00017|0.00017|0.00017|0.7114,23.30009|3.39953|5.83003|0.57809|1.49111,3|1|1|1|4,79|14|16|6|10,1.0854,34.59885,-0.93916644,70420.03041678,-4.69583219,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
2255,1780379433538146252,4167,1780379433314964711,1780379432998000000,223.181541,warm_50_250ms,false,false,false,BTC,70420,70421,70420.5,10,70420.0|70419.0|70418.0|70417.0|70416.0,70421.0|70422.0|70423.0|70424.0|70425.0,0.37349|0.00017|0.00017|0.00017|0.00054,23.06587|3.39953|5.90176|0.57809|1.49111,3|1|1|1|3,77|14|16|6|10,0.37454,34.43636,-0.97848145,70420.01075927,-4.89240726,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
2256,1780379434038146252,4168,1780379433832537226,1780379433507000000,205.609026,warm_50_250ms,false,false,false,BTC,70420,70421,70420.5,10,70420.0|70419.0|70418.0|70417.0|70416.0,70421.0|70422.0|70423.0|70424.0|70425.0,0.37349|0.00017|0.00017|0.00017|0.00054,24.77185|3.39953|4.19583|0.57809|1.49111,3|1|1|1|3,78|14|15|6|10,0.37454,34.43641,-0.97848148,70420.01075926,-4.89240742,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
2257,1780379434538146252,4169,1780379434419104127,1780379434043000000,119.042125,warm_50_250ms,false,false,false,BTC,70420,70421,70420.5,10,70420.0|70419.0|70418.0|70417.0|70416.0,70421.0|70422.0|70423.0|70424.0|70425.0,0.37349|0.00017|0.00017|0.00017|0.00054,23.06587|3.39953|5.90176|0.57809|1.49111,3|1|1|1|3,77|14|16|6|10,0.37454,34.43636,-0.97848145,70420.01075927,-4.89240726,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
2258,1780379435038146252,4170,1780379434911864655,1780379434591000000,126.281597,warm_50_250ms,false,false,false,BTC,70420,70421,70420.5,10,70420.0|70419.0|70418.0|70417.0|70416.0,70421.0|70422.0|70423.0|70424.0|70425.0,0.37349|0.00017|0.00017|0.00017|0.00054,23.06587|3.39953|6.03974|0.57809|1.49111,3|1|1|1|3,77|14|17|6|10,0.37454,34.57434,-0.97856641,70420.0107168,-4.89283204,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
2259,1780379435538146252,4171,1780379435460215313,1780379435130000000,77.930939,warm_50_250ms,false,false,false,BTC,70420,70421,70420.5,10,70420.0|70419.0|70418.0|70417.0|70416.0,70421.0|70422.0|70423.0|70424.0|70425.0,0.818|0.00066|0.00017|0.00017|0.00054,15.79495|1.22544|7.38404|0.56088|2.97042,7|2|1|1|3,69|7|13|5|9,0.81954,27.93573,-0.94299897,70420.02850051,-4.71499485,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
2260,1780379436038146252,4174,1780379436028155473,1780379435693000000,9.990779,fresh_0_50ms,false,false,false,BTC,70419,70420,70419.5,10,70419.0|70418.0|70417.0|70416.0|70415.0,70420.0|70421.0|70422.0|70423.0|70424.0,0.3714|0.00017|0.00017|0.00039|0.71317,21.29255|18.67535|3.14721|4.89622|2.30085,2|1|1|2|3,113|75|10|11|7,1.0853,50.31218,-0.95776836,70419.02111582,-4.78884179,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
2261,1780379436538146252,4174,1780379436028155473,1780379435693000000,509.990779,watch_250ms_to_stale_limit,false,false,false,BTC,70419,70420,70419.5,10,70419.0|70418.0|70417.0|70416.0|70415.0,70420.0|70421.0|70422.0|70423.0|70424.0,0.3714|0.00017|0.00017|0.00039|0.71317,21.29255|18.67535|3.14721|4.89622|2.30085,2|1|1|2|3,113|75|10|11|7,1.0853,50.31218,-0.95776836,70419.02111582,-4.78884179,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
2262,1780379437038146252,4176,1780379436566987912,1780379436227000000,471.158340,watch_250ms_to_stale_limit,false,false,false,BTC,70419,70420,70419.5,10,70419.0|70418.0|70417.0|70416.0|70415.0,70420.0|70421.0|70422.0|70423.0|70424.0,0.00017|0.37136|0.00017|0.00054|0.00904,30.22886|3.79246|2.35281|1.238|5.96583,1|2|1|3|3,113|16|7|8|10,0.38128,43.57796,-0.98265302,70419.00867349,-4.91326511,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
