event_sequence,source_channel,source_event_exchange_time_ms,source_local_receive_ts_ns,exchange_time_delta_from_previous_ms,local_receive_delta_from_previous_ms,exchange_time_regressed_from_previous,previous_l2_event_sequence,previous_l2_exchange_time_ms,latest_l2_age_ms_by_exchange_time,previous_trade_event_sequence,previous_trade_exchange_time_ms,latest_trade_age_ms_by_exchange_time,next_l2_event_sequence,next_l2_exchange_time_ms,next_l2_delta_ms_by_exchange_time,next_trade_event_sequence,next_trade_exchange_time_ms,next_trade_delta_ms_by_exchange_time,local_receive_ordering_status,exchange_time_ordering_status,bbo_history_count_proxy_from_candidate_events,bbo_history_span_ms_proxy,freshness_source,fresh_touch_evidence_status,top_reset_status,skip_reason
309,trades,1782283470598,1782283470791139950,405,270.446112,False,308,1782283470193,405,307,1782283469858,740,318,1782283475554,4956,310,1782283471887,1289,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,69,364366,real_bbo_history_touch_stability,pass,missing,missing_same_side_strict_through_support
310,trades,1782283471887,1782283472096245311,1289,1305.105361,False,308,1782283470193,1694,309,1782283470598,1289,318,1782283475554,3667,311,1782283472154,267,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,69,365655,real_bbo_history_touch_stability,pass,missing,outside_quality_a_b_queue_bands
311,trades,1782283472154,1782283472345299745,267,249.054434,False,308,1782283470193,1961,310,1782283471887,267,318,1782283475554,3400,312,1782283472290,136,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,69,365922,real_bbo_history_touch_stability,pass,missing,outside_quality_a_b_queue_bands
312,trades,1782283472290,1782283472500235647,136,154.935902,False,308,1782283470193,2097,311,1782283472154,136,318,1782283475554,3264,313,1782283472709,419,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,69,366058,real_bbo_history_touch_stability,pass,missing,outside_quality_a_b_queue_bands
313,trades,1782283472709,1782283472887141501,419,386.905854,False,308,1782283470193,2516,312,1782283472290,419,318,1782283475554,2845,314,1782283473024,315,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,69,366477,real_bbo_history_touch_stability,pass,missing,outside_quality_a_b_queue_bands
314,trades,1782283473024,1782283473304342881,315,417.20138,False,308,1782283470193,2831,313,1782283472709,315,318,1782283475554,2530,315,1782283474267,1243,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,69,366792,real_bbo_history_touch_stability,pass,missing,outside_quality_a_b_queue_bands
315,trades,1782283474267,1782283474487788359,1243,1183.445478,False,308,1782283470193,4074,314,1782283473024,1243,318,1782283475554,1287,316,1782283474540,273,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,69,368035,real_bbo_history_touch_stability,pass,missing,outside_quality_a_b_queue_bands
316,trades,1782283474540,1782283474774583559,273,286.7952,False,308,1782283470193,4347,315,1782283474267,273,318,1782283475554,1014,317,1782283474810,270,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,69,368308,real_bbo_history_touch_stability,pass,missing,outside_quality_a_b_queue_bands
317,trades,1782283474810,1782283475011669449,270,237.08589,False,308,1782283470193,4617,316,1782283474540,270,318,1782283475554,744,319,1782283476239,1429,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,69,368578,real_bbo_history_touch_stability,pass,missing,outside_quality_a_b_queue_bands
318,l2Book,1782283475554,1782283475754385808,744,742.716359,False,308,1782283470193,5361,317,1782283474810,744,325,1782283481023,5469,319,1782283476239,685,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,70,369322,real_bbo_history_insufficient,block,missing,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence
319,trades,1782283476239,1782283476459121708,685,704.7359,False,318,1782283475554,685,317,1782283474810,1429,325,1782283481023,4784,320,1782283477690,1451,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,70,370007,real_bbo_history_touch_stability,pass,missing,missing_same_side_strict_through_support
320,trades,1782283477690,1782283477874388646,1451,1415.266938,False,318,1782283475554,2136,319,1782283476239,1451,325,1782283481023,3333,321,1782283478029,339,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,70,371458,real_bbo_history_touch_stability,pass,missing,missing_same_side_strict_through_support
321,trades,1782283478029,1782283478260646871,339,386.258225,False,318,1782283475554,2475,320,1782283477690,339,325,1782283481023,2994,322,1782283478436,407,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,70,371797,real_bbo_history_touch_stability,pass,missing,missing_same_side_strict_through_support
322,trades,1782283478436,1782283478640814013,407,380.167142,False,318,1782283475554,2882,321,1782283478029,407,325,1782283481023,2587,323,1782283478773,337,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,70,372204,real_bbo_history_touch_stability,pass,missing,missing_same_side_strict_through_support
323,trades,1782283478773,1782283478963455384,337,322.641371,False,318,1782283475554,3219,322,1782283478436,337,325,1782283481023,2250,324,1782283480094,1321,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,70,372541,real_bbo_history_touch_stability,pass,missing,missing_same_side_strict_through_support
324,trades,1782283480094,1782283480279653826,1321,1316.198442,False,318,1782283475554,4540,323,1782283478773,1321,325,1782283481023,929,326,1782283481093,999,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,70,373862,real_bbo_history_touch_stability,pass,missing,missing_same_side_strict_through_support
325,l2Book,1782283481023,1782283481467893136,929,1188.23931,False,318,1782283475554,5469,324,1782283480094,929,336,1782283486488,5465,326,1782283481093,70,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,71,374791,real_bbo_history_touch_stability,pass,not_reset,missing_same_side_strict_through_support
326,trades,1782283481093,1782283481518123562,70,50.230426,False,325,1782283481023,70,324,1782283480094,999,336,1782283486488,5395,327,1782283481434,341,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,71,374861,real_bbo_history_touch_stability,pass,not_reset,missing_same_side_strict_through_support
327,trades,1782283481434,1782283481653086359,341,134.962797,False,325,1782283481023,411,326,1782283481093,341,336,1782283486488,5054,328,1782283482241,807,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,71,375202,real_bbo_history_touch_stability,pass,not_reset,missing_same_side_strict_through_support
328,trades,1782283482241,1782283482455044151,807,801.957792,False,325,1782283481023,1218,327,1782283481434,807,336,1782283486488,4247,329,1782283482306,65,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,71,376009,real_bbo_history_touch_stability,pass,not_reset,missing_same_side_strict_through_support
329,trades,1782283482306,1782283482495296531,65,40.25238,False,325,1782283481023,1283,328,1782283482241,65,336,1782283486488,4182,330,1782283483460,1154,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,71,376074,real_bbo_history_touch_stability,pass,not_reset,missing_same_side_strict_through_support
330,trades,1782283483460,1782283483669523911,1154,1174.22738,False,325,1782283481023,2437,329,1782283482306,1154,336,1782283486488,3028,331,1782283483527,67,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,71,377228,real_bbo_history_touch_stability,pass,not_reset,missing_same_side_strict_through_support
331,trades,1782283483527,1782283483713521527,67,43.997616,False,325,1782283481023,2504,330,1782283483460,67,336,1782283486488,2961,332,1782283483661,134,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,71,377295,real_bbo_history_touch_stability,pass,not_reset,missing_same_side_strict_through_support
332,trades,1782283483661,1782283483846081884,134,132.560357,False,325,1782283481023,2638,331,1782283483527,134,336,1782283486488,2827,333,1782283484062,401,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,71,377429,real_bbo_history_touch_stability,pass,not_reset,missing_same_side_strict_through_support
333,trades,1782283484062,1782283484282516335,401,436.434451,False,325,1782283481023,3039,332,1782283483661,401,336,1782283486488,2426,334,1782283484534,472,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,71,377830,real_bbo_history_touch_stability,pass,not_reset,missing_same_side_strict_through_support
334,trades,1782283484534,1782283484718540228,472,436.023893,False,325,1782283481023,3511,333,1782283484062,472,336,1782283486488,1954,335,1782283485961,1427,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,71,378302,real_bbo_history_touch_stability,pass,not_reset,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput
335,trades,1782283485961,1782283486324803816,1427,1606.263588,False,325,1782283481023,4938,334,1782283484534,1427,336,1782283486488,527,337,1782283487022,1061,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,71,379729,real_bbo_history_touch_stability,pass,not_reset,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput
336,l2Book,1782283486488,1782283486769873485,527,445.069669,False,325,1782283481023,5465,335,1782283485961,527,346,1782283491856,5368,337,1782283487022,534,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,72,380256,real_bbo_history_insufficient,block,missing,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence
337,trades,1782283487022,1782283487372834240,534,602.960755,False,336,1782283486488,534,335,1782283485961,1061,346,1782283491856,4834,338,1782283488044,1022,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,72,380790,real_bbo_history_touch_stability,pass,missing,outside_quality_a_b_queue_bands
338,trades,1782283488044,1782283488340456010,1022,967.62177,False,336,1782283486488,1556,337,1782283487022,1022,346,1782283491856,3812,339,1782283488194,150,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,72,381812,real_bbo_history_touch_stability,pass,missing,outside_quality_a_b_queue_bands
339,trades,1782283488194,1782283488480737437,150,140.281427,False,336,1782283486488,1706,338,1782283488044,150,346,1782283491856,3662,340,1782283489099,905,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,72,381962,real_bbo_history_touch_stability,pass,missing,outside_quality_a_b_queue_bands
340,trades,1782283489099,1782283489294996024,905,814.258587,False,336,1782283486488,2611,339,1782283488194,905,346,1782283491856,2757,341,1782283489300,201,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,72,382867,real_bbo_history_touch_stability,pass,missing,outside_quality_a_b_queue_bands
341,trades,1782283489300,1782283489488478522,201,193.482498,False,336,1782283486488,2812,340,1782283489099,201,346,1782283491856,2556,342,1782283490106,806,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,72,383068,real_bbo_history_touch_stability,pass,missing,outside_quality_a_b_queue_bands
342,trades,1782283490106,1782283490402130720,806,913.652198,False,336,1782283486488,3618,341,1782283489300,806,346,1782283491856,1750,343,1782283490310,204,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,72,383874,real_bbo_history_touch_stability,pass,missing,outside_quality_a_b_queue_bands
343,trades,1782283490310,1782283490569789661,204,167.658941,False,336,1782283486488,3822,342,1782283490106,204,346,1782283491856,1546,344,1782283491052,742,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,72,384078,real_bbo_history_touch_stability,pass,missing,outside_quality_a_b_queue_bands
344,trades,1782283491052,1782283491447718947,742,877.929286,False,336,1782283486488,4564,343,1782283490310,742,346,1782283491856,804,345,1782283491454,402,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,72,384820,real_bbo_history_touch_stability,pass,missing,outside_quality_a_b_queue_bands
345,trades,1782283491454,1782283491671881678,402,224.162731,False,336,1782283486488,4966,344,1782283491052,402,346,1782283491856,402,347,1782283492064,610,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,72,385222,real_bbo_history_touch_stability,pass,missing,outside_quality_a_b_queue_bands
346,l2Book,1782283491856,1782283492178994678,402,507.113,False,336,1782283486488,5368,345,1782283491454,402,355,1782283497131,5275,347,1782283492064,208,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,73,385624,real_bbo_history_insufficient,block,missing,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence
347,trades,1782283492064,1782283492323623452,208,144.628774,False,346,1782283491856,208,345,1782283491454,610,355,1782283497131,5067,348,1782283492334,270,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,73,385832,real_bbo_history_insufficient,block,missing,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence
348,trades,1782283492334,1782283492540979691,270,217.356239,False,346,1782283491856,478,347,1782283492064,270,355,1782283497131,4797,349,1782283492693,359,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,73,386102,real_bbo_history_touch_stability,pass,missing,missing_same_side_strict_through_support
349,trades,1782283492693,1782283492901287699,359,360.308008,False,346,1782283491856,837,348,1782283492334,359,355,1782283497131,4438,350,1782283493228,535,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,73,386461,real_bbo_history_touch_stability,pass,missing,outside_quality_a_b_queue_bands
350,trades,1782283493228,1782283493401054006,535,499.766307,False,346,1782283491856,1372,349,1782283492693,535,355,1782283497131,3903,351,1782283493726,498,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,73,386996,real_bbo_history_touch_stability,pass,missing,outside_quality_a_b_queue_bands
351,trades,1782283493726,1782283493915253544,498,514.199538,False,346,1782283491856,1870,350,1782283493228,498,355,1782283497131,3405,352,1782283495016,1290,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,73,387494,real_bbo_history_touch_stability,pass,missing,outside_quality_a_b_queue_bands
352,trades,1782283495016,1782283495354583593,1290,1439.330049,False,346,1782283491856,3160,351,1782283493726,1290,355,1782283497131,2115,353,1782283496123,1107,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,73,388784,real_bbo_history_touch_stability,pass,missing,outside_quality_a_b_queue_bands
353,trades,1782283496123,1782283496578507973,1107,1223.92438,False,346,1782283491856,4267,352,1782283495016,1107,355,1782283497131,1008,354,1782283496191,68,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,73,389891,real_bbo_history_touch_stability,pass,missing,outside_quality_a_b_queue_bands
354,trades,1782283496191,1782283496579181738,68,0.673765,False,346,1782283491856,4335,353,1782283496123,68,355,1782283497131,940,356,1782283497333,1142,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,73,389959,real_bbo_history_touch_stability,pass,missing,outside_quality_a_b_queue_bands
355,l2Book,1782283497131,1782283497426485986,940,847.304248,False,346,1782283491856,5275,354,1782283496191,940,363,1782283502492,5361,356,1782283497333,202,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,74,390899,real_bbo_history_insufficient,block,missing,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence
356,trades,1782283497333,1782283497533828132,202,107.342146,False,355,1782283497131,202,354,1782283496191,1142,363,1782283502492,5159,357,1782283497677,344,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,74,391101,real_bbo_history_insufficient,block,missing,missing_touch_freshness_or_queue_reset_evidence
357,trades,1782283497677,1782283497954470894,344,420.642762,False,355,1782283497131,546,356,1782283497333,344,363,1782283502492,4815,358,1782283498416,739,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,74,391445,real_bbo_history_touch_stability,pass,missing,outside_quality_a_b_queue_bands
358,trades,1782283498416,1782283498623934132,739,669.463238,False,355,1782283497131,1285,357,1782283497677,739,363,1782283502492,4076,359,1782283498951,535,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,74,392184,real_bbo_history_touch_stability,pass,missing,outside_quality_a_b_queue_bands
359,trades,1782283498951,1782283499136901597,535,512.967465,False,355,1782283497131,1820,358,1782283498416,535,363,1782283502492,3541,360,1782283499020,69,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,74,392719,real_bbo_history_touch_stability,pass,missing,outside_quality_a_b_queue_bands
360,trades,1782283499020,1782283499251870282,69,114.968685,False,355,1782283497131,1889,359,1782283498951,69,363,1782283502492,3472,361,1782283499761,741,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,74,392788,real_bbo_history_touch_stability,pass,missing,outside_quality_a_b_queue_bands
361,trades,1782283499761,1782283499933928037,741,682.057755,False,355,1782283497131,2630,360,1782283499020,741,363,1782283502492,2731,362,1782283501759,1998,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,74,393529,real_bbo_history_touch_stability,pass,missing,outside_quality_a_b_queue_bands
362,trades,1782283501759,1782283501969635795,1998,2035.707758,False,355,1782283497131,4628,361,1782283499761,1998,363,1782283502492,733,364,1782283502565,806,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,74,395527,real_bbo_history_touch_stability,pass,missing,outside_quality_a_b_queue_bands
363,l2Book,1782283502492,1782283502792209669,733,822.573874,False,355,1782283497131,5361,362,1782283501759,733,369,1782283507882,5390,364,1782283502565,73,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,75,396260,real_bbo_history_insufficient,block,missing,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence
364,trades,1782283502565,1782283502878659716,73,86.450047,False,363,1782283502492,73,362,1782283501759,806,369,1782283507882,5317,365,1782283504723,2158,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,75,396333,real_bbo_history_insufficient,block,missing,missing_touch_freshness_or_queue_reset_evidence
365,trades,1782283504723,1782283505016035479,2158,2137.375763,False,363,1782283502492,2231,364,1782283502565,2158,369,1782283507882,3159,366,1782283505206,483,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,75,398491,real_bbo_history_touch_stability,pass,missing,
366,trades,1782283505206,1782283505512214206,483,496.178727,False,363,1782283502492,2714,365,1782283504723,483,369,1782283507882,2676,367,1782283506531,1325,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,75,398974,real_bbo_history_touch_stability,pass,missing,
367,trades,1782283506531,1782283506750018099,1325,1237.803893,False,363,1782283502492,4039,366,1782283505206,1325,369,1782283507882,1351,368,1782283507748,1217,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,75,400299,real_bbo_history_touch_stability,pass,missing,
368,trades,1782283507748,1782283507994785778,1217,1244.767679,False,363,1782283502492,5256,367,1782283506531,1217,369,1782283507882,134,370,1782283508016,268,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,75,401516,real_bbo_history_stale,block,missing,missing_touch_freshness_or_queue_reset_evidence
369,l2Book,1782283507882,1782283508188638888,134,193.85311,False,363,1782283502492,5390,368,1782283507748,134,374,1782283513286,5404,370,1782283508016,134,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,76,401650,real_bbo_history_insufficient,block,missing,missing_touch_freshness_or_queue_reset_evidence
370,trades,1782283508016,1782283508299173981,134,110.535093,False,369,1782283507882,134,368,1782283507748,268,374,1782283513286,5270,371,1782283509071,1055,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,76,401784,real_bbo_history_insufficient,block,missing,missing_touch_freshness_or_queue_reset_evidence
371,trades,1782283509071,1782283509410132841,1055,1110.95886,False,369,1782283507882,1189,370,1782283508016,1055,374,1782283513286,4215,372,1782283509378,307,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,76,402839,real_bbo_history_touch_stability,pass,missing,
372,trades,1782283509378,1782283509575249013,307,165.116172,False,369,1782283507882,1496,371,1782283509071,307,374,1782283513286,3908,373,1782283510321,943,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,76,403146,real_bbo_history_touch_stability,pass,missing,
373,trades,1782283510321,1782283510582490452,943,1007.241439,False,369,1782283507882,2439,372,1782283509378,943,374,1782283513286,2965,375,1782283513745,3424,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,76,404089,real_bbo_history_touch_stability,pass,missing,
374,l2Book,1782283513286,1782283513505569900,2965,2923.079448,False,369,1782283507882,5404,373,1782283510321,2965,385,1782283518720,5434,375,1782283513745,459,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,77,407054,real_bbo_history_insufficient,block,missing,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence
375,trades,1782283513745,1782283513964047925,459,458.478025,False,374,1782283513286,459,373,1782283510321,3424,385,1782283518720,4975,376,1782283514022,277,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,77,407513,real_bbo_history_touch_stability,pass,missing,
376,trades,1782283514022,1782283514258108408,277,294.060483,False,374,1782283513286,736,375,1782283513745,277,385,1782283518720,4698,377,1782283514830,808,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,77,407790,real_bbo_history_touch_stability,pass,missing,
377,trades,1782283514830,1782283515034578251,808,776.469843,False,374,1782283513286,1544,376,1782283514022,808,385,1782283518720,3890,378,1782283514898,68,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,77,408598,real_bbo_history_touch_stability,pass,missing,
378,trades,1782283514898,1782283515177631788,68,143.053537,False,374,1782283513286,1612,377,1782283514830,68,385,1782283518720,3822,379,1782283515783,885,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,77,408666,real_bbo_history_touch_stability,pass,missing,
379,trades,1782283515783,1782283515977320644,885,799.688856,False,374,1782283513286,2497,378,1782283514898,885,385,1782283518720,2937,380,1782283515916,133,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,77,409551,real_bbo_history_touch_stability,pass,missing,
380,trades,1782283515916,1782283516110991621,133,133.670977,False,374,1782283513286,2630,379,1782283515783,133,385,1782283518720,2804,381,1782283515983,67,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,77,409684,real_bbo_history_touch_stability,pass,missing,
381,trades,1782283515983,1782283516251186182,67,140.194561,False,374,1782283513286,2697,380,1782283515916,67,385,1782283518720,2737,382,1782283516116,133,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,77,409751,real_bbo_history_touch_stability,pass,missing,
382,trades,1782283516116,1782283516548361697,133,297.175515,False,374,1782283513286,2830,381,1782283515983,133,385,1782283518720,2604,383,1782283516938,822,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,77,409884,real_bbo_history_touch_stability,pass,missing,
383,trades,1782283516938,1782283517132911942,822,584.550245,False,374,1782283513286,3652,382,1782283516116,822,385,1782283518720,1782,384,1782283518022,1084,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,77,410706,real_bbo_history_touch_stability,pass,missing,
384,trades,1782283518022,1782283518293073430,1084,1160.161488,False,374,1782283513286,4736,383,1782283516938,1084,385,1782283518720,698,386,1782283519055,1033,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,77,411790,real_bbo_history_touch_stability,pass,missing,
385,l2Book,1782283518720,1782283519014891804,698,721.818374,False,374,1782283513286,5434,384,1782283518022,698,398,1782283524083,5363,386,1782283519055,335,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,78,412488,real_bbo_history_insufficient,block,missing,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence
386,trades,1782283519055,1782283519293240506,335,278.348702,False,385,1782283518720,335,384,1782283518022,1033,398,1782283524083,5028,387,1782283519322,267,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,78,412823,real_bbo_history_touch_stability,pass,missing,missing_same_side_strict_through_support
387,trades,1782283519322,1782283519578581952,267,285.341446,False,385,1782283518720,602,386,1782283519055,267,398,1782283524083,4761,388,1782283519778,456,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,78,413090,real_bbo_history_touch_stability,pass,missing,missing_same_side_strict_through_support
388,trades,1782283519778,1782283520105391653,456,526.809701,False,385,1782283518720,1058,387,1782283519322,456,398,1782283524083,4305,389,1782283520061,283,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,78,413546,real_bbo_history_touch_stability,pass,missing,missing_same_side_strict_through_support
389,trades,1782283520061,1782283520340767484,283,235.375831,False,385,1782283518720,1341,388,1782283519778,283,398,1782283524083,4022,390,1782283521040,979,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,78,413829,real_bbo_history_touch_stability,pass,missing,missing_same_side_strict_through_support
390,trades,1782283521040,1782283521334079700,979,993.312216,False,385,1782283518720,2320,389,1782283520061,979,398,1782283524083,3043,391,1782283521309,269,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,78,414808,real_bbo_history_touch_stability,pass,missing,missing_same_side_strict_through_support
391,trades,1782283521309,1782283521627066640,269,292.98694,False,385,1782283518720,2589,390,1782283521040,269,398,1782283524083,2774,392,1782283521817,508,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,78,415077,real_bbo_history_touch_stability,pass,missing,missing_same_side_strict_through_support
392,trades,1782283521817,1782283522001851576,508,374.784936,False,385,1782283518720,3097,391,1782283521309,508,398,1782283524083,2266,393,1782283522018,201,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,78,415585,real_bbo_history_touch_stability,pass,missing,missing_same_side_strict_through_support
393,trades,1782283522018,1782283522293733140,201,291.881564,False,385,1782283518720,3298,392,1782283521817,201,398,1782283524083,2065,394,1782283522355,337,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,78,415786,real_bbo_history_touch_stability,pass,missing,missing_same_side_strict_through_support
394,trades,1782283522355,1782283522495028644,337,201.295504,False,385,1782283518720,3635,393,1782283522018,337,398,1782283524083,1728,395,1782283522579,224,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,78,416123,real_bbo_history_touch_stability,pass,missing,missing_same_side_strict_through_support
395,trades,1782283522579,1782283522834053156,224,339.024512,False,385,1782283518720,3859,394,1782283522355,224,398,1782283524083,1504,396,1782283523691,1112,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,78,416347,real_bbo_history_touch_stability,pass,missing,missing_same_side_strict_through_support
396,trades,1782283523691,1782283523885268209,1112,1051.215053,False,385,1782283518720,4971,395,1782283522579,1112,398,1782283524083,392,397,1782283523754,63,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,78,417459,real_bbo_history_touch_stability,pass,missing,missing_same_side_strict_through_support
397,trades,1782283523754,1782283523944711325,63,59.443116,False,385,1782283518720,5034,396,1782283523691,63,398,1782283524083,329,399,1782283524528,774,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,78,417522,real_bbo_history_stale,block,missing,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence
398,l2Book,1782283524083,1782283524414602148,329,469.890823,False,385,1782283518720,5363,397,1782283523754,329,409,1782283529447,5364,399,1782283524528,445,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,79,417851,real_bbo_history_touch_stability,pass,reset_supported,missing_same_side_strict_through_support
399,trades,1782283524528,1782283524737971755,445,323.369607,False,398,1782283524083,445,397,1782283523754,774,409,1782283529447,4919,400,1782283525077,549,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,79,418296,real_bbo_history_touch_stability,pass,reset_supported,missing_same_side_strict_through_support
400,trades,1782283525077,1782283525385648032,549,647.676277,False,398,1782283524083,994,399,1782283524528,549,409,1782283529447,4370,401,1782283525295,218,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,79,418845,real_bbo_history_touch_stability,pass,reset_supported,
