inventory_bucket,side_class,quote_distance_bucket,fair_or_reservation_edge_bucket,latency_stale_bucket,post_only_safety_bucket,reject_throttle_churn_bucket,fill_after_cancel_bucket,bucket_level,scope,rows_before,rows_after,rows_delta,fills_before,fills_after,fills_delta,sample_count_before,sample_count_after,sample_count_delta,fill_sample_count_before,fill_sample_count_after,fill_sample_count_delta,fill_rate_before,fill_rate_after,fill_rate_delta,clean_only_fill_mass_before,clean_only_fill_mass_after,clean_only_fill_mass_delta,side_adjusted_markout_5000ms_mean_before,side_adjusted_markout_5000ms_mean_after,spread_capture_ticks_mean_before,spread_capture_ticks_mean_after,fee_adjusted_spread_capture_ticks_mean_before,fee_adjusted_spread_capture_ticks_mean_after,fill_after_cancel_rate_before,fill_after_cancel_rate_after,inventory_increasing_fill_rate_before,inventory_increasing_fill_rate_after,inventory_reducing_fill_rate_before,inventory_reducing_fill_rate_after,post_only_risk_rows_before,post_only_risk_rows_after,reject_throttle_churn_rows_before,reject_throttle_churn_rows_after,verdict_before,verdict_after,flow_class,flow_note
flat,flat_side,step_back_gt1,edge_weak_or_neutral,stale_latency_high,guarded_depth_fallback,churn_normal,all_fill_after_cancel_outcomes,decision_visible_trigger,accepted_set,38,78,40,1,1,0,7,8,1,1,1,0,0.026316,0.012821,-0.013495,,,0,,,1.5,1.5,1.5,1.5,1,1,0,0,0,0,0,0,0,0,needs_more_clean_fills,needs_more_clean_fills,row_only_growth,rows expanded without meaningful fill growth
flat,flat_side,step_back_gt1,edge_weak_or_neutral,stale_latency_high,guarded_depth_fallback,churn_normal,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,31,71,40,0,0,0,6,7,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,needs_more_clean_fills,needs_more_clean_fills,row_only_growth,rows expanded without meaningful fill growth
flat,flat_side,step_back_gt1,edge_weak_or_neutral,stale_latency_high,guarded_depth_fallback,churn_normal,no_fill,fill_after_cancel_sensitivity,accepted_set,37,77,40,0,0,0,7,8,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,0,0,0,0,needs_more_clean_fills,needs_more_clean_fills,row_only_growth,rows expanded without meaningful fill growth
flat,flat_side,step_back_gt1,edge_weak_or_neutral,stale_latency_high,guarded_depth_fallback,churn_normal,no_fill,fill_after_cancel_sensitivity,clean_only,31,71,40,0,0,0,6,7,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,needs_more_clean_fills,needs_more_clean_fills,row_only_growth,rows expanded without meaningful fill growth
large_skew_or_low_score,reduce_side,step_back_gt1,edge_weak_or_neutral,stale_latency_join_stale,guarded_depth_fallback,recent_reject_or_throttle,no_fill,fill_after_cancel_sensitivity,accepted_set,80,118,38,0,0,0,8,9,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,0,0,80,118,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
large_skew_or_low_score,reduce_side,step_back_gt1,edge_weak_or_neutral,stale_latency_join_stale,guarded_depth_fallback,recent_reject_or_throttle,no_fill,fill_after_cancel_sensitivity,clean_only,58,96,38,0,0,0,7,8,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,58,96,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
mild_skew,add_side,touch,edge_strong_favorable,stale_latency_medium,post_only_clean,recent_reject_or_throttle,no_fill,fill_after_cancel_sensitivity,accepted_set,553,590,37,0,0,0,8,9,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,0,0,553,590,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
mild_skew,add_side,touch,edge_strong_favorable,stale_latency_medium,post_only_clean,recent_reject_or_throttle,no_fill,fill_after_cancel_sensitivity,clean_only,473,510,37,0,0,0,7,8,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,473,510,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
flat,flat_side,step_back_gt1,edge_weak_or_neutral,fresh_low_latency,post_only_clean,recent_reject_or_throttle,all_fill_after_cancel_outcomes,decision_visible_trigger,accepted_set,1075,1110,35,25,25,0,8,9,1,7,7,0,0.023256,0.022523,-0.000733,,,0,61.454545,61.454545,31.416667,31.416667,31.416667,31.416667,0.64,0.64,0.44,0.44,0,0,0,0,1075,1110,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
flat,flat_side,step_back_gt1,edge_weak_or_neutral,fresh_low_latency,post_only_clean,recent_reject_or_throttle,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,1047,1082,35,24,24,0,7,8,1,6,6,0,0.022923,0.022181,-0.000741,24,24,0,64.119048,64.119048,32.021739,32.021739,32.021739,32.021739,0.625,0.625,0.458333,0.458333,0,0,0,0,1047,1082,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
flat,flat_side,step_back_gt1,edge_weak_or_neutral,fresh_low_latency,post_only_clean,recent_reject_or_throttle,no_fill,fill_after_cancel_sensitivity,accepted_set,1050,1085,35,0,0,0,8,9,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,0,0,1050,1085,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
flat,flat_side,step_back_gt1,edge_weak_or_neutral,fresh_low_latency,post_only_clean,recent_reject_or_throttle,no_fill,fill_after_cancel_sensitivity,clean_only,1023,1058,35,0,0,0,7,8,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,1023,1058,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
flat,flat_side,step_back_gt1,edge_weak_or_neutral,stale_latency_high,post_only_clean,fast_cancel_churn,all_fill_after_cancel_outcomes,decision_visible_trigger,accepted_set,143,177,34,0,0,0,8,9,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,0,0,143,177,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
flat,flat_side,step_back_gt1,edge_weak_or_neutral,stale_latency_high,post_only_clean,fast_cancel_churn,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,123,157,34,0,0,0,7,8,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,123,157,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
flat,flat_side,step_back_gt1,edge_weak_or_neutral,stale_latency_high,post_only_clean,fast_cancel_churn,no_fill,fill_after_cancel_sensitivity,accepted_set,143,177,34,0,0,0,8,9,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,0,0,143,177,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
flat,flat_side,step_back_gt1,edge_weak_or_neutral,stale_latency_high,post_only_clean,fast_cancel_churn,no_fill,fill_after_cancel_sensitivity,clean_only,123,157,34,0,0,0,7,8,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,123,157,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
mild_skew,add_side,touch,edge_strong_favorable,fresh_low_latency,post_only_clean,recent_reject_or_throttle,no_fill,fill_after_cancel_sensitivity,accepted_set,412,442,30,0,0,0,8,9,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,0,0,412,442,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
mild_skew,add_side,touch,edge_strong_favorable,fresh_low_latency,post_only_clean,recent_reject_or_throttle,no_fill,fill_after_cancel_sensitivity,clean_only,377,407,30,0,0,0,7,8,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,377,407,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
mild_skew,reduce_side,step_back_gt1,edge_weak_or_neutral,stale_latency_high,post_only_clean,churn_normal,all_fill_after_cancel_outcomes,decision_visible_trigger,accepted_set,39,69,30,1,1,0,7,8,1,1,1,0,0.025641,0.014493,-0.011148,,,0,-204.5,-204.5,58.5,58.5,58.5,58.5,0,0,0,0,1,1,0,0,0,0,needs_more_clean_fills,needs_more_clean_fills,row_only_growth,rows expanded without meaningful fill growth
mild_skew,reduce_side,step_back_gt1,edge_weak_or_neutral,stale_latency_high,post_only_clean,churn_normal,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,32,62,30,1,1,0,6,7,1,1,1,0,0.03125,0.016129,-0.015121,1,1,0,-204.5,-204.5,58.5,58.5,58.5,58.5,0,0,0,0,1,1,0,0,0,0,needs_more_clean_fills,needs_more_clean_fills,row_only_growth,rows expanded without meaningful fill growth
mild_skew,reduce_side,step_back_gt1,edge_weak_or_neutral,stale_latency_high,post_only_clean,churn_normal,no_fill,fill_after_cancel_sensitivity,accepted_set,38,68,30,0,0,0,7,8,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,0,0,0,0,needs_more_clean_fills,needs_more_clean_fills,row_only_growth,rows expanded without meaningful fill growth
mild_skew,reduce_side,step_back_gt1,edge_weak_or_neutral,stale_latency_high,post_only_clean,churn_normal,no_fill,fill_after_cancel_sensitivity,clean_only,31,61,30,0,0,0,6,7,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,needs_more_clean_fills,needs_more_clean_fills,row_only_growth,rows expanded without meaningful fill growth
large_skew_or_low_score,reduce_side,touch,edge_strong_favorable,stale_latency_high,post_only_clean,recent_reject_or_throttle,no_fill,fill_after_cancel_sensitivity,accepted_set,212,242,30,0,0,0,8,9,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,0,0,212,242,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
large_skew_or_low_score,reduce_side,touch,edge_strong_favorable,stale_latency_high,post_only_clean,recent_reject_or_throttle,no_fill,fill_after_cancel_sensitivity,clean_only,170,200,30,0,0,0,7,8,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,170,200,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
large_skew_or_low_score,reduce_side,step_back_gt1,edge_weak_or_neutral,stale_latency_join_stale,guarded_depth_fallback,fast_cancel_churn,all_fill_after_cancel_outcomes,decision_visible_trigger,accepted_set,77,106,29,2,2,0,7,8,1,2,2,0,0.025974,0.018868,-0.007106,,,0,-134,-134,14.5,14.5,14.5,14.5,1,1,0,0,1,1,0,0,77,106,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
large_skew_or_low_score,reduce_side,step_back_gt1,edge_weak_or_neutral,stale_latency_join_stale,guarded_depth_fallback,fast_cancel_churn,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,58,87,29,1,1,0,6,7,1,1,1,0,0.017241,0.011494,-0.005747,1,1,0,-152.5,-152.5,28.5,28.5,28.5,28.5,1,1,0,0,1,1,0,0,58,87,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
large_skew_or_low_score,reduce_side,step_back_gt1,edge_weak_or_neutral,stale_latency_join_stale,guarded_depth_fallback,fast_cancel_churn,no_fill,fill_after_cancel_sensitivity,accepted_set,75,104,29,0,0,0,7,8,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,0,0,75,104,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
large_skew_or_low_score,reduce_side,step_back_gt1,edge_weak_or_neutral,stale_latency_join_stale,guarded_depth_fallback,fast_cancel_churn,no_fill,fill_after_cancel_sensitivity,clean_only,57,86,29,0,0,0,6,7,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,57,86,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
mild_skew,reduce_side,touch,edge_strong_favorable,stale_latency_medium,post_only_clean,recent_reject_or_throttle,no_fill,fill_after_cancel_sensitivity,accepted_set,511,539,28,0,0,0,8,9,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,0,0,511,539,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
mild_skew,reduce_side,touch,edge_strong_favorable,stale_latency_medium,post_only_clean,recent_reject_or_throttle,no_fill,fill_after_cancel_sensitivity,clean_only,450,478,28,0,0,0,7,8,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,450,478,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
mild_skew,add_side,step_back_gt1,edge_weak_or_neutral,stale_latency_high,post_only_clean,churn_normal,no_fill,fill_after_cancel_sensitivity,accepted_set,29,56,27,0,0,0,6,7,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,0,0,0,0,needs_more_clean_fills,needs_more_clean_fills,row_only_growth,rows expanded without meaningful fill growth
mild_skew,add_side,step_back_gt1,edge_weak_or_neutral,stale_latency_high,post_only_clean,churn_normal,no_fill,fill_after_cancel_sensitivity,clean_only,23,50,27,0,0,0,5,6,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,needs_more_clean_fills,needs_more_clean_fills,row_only_growth,rows expanded without meaningful fill growth
flat,flat_side,step_back_gt1,edge_weak_or_neutral,stale_latency_high,post_only_clean,churn_normal,no_fill,fill_after_cancel_sensitivity,accepted_set,28,55,27,0,0,0,6,7,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,0,0,0,0,needs_more_clean_fills,needs_more_clean_fills,row_only_growth,rows expanded without meaningful fill growth
flat,flat_side,step_back_gt1,edge_weak_or_neutral,stale_latency_high,post_only_clean,churn_normal,no_fill,fill_after_cancel_sensitivity,clean_only,23,50,27,0,0,0,5,6,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,needs_more_clean_fills,needs_more_clean_fills,row_only_growth,rows expanded without meaningful fill growth
flat,flat_side,touch,edge_strong_favorable,stale_latency_medium,post_only_clean,recent_reject_or_throttle,no_fill,fill_after_cancel_sensitivity,accepted_set,511,538,27,0,0,0,8,9,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,0,0,511,538,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
flat,flat_side,touch,edge_strong_favorable,stale_latency_medium,post_only_clean,recent_reject_or_throttle,no_fill,fill_after_cancel_sensitivity,clean_only,493,520,27,0,0,0,7,8,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,493,520,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
mild_skew,reduce_side,step_back_gt1,edge_weak_or_neutral,stale_latency_high,guarded_depth_fallback,churn_normal,no_fill,fill_after_cancel_sensitivity,accepted_set,45,72,27,0,0,0,7,8,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,0,0,0,0,needs_more_clean_fills,needs_more_clean_fills,row_only_growth,rows expanded without meaningful fill growth
mild_skew,reduce_side,step_back_gt1,edge_weak_or_neutral,stale_latency_high,guarded_depth_fallback,churn_normal,no_fill,fill_after_cancel_sensitivity,clean_only,39,66,27,0,0,0,6,7,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,needs_more_clean_fills,needs_more_clean_fills,row_only_growth,rows expanded without meaningful fill growth
large_skew_or_low_score,reduce_side,touch,edge_strong_favorable,stale_latency_high,guarded_depth_fallback,churn_normal,no_fill,fill_after_cancel_sensitivity,accepted_set,66,93,27,0,0,0,8,9,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,0,0,0,0,needs_more_clean_fills,needs_more_clean_fills,row_only_growth,rows expanded without meaningful fill growth
large_skew_or_low_score,reduce_side,touch,edge_strong_favorable,stale_latency_high,guarded_depth_fallback,churn_normal,no_fill,fill_after_cancel_sensitivity,clean_only,50,77,27,0,0,0,7,8,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,needs_more_clean_fills,needs_more_clean_fills,row_only_growth,rows expanded without meaningful fill growth
mild_skew,reduce_side,touch,edge_strong_favorable,fresh_low_latency,post_only_clean,recent_reject_or_throttle,no_fill,fill_after_cancel_sensitivity,accepted_set,397,423,26,0,0,0,8,9,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,0,0,397,423,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
mild_skew,reduce_side,touch,edge_strong_favorable,fresh_low_latency,post_only_clean,recent_reject_or_throttle,no_fill,fill_after_cancel_sensitivity,clean_only,375,401,26,0,0,0,7,8,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,375,401,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
large_skew_or_low_score,add_side,step_back_gt1,edge_weak_or_neutral,stale_latency_join_stale,guarded_depth_fallback,fast_cancel_churn,all_fill_after_cancel_outcomes,decision_visible_trigger,accepted_set,29,53,24,0,0,0,6,7,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,0,0,29,53,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
large_skew_or_low_score,add_side,step_back_gt1,edge_weak_or_neutral,stale_latency_join_stale,guarded_depth_fallback,fast_cancel_churn,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,26,50,24,0,0,0,5,6,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,26,50,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
large_skew_or_low_score,add_side,step_back_gt1,edge_weak_or_neutral,stale_latency_join_stale,guarded_depth_fallback,fast_cancel_churn,no_fill,fill_after_cancel_sensitivity,accepted_set,29,53,24,0,0,0,6,7,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,0,0,29,53,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
large_skew_or_low_score,add_side,step_back_gt1,edge_weak_or_neutral,stale_latency_join_stale,guarded_depth_fallback,fast_cancel_churn,no_fill,fill_after_cancel_sensitivity,clean_only,26,50,24,0,0,0,5,6,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,26,50,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
large_skew_or_low_score,reduce_side,touch,edge_strong_favorable,stale_latency_medium,guarded_depth_fallback,recent_reject_or_throttle,no_fill,fill_after_cancel_sensitivity,accepted_set,156,180,24,0,0,0,8,9,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,0,0,156,180,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
large_skew_or_low_score,reduce_side,touch,edge_strong_favorable,stale_latency_medium,guarded_depth_fallback,recent_reject_or_throttle,no_fill,fill_after_cancel_sensitivity,clean_only,124,148,24,0,0,0,7,8,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,124,148,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
large_skew_or_low_score,reduce_side,touch,edge_strong_favorable,stale_latency_high,guarded_depth_fallback,recent_reject_or_throttle,no_fill,fill_after_cancel_sensitivity,accepted_set,110,132,22,0,0,0,8,9,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,0,0,110,132,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
large_skew_or_low_score,reduce_side,touch,edge_strong_favorable,stale_latency_high,guarded_depth_fallback,recent_reject_or_throttle,no_fill,fill_after_cancel_sensitivity,clean_only,90,112,22,0,0,0,7,8,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,90,112,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
flat,flat_side,touch,edge_strong_favorable,fresh_low_latency,post_only_clean,recent_reject_or_throttle,no_fill,fill_after_cancel_sensitivity,accepted_set,442,462,20,0,0,0,8,9,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,0,0,442,462,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
flat,flat_side,touch,edge_strong_favorable,fresh_low_latency,post_only_clean,recent_reject_or_throttle,no_fill,fill_after_cancel_sensitivity,clean_only,432,452,20,0,0,0,7,8,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,432,452,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
large_skew_or_low_score,add_side,touch,edge_strong_favorable,fresh_low_latency,post_only_clean,recent_reject_or_throttle,no_fill,fill_after_cancel_sensitivity,accepted_set,447,465,18,0,0,0,8,9,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,0,0,447,465,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
large_skew_or_low_score,add_side,touch,edge_strong_favorable,fresh_low_latency,post_only_clean,recent_reject_or_throttle,no_fill,fill_after_cancel_sensitivity,clean_only,407,425,18,0,0,0,7,8,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,407,425,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
large_skew_or_low_score,add_side,touch,edge_strong_favorable,stale_latency_high,post_only_clean,recent_reject_or_throttle,all_fill_after_cancel_outcomes,decision_visible_trigger,accepted_set,161,179,18,9,9,0,8,9,1,5,5,0,0.055901,0.050279,-0.005621,,,0,-53.3,-53.3,0.5,0.5,0.5,0.5,0.555556,0.555556,0.222222,0.222222,0,0,0,0,161,179,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
large_skew_or_low_score,add_side,touch,edge_strong_favorable,stale_latency_high,post_only_clean,recent_reject_or_throttle,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,125,143,18,6,6,0,7,8,1,4,4,0,0.048,0.041958,-0.006042,6,6,0,-40.25,-40.25,0.5,0.5,0.5,0.5,0.5,0.5,0.166667,0.166667,0,0,0,0,125,143,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
large_skew_or_low_score,add_side,touch,edge_strong_favorable,stale_latency_high,post_only_clean,recent_reject_or_throttle,no_fill,fill_after_cancel_sensitivity,accepted_set,152,170,18,0,0,0,8,9,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,0,0,152,170,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
large_skew_or_low_score,add_side,touch,edge_strong_favorable,stale_latency_high,post_only_clean,recent_reject_or_throttle,no_fill,fill_after_cancel_sensitivity,clean_only,119,137,18,0,0,0,7,8,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,119,137,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
large_skew_or_low_score,reduce_side,step_back_gt1,edge_weak_or_neutral,stale_latency_join_stale,guarded_depth_fallback,churn_normal,all_fill_after_cancel_outcomes,decision_visible_trigger,accepted_set,32,50,18,0,0,0,6,7,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,0,0,0,0,needs_more_clean_fills,needs_more_clean_fills,row_only_growth,rows expanded without meaningful fill growth
large_skew_or_low_score,reduce_side,step_back_gt1,edge_weak_or_neutral,stale_latency_join_stale,guarded_depth_fallback,churn_normal,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,21,39,18,0,0,0,5,6,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,needs_more_clean_fills,needs_more_clean_fills,row_only_growth,rows expanded without meaningful fill growth
large_skew_or_low_score,reduce_side,step_back_gt1,edge_weak_or_neutral,stale_latency_join_stale,guarded_depth_fallback,churn_normal,no_fill,fill_after_cancel_sensitivity,accepted_set,32,50,18,0,0,0,6,7,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,0,0,0,0,needs_more_clean_fills,needs_more_clean_fills,row_only_growth,rows expanded without meaningful fill growth
large_skew_or_low_score,reduce_side,step_back_gt1,edge_weak_or_neutral,stale_latency_join_stale,guarded_depth_fallback,churn_normal,no_fill,fill_after_cancel_sensitivity,clean_only,21,39,18,0,0,0,5,6,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,needs_more_clean_fills,needs_more_clean_fills,row_only_growth,rows expanded without meaningful fill growth
large_skew_or_low_score,reduce_side,touch,edge_strong_favorable,stale_latency_high,post_only_clean,churn_normal,no_fill,fill_after_cancel_sensitivity,accepted_set,67,85,18,0,0,0,8,9,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,0,0,0,0,needs_more_clean_fills,needs_more_clean_fills,row_only_growth,rows expanded without meaningful fill growth
large_skew_or_low_score,reduce_side,touch,edge_strong_favorable,stale_latency_high,post_only_clean,churn_normal,no_fill,fill_after_cancel_sensitivity,clean_only,57,75,18,0,0,0,7,8,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,needs_more_clean_fills,needs_more_clean_fills,row_only_growth,rows expanded without meaningful fill growth
large_skew_or_low_score,add_side,step_back_gt1,edge_weak_or_neutral,stale_latency_join_stale,guarded_depth_fallback,churn_normal,all_fill_after_cancel_outcomes,decision_visible_trigger,accepted_set,8,25,17,1,1,0,5,6,1,1,1,0,0.125,0.04,-0.085,,,0,133.5,133.5,17.5,17.5,17.5,17.5,1,1,0,0,0,0,0,0,0,0,needs_more_clean_fills,needs_more_clean_fills,row_only_growth,rows expanded without meaningful fill growth
large_skew_or_low_score,add_side,step_back_gt1,edge_weak_or_neutral,stale_latency_join_stale,guarded_depth_fallback,churn_normal,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,7,24,17,1,1,0,4,5,1,1,1,0,0.142857,0.041667,-0.10119,1,1,0,133.5,133.5,17.5,17.5,17.5,17.5,1,1,0,0,0,0,0,0,0,0,needs_more_clean_fills,needs_more_clean_fills,row_only_growth,rows expanded without meaningful fill growth
large_skew_or_low_score,add_side,step_back_gt1,edge_weak_or_neutral,stale_latency_join_stale,guarded_depth_fallback,churn_normal,no_fill,fill_after_cancel_sensitivity,accepted_set,7,24,17,0,0,0,4,5,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,0,0,0,0,needs_more_clean_fills,needs_more_clean_fills,row_only_growth,rows expanded without meaningful fill growth
large_skew_or_low_score,add_side,step_back_gt1,edge_weak_or_neutral,stale_latency_join_stale,guarded_depth_fallback,churn_normal,no_fill,fill_after_cancel_sensitivity,clean_only,6,23,17,0,0,0,3,4,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,needs_more_clean_fills,needs_more_clean_fills,row_only_growth,rows expanded without meaningful fill growth
large_skew_or_low_score,add_side,touch,edge_strong_favorable,stale_latency_high,post_only_clean,churn_normal,all_fill_after_cancel_outcomes,decision_visible_trigger,accepted_set,40,57,17,7,7,0,8,9,1,5,5,0,0.175,0.122807,-0.052193,,,0,-59.5,-59.5,0.5,0.5,0.5,0.5,0.714286,0.714286,0.571429,0.571429,0,0,0,0,0,0,needs_more_clean_fills,needs_more_clean_fills,row_only_growth,rows expanded without meaningful fill growth
large_skew_or_low_score,add_side,touch,edge_strong_favorable,stale_latency_high,post_only_clean,churn_normal,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,36,53,17,5,5,0,7,8,1,4,4,0,0.138889,0.09434,-0.044549,5,5,0,-35.5,-35.5,0.5,0.5,0.5,0.5,0.6,0.6,0.6,0.6,0,0,0,0,0,0,needs_more_clean_fills,needs_more_clean_fills,row_only_growth,rows expanded without meaningful fill growth
large_skew_or_low_score,add_side,touch,edge_strong_favorable,stale_latency_high,post_only_clean,churn_normal,no_fill,fill_after_cancel_sensitivity,accepted_set,33,50,17,0,0,0,8,9,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,0,0,0,0,needs_more_clean_fills,needs_more_clean_fills,row_only_growth,rows expanded without meaningful fill growth
